ISBN13,Image,Name,Rating,Reviews,Format,Series,Language,Price,Description
9781009178969,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0091/9781009178969.jpg,"Communicate with Cambridge Level 5 Coursebook with AR APP, eBook and Poster : A Comprehensive English Course",0,0,Mixed media product,1560426,English,₹ 924.03,"Communicate with Cambridge is a comprehensive course for the teaching and learning of English for classes 1-8. The course aims to develop communication skills in students by integrating the essential language skills of listening, speaking, reading and writing. It has well-graded grammar and vocabulary sections to help students grasp core language structures and enrich their expression. The revised edition has been enhanced based on user feedback as well as the requirements of both the latest curriculum as well as the National Education Policy (NEP), 2020. show more"
9780571302543,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5713/9780571302543.jpg,Squishy McFluff: Meets Mad Nana Dot,4.2,54,Paperback,1540260,English,₹ 733.24,"From the funniest voice in young fiction today, the third in this irresistible series for young readers about imaginary friends in hilarious rhyming text and with adorable illustrations by Ella Okstad. Oh yippee! Young Ava is very excited To see Nana Dot (who's rather short-sighted). Nan's fun! And she's funny! And if that's not enough, Can Ava's Mad Nana SEE Squishy McFluff? Ava and Squishy are up to their normal no-good when Dad whisks them off to Nana Dot's - Mum's got to go to the hospital to bring back Ava a baby sister! But Mad Nana Dot's lost her glasses so can't SEE Squishy McFluff . . . and a trip to the hairdresser's, the post office, the fishmonger all end in adorable disaster. Told in full colour throughout, this is the perfect stepping stone from picture books to older fiction. 'A surefire hit.' Guardian 'Charming.' The Times 'Bound to ensure catisfaction.' Independent 'Cleverly bridging the gap between picture books and longer fiction, the lovable Squishy is certain to be a success with under-sevens.' BookTrust 'In delightful rhyme reminiscent of Dr Seuss, this charmingly illustrated book is bound to become a bedtime fave.' Gurgle show more"
9781550379662,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5503/9781550379662.jpg,Grandma,4,7,Board book,1539935,English,₹ 728.97,This innovative series grew out of a desire to provide all children with the opportunity to see themselves within the books they are reading and to identify with the children and families they see. The diversity of today's families is clearly captured. The simple text and engaging photographs explore the relationship between very young children and their environment. Grandma explores a young child's world using photographs of a variety of children interacting with their grandmas. show more
9781550375107,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5503/9781550375107.jpg,My Family,3.17,6,Board book,1539935,English,₹ 728.97,"This innovative series grew out of a desire to provide all children with the opportunity to see themselves within the books they are reading and to identify with the children and families they see. The diversity of today's families is clearly captured. The simple text and engaging photographs explore the relationship between very young children and their environment. Each book is illustrated with realistic and comforting photographs. Children from various familial, cultural, and ethnic backgrounds are interacting with their fathers. The simple text and engaging photos invite and encourage discussion between adult and child as they have fun exploring the images together. show more"
9781550378177,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5503/9781550378177.jpg,My Friends,3.5,2,Board book,1539935,English,₹ 728.97,"The Talk-About-Books series is designed to enhance a baby or toddler's first collection of books. My Friends explores the fun of playmates and siblings. Each book is illustrated with realistic and comforting photographs. Children from various familial, cultural, and ethnic backgrounds experience friends in their many wonderful forms. The simple text and engaging photos invite and encourage discussion between adult and child as they have fun exploring the images together. show more"
9781584764908,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5847/9781584764908.jpg,iBaby: Float Along Baby Dolphins,0,0,Mixed media product,1505459,English,"₹ 1,032.83","Bath time comes alive with these floatable bath books that teach early-learning concepts and include three floatable toys stored in an attached mesh tube. This adorable bath book comes with three rubber dolphins. Sweet, repetitive text introduces colors and simple shapes. show more"
9780141375632,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141375632.jpg,One Of Us Is Lying,4.01,"542,914",Paperback,1491712,English,₹ 799.72,"The international bestselling YA thriller by acclaimed author, Karen M. McManus - NOW A MAJOR NETFLIX SERIES. Five students walk into detention. Only four come out alive. Yale hopeful Bronwyn has never publicly broken a rule. Sports star Cooper only knows what he's doing in the baseball diamond. Bad boy Nate is one misstep away from a life of crime. Prom queen Addy is holding together the cracks in her perfect life. And outsider Simon, creator of the notorious gossip app at Bayview High, won't ever talk about any of them again. He dies 24 hours before he could post their deepest secrets online. Investigators conclude it's no accident. All of them are suspects. Everyone has secrets, right? What really matters is how far you'll go to protect them. 'Tightly plotted and brilliantly written, with sharp, believable characters, this whodunit is utterly irresistible' - HEAT 'Twisty plotting, breakneck pacing and intriguing characterisation add up to an exciting single-sitting thrillerish treat' -THE GUARDIAN 'A fantastic murder mystery, packed with cryptic clues and countless plot twists. I could not put this book down' - THE SUN 'Pretty Little Liars meets The Breakfast Club' - ENTERTAINMENT WEEKLY show more"
9781368003551,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3680/9781368003551.jpg,We Don't Eat Our Classmates,4.5,"8,235",Hardback,1490202,English,"₹ 1,841.93","It's the first day of school for Penelope Rex, and she can't wait to meet her classmates. But it's hard to make human friends when they're so darn delicious! That is, until Penelope gets a taste of her own medicine and finds she may not be at the top of the food chain after all. . . . Readers will gobble up this hilarious new story from award-winning author-illustrator Ryan T. Higgins. show more"
9781784752910,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784752910.jpg,Star Wars: The Force Awakens,3.71,"16,439",Paperback,1486877,English,"₹ 1,006.66","More than thirty years ago, Star Wars burst onto the big screen and became a cultural phenomenon. Now the next adventures in this blockbuster saga are poised to captivate old and new fans alike-beginning with the highly anticipated Star Wars: The Force Awakens. And alongside the cinematic debut comes the thrilling novel adaptation. Set years after Return of the Jedi, this stunning new action-packed adventure rockets us back into the world of Princess Leia, Han Solo, Chewbacca, C-3PO, R2-D2, and Luke Skywalker, while introducing a host of exciting new characters. Darth Vader may have been redeemed and the Emperor vanquished, but peace can be fleeting, and evil does not easily relent. Yet the simple belief in good can still empower ordinary individuals to rise and meet the greatest challenges. So return to that galaxy far, far away, and prepare yourself for what happens when the Force awakens. . . . show more"
9780099410584,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099410584.jpg,Star Wars: Episode III: Revenge of the Sith,4.2,"16,224",Paperback,1486877,English,"₹ 1,006.66","The turning point for the entire Star Wars saga is at hand. . . . As combat escalates across the galaxy, the stage is set for an explosive endgame: Obi-Wan undertakes a perilous mission to destroy the dreaded Separatist military leader, General Grievous. Supreme Chancellor Palpatine continues to strip away constitutional liberties in the name of security while influencing public opinion to turn against the Jedi. And a conflicted Anakin fears that his secret love, Senator Padme Amidala, will die. Tormented by unspeakable visions, Anakin edges closer to the brink of a galaxy-shaping decision. It remains only for Darth Sidious to strike the final staggering blow against the Republic-and to ordain a fearsome new Sith Lord: Darth Vader. Based on the screenplay of the final film in George Lucas's epic saga, bestselling Star Wars author Matthew Stover's novel crackles with action, captures the iconic characters in all their complexity, and brings a space opera masterpiece full circle in stunning style. show more"
9780241355435,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241355435.jpg,RHS The Magic and Mystery of Trees,4.76,17,Hardback,1438509,English,"₹ 2,109.12","Learn about the amazing natural science of trees in this illustrated nature and science book for kids aged 7-9. From the highest branch and leaf down to the complex ""wood wide web"" of roots, it's no wonder every part of a tree plays an important role in its own growth and the habitat of the whole forest or woodland. The Magic & Mystery of Trees is a nature book that takes children on a fascinating journey of exploration, showing them just how special these mighty organisms are. Did you know that trees can communicate with each other and warn each other predators? Or that they can record the past, and anticipate the future to ensure their survival? Dive deep into the pages of this nature book for kids to discover exactly how trees nurture their networks, and explore extraordinary trees from all around the world. Explore the pages of this terrific book on trees to discover: -Groundbreaking explanations on the science of tree communication -Supports KS1 and KS2 curriculum within Science and Geography subjects -In collaboration with RHS, the UK's leading gardening charity -Striking and detailed illustrations throughout the book -Includes fun practical activities such as planting your own tree and measuring a tree's age The Magic & Mystery of Trees is a must-have volume for children aged 7-9 with an interest in both nature and science, doubling up as the perfect volume for parents, grandparents and educators who are seeking a fun and engaging nature book for children to explore and love, whilst they learn lots of unbe-leaf-able facts that may coincide with their Key Stage 1 and Key Stage 2 curriculum for both Science and Geography. Split into 4 core chapters, covering everything from reproduction to rainforests, the wood wide web to deforestation and its effects, as well as fun facts about trees you may have never heard of before, and engaging activities to teach kids how to plant a tree. The Magic & Mystery of Trees is sure to delight all curious nature lovers out there. show more"
9781735074238,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7350/9781735074238.jpg,Songs of Healing,4,22,Paperback,1423032,English,"₹ 1,219.50","Once upon a time, in a world not so different from ours... Sarah Tressarian is the Peace Princess of Dicrandia, a constitutional monarchy where the War and Peace parties have feuded since before the webiverse and before indoor plumbing. Their feuding caused the royal family split that brought in parliamentary democracy centuries ago. Sarah has no problem with the fight. The War Royals, like Prince Philip, are all arrogant jerks bent on destroying the country. At least, that's what she thinks until she gets to know Phil. And until monsters and fairies rise from the murk of legend to invade Dicrandia's Northwest. Now, to bring safety, Sarah must not only relearn the magic her people have forgotten, but also do what no one has done for centuries -forge a stable alliance between War and Peace. show more"
9789350339084,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/3503/9789350339084.jpg,Akbar and Birbal,4.45,"1,386",Paperback,1409767,Hindi,Not Known,Not available
9780547718989,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5477/9780547718989.jpg,The Goodnight Train,4.23,"1,517",Board book,1402027,English,₹ 883.47,"All aboard for Dreamland! The Goodnight Train is taking off on a rollicking, rhyming, bedtime ride that's sure to become your family's every-night read. Soar past mermaids, leaping sheep, and ice-cream clouds. You won't want to miss a thing, so whatever you do, don't . . . close . . . your . . . eyes! With soothing, lyrical words and magical illustrations, June Sobel and Laura Huliska-Beith created a nighttime fantasy that's guaranteed to make even the most resistant sleeper snuggle up tight. Ready to keep rolling? The companion board books The Goodnight Train Rolls On and Santa and the Goodnight Train are now available! show more"
9781406395310,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406395310.jpg,The House at the Edge of Magic,3.8,997,Paperback,1399687,English,₹ 719.86,"""Sometimes you are a whisper away from magic without even realizing it."" Nine is an orphan pickpocket determined to escape her life in the Nest of a Thousand Treasures. When she steals a house-shaped ornament from a mysterious woman's purse, she knocks on its tiny door and watches it grow into a huge, higgledy-piggeldy house. Inside she finds a host of magical and brilliantly funny characters, including Flabberghast - a young wizard who's particularly competitive at hopscotch - and a hideous troll housekeeper who's emotionally attached to his feather duster. They have been placed under an extraordinary spell, which they are desperate for Nine to break - and if she can, maybe they can offer her a new life in return... ""A Diana Wynne Jones-ish adventure fizzing with imagination. Such fun - I loved it!"" - Sinead O'Hart ""A wonder-filled book that revels in magic and mayhem."" - Abi Elphinstone ""Wildly imaginative and relentlessly entertaining. It is a story like no other and I absolutely adored it!"" - David Walliams show more"
9781771681582,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7716/9781771681582.jpg,The Rise of Winter,4.03,75,Paperback,1395711,English,"₹ 1,132.78","This action-packed first book of a middle grade fantasy trilogy brings together magical animals, environmental destruction, and finding one's place in a world where everything is about to change. Centuries ago, the world, Terra, was nearly destroyed by humans. As she recovered, Terra created the Guardians - a group sworn to protect her. But humans have returned to their plundering ways and Terra needs the Guardians. She calls on them only to find they have fractured - their last leader murdered years before. They need a new leader - a new Terra Protectorum - but when a young girl is chosen, outrage ensues. Questions demand answers. Why has Terra selected a girl with no knowledge of the Guardians? Why has she chosen a human when it is the humans destroying the earth? And most importantly, why has she chosen the girl whose father murdered the last Terra Protectorum? Filled with pulse-pounding action, otherworldly characters to root for, and a timely message about the state of our planet, The Rise of Winter soars.--Joel A. Sutherland, author of Summer's End and the Haunted Canada series Also from Alex Lyttle: From Ant to Eagle show more"
9781471403989,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4714/9781471403989.jpg,We Were Liars,3.75,"843,204",Paperback,1392704,English,₹ 562.20,"We are the Liars. We are beautiful, privileged and live a life of carefree luxury.We are cracked and broken. A story of love and romance.A tale of tragedy. Which are lies? Which is truth? show more"
9781588451873,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5884/9781588451873.jpg,My Little Library of Nursery Rhymes,4,3,Board book,1390975,English,Not Known,"Each chunky board book is designed for little hands and features topics that preschoolers and early schoolers love--and need to know for learning success. Features: *Twelve books with twelve colorful pages *Thick, durable board pages *Attractive and durable carrying case with handle *Bold, colorful illustrations and photographs *Gift-giving qualityMy Little Library of Nursery Rhymes features the traditional nursery rhymes parents have been sharing with their children for decades! br>Humpty Dumpty, Old Mother Hubbard, Pussy Cat, Jack and Jill, Twinkle Twinkle, Bramble Bush, Mary Had a Little Lamb, Little Miss Muffet, Lady Bird, Lady Bird, Sing a Song of Sixpence, Little Jack Horner, and Hey Diddle Diddle. show more"
9781588451866,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5884/9781588451866.jpg,My Little Library of Early Learning,1,1,Board book,1390975,English,Not Known,"Each chunky board book is designed for little hands and features topics that preschoolers and early schoolers love--and need to know for learning success. Features: *Twelve books with twelve colorful pages *Thick, durable board pages *Attractive and durable carrying case with handle *Bold, colorful illustrations and photographs *Gift-giving qualityMy Little Library of Early Learning *Featuring the concepts young learners need to know! *Numbers, Shapes, Colors, Opposites, First Words, Baby Animals, Pets, Things that Go, Nursery Rhymes, Things We Wear, Farm Animals, and Good Habits show more"
9788184820584,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/1848/9788184820584.jpg,Subhas Chandra Bose,4.44,178,Paperback,1389501,English,"₹ 1,071.50","Jai Hind!' Subhas Chandra Bose's stirring war cry brought hope to Indians everywhere. Indian soldiers in Japanese prisoners-of-war camps as well as freedom-loving youth in the country were infected by his call to arms. Though born to wealth and comfort, this brilliant scholar was also a born leader. His ideas and efforts went a long way in gaining India her freedom from British rule. show more"
9781926838069,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9268/9781926838069.jpg,Absolute Ultimate Gutters Omnibus Volume 1,4,29,Hardback,1387178,English,Not Known,"The Absolute Ultimate Gutters Omnibus Volume 1 is the first printed collection of the wildly popular Gutters comic. Written by Ryan Sohmer (Least I Could Do, Looking For Group), Gutters is a series of standalone pages that parody the comic book industry and the heroes and characters that dwell within. Each page is penciled, inked, and colored by a different artist, varying from the industry veteran to the newcomer. show more"
9781613450109,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6134/9781613450109.jpg,Dark Shadows: The Complete Series Volume 4,4,14,Hardback,1387008,English,Not Known,"With anticipation building with the announcement of release of the new Tim Burton production of Dark Shadows, starring Johnny Depp next April, Hermes Press proudly announces the fourth volume of its complete reprint of Gold Key Comics' television tie-in of the legendary supernatural suspense series Dark Shadows in a series of five hardcover volumes. The forerunner to today's immensely popular vampire-themed television programs and theatrical films, Dark Shadows still garners serious attention as one of the most memorable TV shows of the last forty years. The comic books to be collected in Hermes Press' completely digitally restored series present archetypal tales of vampires, werewolves, and the supernatural. The stories contained in the collection are thoughtful and beautifully crafted; they are the perfect companion for fans of the show, but stand on their own as fine examples of compelling and effective comic book storytelling. show more"
9781613450253,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6134/9781613450253.jpg,Mickey Spillane's From the Files of...Mike Hammer: The complete Dailies and Sundays Volume 1,4.35,17,Hardback,1387005,English,"₹ 5,951.72","America's most well-known, hardboiled detective, Mike Hammer, returns with Hermes Press' complete archival reprint of the entire continuity, From the Files of... Mike Hammer! Reprinting all of the dailies and Sunday strips (in digitally reconstructed color) this book will be the final word on this pop culture icon. The strip, which was distributed to newspapers by the Phoenix Features Syndicate, ran for only one year (1953-1954) - but what a year it was! The strip is pure Mickey Spillane and was crafted under his watchful eye with art by Ed Robbins. The feature has everything fans of Mike Hammer would expect: Mike, Zelda, good girls, bad girls, gun-play, and lots of action! Accompanying the strips are two in-depth essays by noted mystery writer and Mickey Spillane expert Max Collins (Road to Perdition). show more"
9781526645746,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5266/9781526645746.jpg,Forging Silver into Stars,4.33,654,Paperback,1386323,English,"₹ 1,296.34","Rediscover the worlds of Emberfall and Syhl Shallow in this irresistible return to Brigid Kemmerer's New York Times bestselling Cursebreaker series. Tycho of Rillisk has been a lot of things: son and brother, stablehand, prisoner, soldier and friend to the king. Now, four years after Grey took the throne of Emberfall, Tycho has taken on a new role: courier and spy. As the only person the king can trust, Tycho carries secret messages back and forth between the kingdoms of Emberfall and Syhl Shallow. But even though the war is over, peace still seems far away. A dangerous anti-magical faction is rising, and when Tycho discovers a plot to assassinate Grey and Queen Lia Mara, ruler of Syhl Shallow, he must fight for everything he believes in. Nothing here is as it seems, and after a devastating betrayal, it becomes clear that the danger is only just beginning ... show more"
9780241412473,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241412473.jpg,The Mysteries of the Universe : Discover the best-kept secrets of space,4.62,154,Hardback,1386213,English,"₹ 3,420.75","Travel to the furthest reaches of the Universe and visit 100 remarkable objects along the way with this stunning space book for curious kids aged 7-9. Space is so much bigger than young minds can fathom and there is always more to learn. The Mysteries of the Universe is a stunning space encyclopedia for young readers to explore, with reference pages packed with fascinating information, little learners will be captivated as they journey through the vastness of the Universe. From planets and asteroids to black holes and galaxies, every page of this enthralling space book reveals the secrets behind more than 100 celestial objects, and will inspire youngsters as they journey through the vastness of the Universe. Each celestial body is shown both photographically and illustrated, and children will love poring over the detailed close-up images. Get ready to explore fun facts and exciting new scientific discoveries as this best-selling picture book will illuminate imaginations and spark curious minds to explore the vastness of space. The engaging storybook-style descriptions and simple text shed a light on facts, myths, and key discoveries about the universe, perfect for children aged 7-9 to explore the wonders of our solar system and beyond. Celebrate your child's curiosity as they: - Explore Beautiful illustrations and incredible photography that showcase the mysteries of space. - Reveal Engaging storybook-style descriptions that explain key discoveries about the universe - Uncover 100 remarkable objects in the cosmos. This space encyclopedia for children is the perfect blend of storybook style text with out of this world illustrations which makes it a fantastic space book for children who can't get enough of the solar system. Encourage early learners to go on a journey to explore a world of information, making this the ideal first reference book for kids aged 7 and older to enjoy for hours on end, whether reading with the family or reading alone, this fun fact book also doubles up as the perfect gift for curious kids who love to learn. Explore the vastness of space whilst uncovering: -Stunning Jacket Detail: gold foil, holographic foil & metallic gold edges -Stunning photography & illustrations inside -A beautiful book for the whole family to treasure -A quality gift to be passed down through the generations More in the Series Mysteries of the Universe is part of the beautiful and informative Anthology series. Complete the series and nurture your child's curiosity as they explore the natural world with The Wonders of Nature or let them walk with the dinosaurs who ruled the earth before them in Dinosaurs and other Prehistoric Life. show more"
9781409581796,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409581796.jpg,Wind-up Train,4.25,8,Board book,1383220,English,"₹ 3,415.79","A toy and a book in one, this large, chunky board book comes with a wind-up toy steam train and four slot-together tracks. Children can wind up the train and place it on the tracks to see it chugging through the city, over mountains and alongside rivers until it reaches the train museum. The tracks can be used embedded in the pages of the book or slotted together to make one giant train track. A fantastic gift for young train enthusiasts. show more"
9781474956826,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474956826.jpg,Wind-Up Busy Car,0,0,Board book,1383220,English,"₹ 2,515.33","Little children will love to wind-up the little red car and watch as it whizzes through busy towns and beautiful countryside on its way to the seaside. With four different tracks for the car to drive around, bright and lively illustrations and lots to spot and talk about on every page. show more"
9780143447559,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1434/9780143447559.jpg,The Wild Wisdom Quiz Book Volume 3,0,0,Paperback,1382333,English,"₹ 1,084.44","- Which colour cannot be seen by bees? - How many hearts does an octopus have? - What are fossilized dinosaur droppings called? - Which zoonotic disease spread globally in the year 2020? Delve deeper into the world of animals and plants with this indispensable quiz book that helps you explore our planet's natural beauty and myriad facets. Based on India's only international-level quiz on wildlife, THE WILD WISDOM QUIZ BOOK VOLUME 3 is packed with exciting new Q&As on biomimicry, evolution, conservation heroes and more, and is interspersed with delightful illustrations. Learn about nature's creative cross-connections and hidden trump cards. Relevant in today's changing world, this book tells you why it is high time we wise up, wipe the slate clean and achieve a perfect score with the New Deal for Nature and People by 2030 (more on this inside!). Budding wildlife lovers, nature explorers and avid quizzers, prepare yourself for a wild, wise ride! show more"
9781841495590,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8414/9781841495590.jpg,Wizard At Large : Magic Kingdom of Landover Series: Book 03,3.84,"16,039",Paperback,1382146,English,₹ 920.36,"Ben Holiday, the High Lord of Landover, is back in his rightful place. The evil wizard Meeks has finally been dealt with, and all seems well with the world. But, even in a Magic Kingdom, peace never lasts long. It was all Questor Thews' fault, really - whether the inept Court Wizard would like to admit it or not. His bumbling attempt to return Abernathy from the body of a dog to his original human form, resulted in the Court Scribe being transported to Earth, to be replaced by a multi-coloured bottle. Furthermore, Abernathy was wearing the High Lord's medallion at the time, without which Ben's powers are drastically reduced. Ben and Willow set out to find Abernathy, which means following him to Earth. Which means leaving Questor in charge. And that's when things start to go horribly wrong... show more"
9781841495576,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8414/9781841495576.jpg,"Witches' Brew : The Magic Kingdom of Landover, vol 5",3.91,"10,549",Paperback,1382146,English,"₹ 1,027.77","With peace reigning in the Magic Kingdom at last, Ben Holiday is finally free to lie back and enjoy the finer things in life - like watching his daughter grow, which she does by leaps and bounds. Born a seedling and nourished by soil from Landover, Earth and the fairy mists, Mistaya is a unique child, fully as dazzling as her mother, the sylph, Willow - but fiery and impatient with those who can't keep up with her lightning-fast development. But Ben's idyll is not to last. The dark and pitiless Rydall, king of lands beyond the fairy mists, arrives at the gates of Sterling Silver. His armies are ready to invade if Ben will not accept his challenge: to face and defeat seven different champions of Rydall's choice. And accept he must, for Mistaya has been snatched from her guardians by foul magic and only Rydall holds the key to her fate... show more"
9781474950947,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474950947.jpg,Lift-the-Flap Seasons and Weather,4.12,16,Board book,1380854,English,"₹ 1,699.63","This charming book will help children recognize and talk about the seasons and weather. There are spring, summer, autumn and winter scenes with lots to spot and over 80 flaps to lift, plus pages on seasonal changes and what to wear when it's sunny, rainy or snowing. A delightful book to share and to help develop language skills. show more"
9781474922203,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474922203.jpg,Lift-the-Flap abc,4,3,Board book,1380854,English,"₹ 1,552.94","A fun, interactive way to learn the alphabet, with letter, sound and formation activities and over 100 flaps to lift. Children can match sounds and letters on the farm, guess letter sounds for animals at the zoo, find toys in the toyshop, and much more. There's also a page of little and big letters, and alphabet letters to trace with their finger. show more"
9781474937146,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474937146.jpg,Lift-the-Flap My Day,4.5,2,Board book,1380854,English,"₹ 1,699.63","With over 75 flaps to lift, this charming book will help children learn about routine and everyday events such as getting dressed, eating lunch and going to bed. Each page is filled with things to spot and talk about, and there are counting and matching activities too. A delightful book to share and to help develop language skills. show more"
9781596732926,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5967/9781596732926.jpg,Critical & Creative Thinking ACT Grade 1,0,0,Paperback,1376623,English,"₹ 2,218.98","We must empower students to become creative thinkers, critical thinkers, and problem solvers--people who are continually learning and who can apply their new knowledge to complex, novel, open-ended challenges. - Educational Leadership, Summer 2008, Volume 65 Engage your grade 1 students in thinking skills practice with Critical and Creative Thinking Activities! 140+ pages of fun, imaginative activities motivate students as they practice thinking in multiple ways about a variety of curriculum and theme-based topics. 46 theme-based units make it easy to find activities that fit your core curriculum: Through the Year: Autumn, Winter, Spring, Summer, Halloween, Thanksgiving, Christmas, Hanukkah, Valentine's Day, 100th Day of School Animals: Cats and Dogs, Elephants, Lions, Giraffes, Kangaroos, Bears, Snakes, Butterflies, Ants, Fish Places: At the Store, At the Playground, At the Beach, On the Farm, In My Room Fairy Tale Fun: Goldilocks and the Three Bears, The Three Billy Goats Gruff, The Three Little Pigs, The Gingerbread Man, Hansel and Gretel Things That Move: Cars, Trucks, Buses, Boats, All Aboard!, Planes, Bikes In My World: Apples, Trees, Water, Crayons, Vegetables, Shirts, Hats, Ice Cream, Shapes, Shoes and Socks, My Family This resource contains teacher support pages, reproducible student pages, and an answer key. show more"
9781452126500,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4521/9781452126500.jpg,You Are My Baby: Ocean,3.7,106,Board book,1376338,English,"₹ 1,281.22","In a new title in this series of charming and inventive board books, readers will find a little book nestled inside a bigger one: Turn the pages to match the baby animals to their parents, and learn some early concepts along the way. show more"
9781843329374,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8433/9781843329374.jpg,Let's Get Ready for School : Let's Get Ready For School,1,1,Paperback,1375106,English,"₹ 1,199.77","-Simple and fun way to teach children aged four plus first learning concepts and prepare them for school-Pages are wipe-clean, so that exercises and activities can be tried over and over again to reinforce learning-Each book comes with a non-toxic wipe-clean pen, which can simply be wiped away with a cloth show more"
9781894363549,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8943/9781894363549.jpg,Maki : My Day,3.5,2,Paperback,1374835,English,Not Known,"Maki enjoys the day by eating breakfast, getting dressed, playing with his toys, watering the flowers, and playing in the park. show more"
9780552552097,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5525/9780552552097.jpg,Eragon : Book One,3.93,"1,601,680",Paperback,1374738,English,"₹ 1,110.57","The first book in The Inheritance Series When poor farm boy Eragon finds a polished stone in the forest, he thinks it's a lucky discovery. Perhaps, he will be able to buy his family food for the winter. But, when a baby dragon hatches out of the stone, Eragon realises he's stumbled upon a legacy nearly as old as the Empire itself. His simple life is shattered, and he's thrust into a perilous new world of destiny, magic and power. To navigate this dark terrain, and survive his cruel king's evil ways, he must take up the mantle of the legendary Dragon Riders. Will he succeed? The fate of the Empire rests in his hands. . . show more"
9780552552110,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5525/9780552552110.jpg,Eldest : Book Two,4,"399,840",Paperback,1374738,English,"₹ 1,108.63","The second book in The Inheritance Series Darkness falls . . . Despair abounds . . . Evil reigns . . . Fresh from their battle for the rebel state against King Galbatorix, Eragon has no time to rest. He and his dragon, Saphira, must travel to Ellesmera, the land of the elves for more training in magic and swordsmanship, the vital skills of a Dragon Rider. Even though he's heading off on the journey of a lifetime, chaos and betrayal plague him at every turn, and Eragon doesn't know who to trust. And while he's off on his own journey, his cousin Roran must fight a new battle back home in Carvahall - one that puts Eragon in even graver danger. Will the king's dark hand strangle all resistance? Eragon may not escape with even his life . . . show more"
9780552559966,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5525/9780552559966.jpg,Brisingr : Book Three,4.06,"337,105",Paperback,1374738,English,"₹ 1,223.68","Following the colossal battle against the Empire's warriors, Eragon and Saphira narrowly escaped with their lives. But more awaits the Rider and his dragon, as Eragon finds himself bound by promises he may not be able to keep, including his oath to cousin Roran to help rescue his beloved Katrina. When unrest claims the rebels and danger strikes, Eragon must make choices that take him across the Empire and beyond, choices that may lead to unimagined sacrifice. Conflict, action, adventure and one devastating death await readers as Eragon battles on behalf of the Varden while Galbatorix ruthlessly attempts to crush and twist him to his own purposes. Can he become a leader who can unite the rebel forces and defeat the King? show more"
