isbn,Series,name,Rating,Review,Type of Book,Age Level,Grade Level,Lexile Score,Number of Pages,Language,Size,Publisher,Publication Date,ISBN 10,ISBN 13,Author ,Author 2,Author 3,Main Image,,Image 3
9781338263282,This Little,This Little...: This Little President,4.7,"1,103",Paperback,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2019",1338263285,9781338263282,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/61UKekR4+oL._US218_.jpg,,
9781338281798,This Little,This Little: This Little Trailblazer,4.9,"1,278",Paperback,"1 - 4 years, from customers",Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2018",1338281798,9781338281798,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51KQ57jJoXL._US218_.jpg,,
9781338325447,This Little,This Little...: This Little Explorer,4.8,265,Paperback,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2018",1338325442,9781338325447,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51HP38w4cBL._US218_.jpg,,
9781338531725,This Little,This Little...: This Little Scientist,4.8,414,Paperback,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2018",1338531727,9781338531725,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51zsl1ambyL._US218_.jpg,,
9781338759501,This Little,This Little...: This Little Dreamer,4.9,557,Paperback,Not known,Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2021",1338759507,9781338759501,Joan Holub,,,https://m.media-amazon.com/images/I/51v3fjuPc9L._US218_.jpg,,
B0818CQQ87,This Little,This Little Artist: An Art History Primer,4.8,718,Paperback,"1 - 5 years, from customers",Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2019",Not known,Not known,Joan Holub,,,https://m.media-amazon.com/images/I/51yFYL0tZCL._US218_.jpg,,
B08BZWVMPQ,This Little,This Little Environmentalist: A Love-the-Earth Primer,4.8,63,Board book,3 - 5 years,Preschool - Kindergarten,Not known,26 pages,English,6 x 0.7 x 6 inches,Little Simon,"March 30, 2021",1534475583,9781534475588,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/512s5reknML._US218_.jpg,https://m.media-amazon.com/images/I/51r023qJwbL._US218_.jpg,https://m.media-amazon.com/images/I/41tpTuGcYRL._US218_.jpg
B08W5DFLR5,This Little,This Little Rainbow: A Love-Is-Love Primer,4.6,29,Board book,3 - 5 years,Preschool - Kindergarten,Not known,26 pages,English,6 x 0.6 x 6 inches,Little Simon,"October 5, 2021",1534475605,9781534475601,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51HpQTEGK4L._US218_.jpg,https://m.media-amazon.com/images/I/41BXofq599S._US218_.jpg,https://m.media-amazon.com/images/I/41iwZP-eYWS._US218_.jpg
B09JPJX982,This Little,This Little Wonder: A No-Limits Primer,5,12,Board book,3 - 5 years,Preschool - Kindergarten,Not known,26 pages,English,6 x 0.6 x 6 inches,Little Simon,"August 16, 2022",1665912065,9781665912068,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51hmXre2Z9L._US218_.jpg,https://m.media-amazon.com/images/I/51LacB6NhBL._US218_.jpg,https://m.media-amazon.com/images/I/41K1Juor7yL._US218_.jpg
B0B3Y8JJYM,This Little,This Little Engineer: A Think-and-Do Primer,3.9,4,Board book,3 - 5 years,Preschool - Kindergarten,Not known,26 pages,English,6 x 0.8 x 6 inches,Little Simon,"January 17, 2023",1665912081,9781665912082,Joan Holub,Daniel Roode,,https://m.media-amazon.com/images/I/51iuWUpLEsL._US218_.jpg,https://m.media-amazon.com/images/I/51r4uTRrBeL._US218_.jpg,https://m.media-amazon.com/images/I/41DZw+0EiEL._US218_.jpg
9781452170336,Tiny T. Rex,Tiny T. Rex and the Impossible Hug,4.8,"5,742",Hardcover,"2 - 5 years, from customers",Preschool - Kindergarten,AD460L,48 pages,English,9.3 x 0.6 x 9.35 inches,Chronicle Books,"March 5, 2019",1452170339,9781452170336,Jonathan Stutzman,Jay Fleck,,https://m.media-amazon.com/images/I/51S3Aqa2FHL._US218_.jpg,https://m.media-amazon.com/images/I/319CgCiNwpL._US218_.jpg,https://m.media-amazon.com/images/I/418ESlBrgvL._US218_.jpg
9781452170343,Tiny T. Rex,"Tiny T. Rex and the Very Dark Dark: (Read-Aloud Family Books, Dinosaurs Kids Book About Fear of Darkness)",4.8,"1,600",Hardcover,"2 - 5 years, from customers",Preschool - Kindergarten,Not known,48 pages,English,9.35 x 0.5 x 9.35 inches,Chronicle Books,"March 3, 2020",1452170347,9781452170343,Jonathan Stutzman,Jay Fleck,,https://m.media-amazon.com/images/I/515pjT6tVZL._US218_.jpg,https://m.media-amazon.com/images/I/41Ty6NmD6WL._US218_.jpg,https://m.media-amazon.com/images/I/51Jpjjzc6+L._US218_.jpg
9781452184883,Tiny T. Rex,Tiny T. Rex and the Grand Ta-Da!,5,26,Hardcover,3 - 5 years,Preschool - Kindergarten,Not known,52 pages,English,9.35 x 0.55 x 9.35 inches,Chronicle Books,"April 11, 2023",1452184887,9781452184883,Jonathan Stutzman,Jay Fleck,,https://m.media-amazon.com/images/I/51qfSSAP8cL._US218_.jpg,https://m.media-amazon.com/images/I/41+Kbe8voCL._US218_.jpg,https://m.media-amazon.com/images/I/412lb5muf-L._US218_.jpg
B0068G8I5O,Toddler Tools,"[(Sharing Time)] [Author: Elizabeth Verdick] published on (September, 2009)",4.8,693,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Free Spirit Publishing Inc.,U.S.",Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/51ZejUzcdgL._US218_.jpg,,
B0078XGRFO,Toddler Tools,Bedtime,Not known,Not known,Hardcover,Not known,Not known,Not known,Not known,English,Not known,Random House,Not known,1575427346,9781575427348,,,,https://m.media-amazon.com/images/I/51Oym5eTZEL._US218_.jpg,,
B007K8JJZ2,Toddler Tools,Bye-Bye Time (Toddler Tools®),4.7,663,Board book,"1 - 3 years, from customers",Not known,Not known,24 pages,English,7 x 0.57 x 7 inches,Free Spirit Publishing,"August 10, 2008",1575422999,9781575422992,Elizabeth Verdick,Marieka Heinlen,,https://m.media-amazon.com/images/I/61HzBDOvSXL._US218_.jpg,https://m.media-amazon.com/images/I/51Vm1SnjjZL._US218_.jpg,https://m.media-amazon.com/images/I/41oeub6zalL._US218_.jpg
B00A2DYTCU,Toddler Tools,Clean-Up Time (Toddler Tools®),4.8,380,Board book,"1 - 3 years, from customers",Not known,Not known,24 pages,English,7 x 0.57 x 7 inches,Free Spirit Publishing,"August 10, 2008",1575422980,9781575422985,Elizabeth Verdick,Marieka Heinlen,,https://m.media-amazon.com/images/I/51ruHEjcJEL._US218_.jpg,https://m.media-amazon.com/images/I/61tjMcsNVQL._US218_.jpg,https://m.media-amazon.com/images/I/41cEkSskngL._US218_.jpg
B00BR9XZ3W,Toddler Tools,"Listening Time (Toddler Tools) by Verdick, Elizabeth (unknown Edition) [Boardbook(2008)]",4.7,942,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Free Spirit Publishing,Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/61dUOwdalJL._US218_.jpg,,
B00DWWETH8,Toddler Tools,"Naptime by Verdick, Elizabeth [Free Spirit Publishing,2008] (Board book)",4.7,356,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Free Spirit,2008",Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/61fvyyPxGPL._US218_.jpg,,
B00DWYTYGM,Toddler Tools,"Mealtime by Verdick, Elizabeth [Free Spirit Publishing,2011] (Board book)",4.6,448,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Free Spirit,2011",Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/618X6QA-QKL._US218_.jpg,,
B010BCIRRE,Toddler Tools,[(Calm-down Time )] [Author: Elizabeth Verdick] [May-2010],4.8,"2,847",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Free Spirit Publishing Inc.,U.S.",Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/51kp+VTjMrL._US218_.jpg,,
B0160FEQO4,Toddler Tools,"Manners Time (Toddler Tools) by Verdick, Elizabeth (Board Book Edition) [Boardbook(2009)]",4.8,601,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Free Spirit Publishing,"August 16, 2009",Not known,Not known,,,,https://m.media-amazon.com/images/I/61ewbVMHSxL._US218_.jpg,https://m.media-amazon.com/images/I/41k+m0KK1WL._US218_.jpg,Not known._US218_.jpg
B01FGOGURG,Toddler Tools,On-the-Go Time (Toddler Tools) by Elizabeth Verdick (2011-11-01),4.7,90,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Free Spirit Publishing; Brdbk edition (2011-11-01),"January 1, 1800",Not known,Not known,,,,https://m.media-amazon.com/images/I/614VSchpL6L._US218_.jpg,,
9780606368773,Tom Gates,The Brilliant World Of Tom Gates (Turtleback School & Library Binding Edition),4.5,"7,797",Library Binding,9 - 12 years,3 - 7,650L,256 pages,English,5.7 x 0.9 x 7.4 inches,Turtleback,"August 4, 2015",606368779,9780606368773,Liz Pichon,,,https://m.media-amazon.com/images/I/61lmIPir0LL._US218_.jpg,https://m.media-amazon.com/images/I/41SHt1w5uJL._US218_.jpg,Not known._US218_.jpg
9780702302527,Tom Gates,Tom Gates 18 Ten Tremendous Tales,4.8,"1,900",Hardcover,Not known,Not known,Not known,Not known,English,6.1 x 0.98 x 7.8 inches,Not known,Not known,070230252X,9780702302527,,,,https://m.media-amazon.com/images/I/61tizQioxTL._US218_.jpg,https://m.media-amazon.com/images/I/51XQjDtfSbL._US218_.jpg,https://m.media-amazon.com/images/I/51zKUWDigqL._US218_.jpg
9780702313424,Tom Gates,Tom Gates 20: Happy to Help (eventually),4.8,426,Hardcover,Not known,Not known,Not known,Not known,English,6.34 x 0.98 x 7.83 inches,Not known,Not known,702313424,9780702313424,,,,https://m.media-amazon.com/images/I/61J8T+FGhCL._US218_.jpg,https://m.media-amazon.com/images/I/419JM4mb0oL._US218_.jpg,https://m.media-amazon.com/images/I/41Cv3QLsToL._US218_.jpg
9780763674731,Tom Gates,Tom Gates: Everything's Amazing (Sort Of),4.6,"5,490",Hardcover,8 - 12 years,3 - 7,620L,416 pages,English,6.31 x 1.25 x 7.81 inches,Candlewick,"September 8, 2015",9780763674731,9780763674731,L Pichon,,,https://m.media-amazon.com/images/I/61W4DkVB67L._US218_.jpg,,
9780763674748,Tom Gates,Tom Gates: Excellent Excuses (and Other Good Stuff),4.6,"7,292",Hardcover,8 - 12 years,3 - 7,610L,352 pages,English,6.25 x 1.13 x 7.75 inches,Candlewick,"May 12, 2015",763674745,9780763674748,L Pichon,,,https://m.media-amazon.com/images/I/610z6SQYmPL._US218_.jpg,,
9781407143194,Tom Gates,Yes! No (Maybe...) (Tom Gates),4.6,"4,690",Hardcover,Not known,Not known,Not known,Not known,English,6.3 x 1.1 x 7.76 inches,Scholastic Press,"January 1, 1600",1407143190,9781407143194,Liz Pichon,,,https://m.media-amazon.com/images/I/617cIhjY5lL._US218_.jpg,https://m.media-amazon.com/images/I/61pgae6m9jL._US218_.jpg,Not known._US218_.jpg
9781407143200,Tom Gates,Top of the Class (Nearly) (Tom Gates),4.6,"4,235",Hardcover,8 - 12 years,Not known,Not known,Not known,English,6.3 x 0.98 x 7.72 inches,Scholastic Press,"January 1, 1834",1407143204,9781407143200,,,,https://m.media-amazon.com/images/I/61Ex2OQ4nJL._US218_.jpg,https://m.media-amazon.com/images/I/61ftSOcm8aL._US218_.jpg,Not known._US218_.jpg
9781407168050,Tom Gates,Tom Gates: Epic Adventure (kind of),4.7,"3,494",Hardcover,8 - 12 years,Not known,590L,Not known,English,6.34 x 0.98 x 7.72 inches,Scholastic,"January 1, 2017",9781407168050,9781407168050,Liz Pichon,,,https://m.media-amazon.com/images/I/51I8u86QKYL._US218_.jpg,https://m.media-amazon.com/images/I/61T5xBrAQSL._US218_.jpg,https://m.media-amazon.com/images/I/51djqSPXOWL._US218_.jpg
9781407168111,Tom Gates,"Tom Gates: Family, Friends and Furry Creatures",4.7,"4,656",Hardcover,Not known,Not known,620L,Not known,English,8.11 x 0.94 x 7.72 inches,SCHOLASTIC CHILDREN S BOOKS,"January 1, 2017",1407168118,9781407168111,Liz Pichon,,,https://m.media-amazon.com/images/I/6137bldLkNL._US218_.jpg,,
9781407171340,Tom Gates,Tom Gates: DogZombies Rule (For now),4.7,"4,719",Hardcover,Not known,Not known,610L,Not known,English,6.22 x 0.98 x 7.64 inches,Scholastic,Not known,1407171348,9781407171340,,,,https://m.media-amazon.com/images/I/61-4kfPQSwL._US218_.jpg,,
9781407174808,Tom Gates,Tom Gates: Mega Make and Do (and Stories Too!),4.6,"2,069",Hardcover,7 - 12 years,Not known,Not known,256 pages,English,5.75 x 1.02 x 8.78 inches,Scholastic,"May 2, 2019",1407174800,9781407174808,Liz Pichon,,,https://m.media-amazon.com/images/I/61v+p1P+P5L._US218_.jpg,,
9781407179865,Tom Gates,Tom Gates 15: What Monster,4.7,"3,410",Hardcover,Not known,Not known,Not known,Not known,English,6.26 x 0.98 x 7.76 inches,Scholastic,"October 4, 2018",9781407179865,9781407179865,,,,https://m.media-amazon.com/images/I/61qETVXklLL._US218_.jpg,https://m.media-amazon.com/images/I/61-FaUsfzGL._US218_.jpg,https://m.media-amazon.com/images/I/41rLqV6eDHL._US218_.jpg
9781407186726,Tom Gates,Tom Gates: Spectacular School Trip (Really.),4.8,"4,093",Hardcover,9 - 12 years,Not known,Not known,240 pages,English,6.26 x 0.98 x 7.83 inches,Scholastic,"October 3, 2019",1407186728,9781407186726,Liz Pichon,,,https://m.media-amazon.com/images/I/61XiSsYHMeL._US218_.jpg,,
9781407191119,Tom Gates,"Tom Gates 19: Random Acts of Fun: the laugh-out-loud, brand new bestseller!",4.8,"1,312",Hardcover,9 - 12 years,Not known,Not known,Not known,English,6.22 x 0.98 x 7.56 inches,Scholastic,"October 14, 2021",140719111X,9781407191119,Liz Pichon,,,https://m.media-amazon.com/images/I/61+c2UqnPML._US218_.jpg,https://m.media-amazon.com/images/I/6131qjaa6UL._US218_.jpg,https://m.media-amazon.com/images/I/419HqALiKwL._US218_.jpg
9781536201291,Tom Gates,Tom Gates: Genius Ideas (Mostly),4.6,"5,148",Hardcover,8 - 12 years,3 - 7,670L,320 pages,English,6.25 x 1.13 x 7.75 inches,Candlewick,"September 18, 2018",1536201294,9781536201291,L Pichon,,,https://m.media-amazon.com/images/I/61NwTiJa0VL._US218_.jpg,,
9781536201307,Tom Gates,Tom Gates Is Absolutely Fantastic (at Some Things),4.5,"4,451",Hardcover,8 - 12 years,3 - 7,670L,272 pages,English,6.25 x 0.92 x 7.81 inches,Candlewick,"October 16, 2018",1536201308,9781536201307,L Pichon,,,https://m.media-amazon.com/images/I/61Dk79XUBXL._US218_.jpg,,
9781536207750,Tom Gates,Tom Gates: Extra Special Treats (Not),4.6,"4,738",Hardcover,8 - 12 years,3 - 7,570L,240 pages,English,6.19 x 0.82 x 7.81 inches,Candlewick,"April 22, 2019",1536207756,9781536207750,L Pichon,,,https://m.media-amazon.com/images/I/61rKC0vfPvL._US218_.jpg,,
9789352750344,Tom Gates,"Tom Gates #12 Family, Friends and Furry Creatures [Hardcover] [Jan 01, 2017] LIZ PICHON",4.7,"4,658",Hardcover,Not known,Not known,Not known,240 pages,English,7.64 x 6.06 x 0.54 inches,Scholastic,"January 1, 2017",9352750349,978-9352750344,Liz Pichon,,,https://m.media-amazon.com/images/I/61DlN4DGWvL._US218_.jpg,,
9789352753130,Tom Gates,Tom Gates #14: Biscuits Bands and Very Big Plans,4.7,"2,943",Hardcover,Not known,Not known,Not known,80 pages,English,7.99 x 10 x 1.85 inches,Scholastic,"July 25, 2018",9352753135,9789352753130,Liz Pichon,,,https://m.media-amazon.com/images/I/613aj5JNK-L._US218_.jpg,,
9789386041906,Tom Gates,"Tom Gates #10: Super Good Skills (Almost . . .) [Jan 01, 2016] NILL",4.6,"3,671",Hardcover,Not known,Not known,Not known,256 pages,English,7.99 x 10 x 1.85 inches,Scholastic India,"January 1, 2016",9386041901,9789386041906,NILL,,,https://m.media-amazon.com/images/I/61JTfQz6m5L._US218_.jpg,https://m.media-amazon.com/images/I/61jvFmodDxL._US218_.jpg,Not known._US218_.jpg
B0C3DB4H6B,Tom Gates,Tom Gates #07: A Tiny Bit Lucky,4.5,"5,062",Not known,2 years and up,Not known,Not known,300 pages,English,Not known,Efinito,"January 1, 2022",Not known,Not known,Liz Pichon,,,https://m.media-amazon.com/images/I/61I4Ro-2REL._US218_.jpg,,
9780099273936,Toni Morrison,Beloved,4.5,"16,282",Paperback,Not known,Not known,Not known,276 pages,English,7.76 x 5.08 x 0.83 inches,VINTAGE BOOKS,"January 1, 1999",99273934,978-0099273936,Toni Morrison,,,https://m.media-amazon.com/images/I/41Zx7jbKc4L._US218_.jpg,,
9780099502548,Toni Morrison,A Mercy,4.4,"1,242",Paperback,Not known,Not known,Not known,Not known,English,5.12 x 0.43 x 7.76 inches,RANDOM HOUSE UK,"July 22, 2009",9780099502548,978-0099502548,Morrison Toni,,,https://m.media-amazon.com/images/I/41RJPQyae8L._US218_.jpg,,
9780099555926,Toni Morrison,God Help The Child,4.2,"5,178",Paperback,Not known,Not known,Not known,Not known,English,5.08 x 0.47 x 7.8 inches,Penguin Random House,"January 1, 2016",99555921,978-0099555926,T. Morrison,,,https://m.media-amazon.com/images/I/51u0I-+gf8L._US218_.jpg,https://m.media-amazon.com/images/I/41sBeOwta3L._US218_.jpg,
9780099555940,Toni Morrison,HOME,4.5,"1,709",Paperback,Not known,Not known,Not known,176 pages,English,5.43 x 0.47 x 7.87 inches,RANDOM HOUSE UK,"January 30, 2013",9780099555940,978-0099555940,MORRISON TONI,,,https://m.media-amazon.com/images/I/419UfqAPoAL._US218_.jpg,,
9780099750918,Toni Morrison,Jazz,4.6,"1,281",Paperback,Not known,Not known,Not known,240 pages,English,5.08 x 0.63 x 7.8 inches,Random House,"January 1, 2001",9780099750918,978-0099750918,Toni Morrison,,,https://m.media-amazon.com/images/I/41L0SiffmiL._US218_.jpg,https://m.media-amazon.com/images/I/41BmmLMDkUL._US218_.jpg,
9780099759911,Toni Morrison,BLUEST EYE,4.5,"14,600",Paperback,Not known,Not known,Not known,224 pages,English,7.76 x 5.08 x 0.54 inches,RANDOM HOUSE UK,"September 1, 2000",99759918,978-0099759911,MORRISON TONI,,,https://m.media-amazon.com/images/I/51AUzWp+ftL._US218_.jpg,,
9780099760016,Toni Morrison,SULA,4.6,"4,888",Paperback,Not known,Not known,Not known,192 pages,English,5.12 x 0.59 x 7.8 inches,RANDOM HOUSE UK,"September 1, 2000",99760010,978-0099760016,MORRISON TONI,,,https://m.media-amazon.com/images/I/41YOsFhQlSL._US218_.jpg,,
9780099768418,Toni Morrison,Toni Morrison Song of Solomon /anglais,4.6,"4,860",Paperback,Not known,Not known,Not known,338 pages,English,5.08 x 1.1 x 7.8 inches,RANDOM HOUSE UK,"April 1, 2001",99768410,978-0099768418,MORRISON TONY,,,https://m.media-amazon.com/images/I/5158L+iYCjL._US218_.jpg,,
9780525562795,Toni Morrison,"The Source of Self-Regard: Selected Essays, Speeches, and Meditations (Vintage International",4.8,"1,585",Paperback,Not known,Not known,Not known,368 pages,English,5.15 x 0.73 x 7.94 inches,Vintage,"January 14, 2020",525562796,978-0525562795,Toni Morrison,,,https://m.media-amazon.com/images/I/41Vh05ovK2L._US218_.jpg,,
9780552148559,Toni Morrison,Johnny Angel,4.4,"1,968",Paperback,Not known,Not known,Not known,Not known,English,4.17 x 0.55 x 7.01 inches,Transworld Pub,"January 1, 2004",9780552148559,978-0552148559,Danielle Steel,,,https://m.media-amazon.com/images/I/41MEBVHLx-L._US218_.jpg,,
9781474968713,Touchy-feely sound books,Don't Tickle the Hippo! (Touchy-Feely Sound Books),4.8,727,Board book,Not known,Not known,Not known,10 pages,English,6.85 x 0.83 x 8.31 inches,Usborne Publishing Ltd,"October 31, 2019",1474968716,9781474968713,Sam Taplin,,,https://m.media-amazon.com/images/I/51c+U81OgXL._US218_.jpg,,
9781474968720,Touchy-feely sound books,Don't Tickle the Lion! (Touchy-Feely Sound Books),4.7,713,Board book,Not known,Not known,Not known,10 pages,English,7.8 x 0.83 x 8.15 inches,Usborne Publishing Ltd,"October 31, 2019",1474968724,9781474968720,Sam Taplin,,,https://m.media-amazon.com/images/I/512x6uNSI-L._US218_.jpg,,
9781474976756,Touchy-feely sound books,Don't Tickle The Bear! (Touchy-Feely Sound Books),4.8,185,Board book,Not known,Not known,Not known,Not known,English,8.11 x 0.79 x 8.11 inches,Usborne Publishing Ltd,"July 8, 2021",1474976751,9781474976756,Sam Taplin,,,https://m.media-amazon.com/images/I/51hU1KI4nQL._US218_.jpg,https://m.media-amazon.com/images/I/41KK9gUuJ0S._US218_.jpg,https://m.media-amazon.com/images/I/41yCjsMXcJS._US218_.jpg
9781474976763,Touchy-feely sound books,Dont Tickle the Dinosaur,4.7,334,Board book,Not known,Not known,Not known,Not known,English,7.05 x 0.75 x 8.31 inches,Usborne Publishing Ltd,Not known,147497676X,9781474976763,Sam Taplin,,,https://m.media-amazon.com/images/I/51u5YhuboQL._US218_.jpg,https://m.media-amazon.com/images/I/41nxrmvnoVL._US218_.jpg,https://m.media-amazon.com/images/I/41dT1YNuylL._US218_.jpg
9781474981026,Touchy-feely sound books,Don't tickle the Tiger !,4.8,202,Hardcover,3 - 5 years,Not known,Not known,Not known,English,8.11 x 0.79 x 8.15 inches,USBORNE CAT ANG,"July 8, 2021",147498102X,9781474981026,Sam Taplin,"Ana Larranaga,","Anna Gould(Cover Art),",https://m.media-amazon.com/images/I/51xQmAEogzL._US218_.jpg,,
9781474981323,Touchy-feely sound books,Don't tickle the Pig !,4.8,204,Hardcover,3 - 5 years,Not known,Not known,Not known,English,8.19 x 0.91 x 8.23 inches,USBORNE CAT ANG,"May 27, 2021",1474981321,9781474981323,Sam Taplin,"Ana Martin-Larranaga,","Anna Gould(Cover Art),",https://m.media-amazon.com/images/I/51g-XwNPmrL._US218_.jpg,https://m.media-amazon.com/images/I/41Q+DYEhI8L._US218_.jpg,https://m.media-amazon.com/images/I/41bejqBix2L._US218_.jpg
9781474981330,Touchy-feely sound books,Don't Tickle the Crocodile! (Touchy-Feely Sound Books),4.8,88,Board book,Not known,Not known,Not known,Not known,English,8.15 x 0.83 x 8.15 inches,Usborne Publishing Ltd,"April 29, 2021",147498133X,9781474981330,Taplin Sam,,,https://m.media-amazon.com/images/I/51VyZz7tP2L._US218_.jpg,,
9781474990684,Touchy-feely sound books,Don't Tickle the Monkey! (Touchy-feely sound books),4.7,90,Hardcover,Not known,Not known,Not known,Not known,English,8.19 x 0.75 x 7.8 inches,USBORNE,Not known,1474990681,9781474990684,,,,https://m.media-amazon.com/images/I/51Cs+YOd55L._US218_.jpg,,
9781474993876,Touchy-feely sound books,Don't Tickle the Unicorn! (Touchy-Feely Sound Books),4.7,237,Board book,Not known,Not known,Not known,Not known,English,8.15 x 0.91 x 8.11 inches,Usborne Publishing Ltd,"May 27, 2021",1474993877,9781474993876,Taplin Sam,,,https://m.media-amazon.com/images/I/51QbPwNW36L._US218_.jpg,https://m.media-amazon.com/images/I/41tSE8sv-jS._US218_.jpg,https://m.media-amazon.com/images/I/41RAlFUymqS._US218_.jpg
9781474994682,Touchy-feely sound books,Don't Tickle the Polar Bear! (Touchy-feely sound books): 1,4.6,113,Board book,Baby - 2 years,Not known,Not known,Not known,English,11.46 x 0.91 x 10.35 inches,Usborne Publishing Ltd,"October 14, 2021",1474994687,9781474994682,Sam Taplin,,,https://m.media-amazon.com/images/I/51oXukLoewL._US218_.jpg,,
9781801313216,Touchy-feely sound books,Don't tickle the T-Rex !,4.6,33,Paperback,3 - 5 years,Not known,Not known,10 pages,English,8.19 x 0.83 x 8.23 inches,USBORNE CAT ANG,"April 21, 2022",1801313210,9781801313216,Sam Taplin,"Ana Larranaga,","Anna Gould(Cover Art),",https://m.media-amazon.com/images/I/514k9y3DKzL._US218_.jpg,https://m.media-amazon.com/images/I/41-yS769iWL._US218_.jpg,https://m.media-amazon.com/images/I/41xO7nl0h-L._US218_.jpg
9781801314206,Touchy-feely sound books,Don't Tickle the Elephant!,4.7,26,Board book,Not known,Not known,Not known,Not known,English,8.19 x 0.75 x 7.6 inches,Not known,Not known,1801314209,9781801314206,,,,https://m.media-amazon.com/images/I/51KSUaPGtFL._US218_.jpg,,
9781801314213,Touchy-feely sound books,Don't Tickle the Reindeer!,4.8,8,Board book,Not known,Not known,Not known,Not known,English,8.19 x 0.75 x 7.6 inches,Not known,Not known,1801314217,9781801314213,,,,https://m.media-amazon.com/images/I/51Bz-XCi75L._US218_.jpg,https://m.media-amazon.com/images/I/41-FWtfUgRL._US218_.jpg,https://m.media-amazon.com/images/I/41qMAHF3NxL._US218_.jpg
9781449494865,Trapped in a Video Game,Trapped in a Video Game (Volume 1),4.7,"13,341",Paperback,"8 - 10 years, from customers",3 - 8,640L,144 pages,English,6 x 0.4 x 9 inches,Andrews McMeel Publishing,"April 10, 2018",1449494862,9781449494865,Dustin Brady,Jesse Brady,,https://m.media-amazon.com/images/I/51JenDEVWVL._US218_.jpg,https://m.media-amazon.com/images/I/51YuKvsrG5L._US218_.jpg,https://m.media-amazon.com/images/I/41S7Xy0ux3L._US218_.jpg
9781449494896,Trapped in a Video Game,Trapped in a Video Game: The Invisible Invasion (Volume 2),4.8,"3,805",Paperback,"8 - 10 years, from customers",3 - 7,600L,160 pages,English,5.9 x 0.5 x 9 inches,Andrews McMeel Publishing,"April 24, 2018",1449494897,9781449494896,Dustin Brady,Jesse Brady,,https://m.media-amazon.com/images/I/51W-xwYFl0L._US218_.jpg,https://m.media-amazon.com/images/I/41tAzgbHqcL._US218_.jpg,https://m.media-amazon.com/images/I/51UVQPPDqwL._US218_.jpg
9781449495152,Trapped in a Video Game,Trapped in a Video Game: Robots Revolt (Volume 3),4.8,"2,606",Paperback,"8 - 10 years, from customers",3 - 7,640L,176 pages,English,6 x 0.5 x 9 inches,Andrews McMeel Publishing,"September 4, 2018",144949515X,9781449495152,Dustin Brady,Jesse Brady,,https://m.media-amazon.com/images/I/519EuCWVscL._US218_.jpg,https://m.media-amazon.com/images/I/412N0fZ1gcL._US218_.jpg,https://m.media-amazon.com/images/I/41Qm0dJii+L._US218_.jpg
9781449495183,Trapped in a Video Game,Trapped in a Video Game: Return to Doom Island (Volume 4),4.8,"1,758",Paperback,"8 - 11 years, from customers",3 - 7,600L,168 pages,English,6 x 0.5 x 9 inches,Andrews McMeel Publishing,"September 25, 2018",1449495184,9781449495183,Dustin Brady,Jesse Brady,,https://m.media-amazon.com/images/I/51-szMDYROL._US218_.jpg,https://m.media-amazon.com/images/I/41QqlVKc+ZL._US218_.jpg,https://m.media-amazon.com/images/I/51NDw8Nr6hL._US218_.jpg
9781449495732,Trapped in a Video Game,Trapped in a Video Game: The Final Boss (Volume 5),4.8,"1,574",Paperback,"8 - 10 years, from customers",3 - 7,580L,208 pages,English,6 x 0.5 x 9 inches,Andrews McMeel Publishing,"February 26, 2019",1449495737,9781449495732,Dustin Brady,Jesse Brady,,https://m.media-amazon.com/images/I/51AiGQjYsyL._US218_.jpg,https://m.media-amazon.com/images/I/51i+GK31wkL._US218_.jpg,https://m.media-amazon.com/images/I/41GElZS0VHL._US218_.jpg
