isbn,Series,name,Rating,Review,Type of Book,Age Level,Grade Level,Lexile Score,Number of Pages,Language,Size,Publisher,Publication Date,ISBN 10,ISBN 13,Author ,Author 2,Author 3,Main Image,,Image 3
9781423106876,Elephant & Piggie,I Am Invited to a Party!-An Elephant and Piggie Book,4.9,"1,415",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,210L,64 pages,English,6.8 x 0.4 x 9.3 inches,Hyperion Books for Children,"September 1, 2007",1423106873,9781423106876,Mo Willems,,,https://m.media-amazon.com/images/I/41BOvcMO9xL._US218_.jpg,,
9781423109617,Elephant & Piggie,I Love My New Toy!-An Elephant and Piggie Book,4.9,966,Hardcover,"2 - 6 years, from customers",Preschool - Kindergarten,180L,64 pages,English,6.75 x 0.47 x 9.27 inches,Hyperion Books for Children,"June 3, 2008",9781423109617,9781423109617,Mo Willems,,,https://m.media-amazon.com/images/I/419ZobZSzKL._US218_.jpg,,
9781423109624,Elephant & Piggie,I Will Surprise My Friend!-An Elephant and Piggie Book,4.9,"1,311",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,Not known,64 pages,English,6.77 x 0.5 x 9.32 inches,Hyperion Books for Children,"June 3, 2008",9781423109624,9781423109624,Mo Willems,,,https://m.media-amazon.com/images/I/41HWEw-RHNL._US218_.jpg,,
9781423113478,Elephant & Piggie,Are You Ready to Play Outside?-An Elephant and Piggie Book,4.9,"1,516",Hardcover,"2 - 6 years, from customers",Preschool - Kindergarten,140L,64 pages,English,6.75 x 0.48 x 9.28 inches,Hyperion Books for Children,"October 28, 2008",1423113470,9781423113478,Mo Willems,,,https://m.media-amazon.com/images/I/41BPpkfWqPL._US218_.jpg,,
9781423113485,Elephant & Piggie,Watch Me Throw the Ball!-An Elephant and Piggie Book,4.9,586,Hardcover,"2 - 6 years, from customers",Preschool - Kindergarten,280L,64 pages,English,6.76 x 0.4 x 9.3 inches,Hyperion Books for Children,"March 17, 2009",9781423113485,9781423113485,Mo Willems,,,https://m.media-amazon.com/images/I/41GMARVwXKL._US218_.jpg,,
9781423114109,Elephant & Piggie,Elephants Cannot Dance!-An Elephant and Piggie Book,4.9,"2,241",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,150L,64 pages,English,6.8 x 0.4 x 9.3 inches,Hyperion Books for Children,"June 9, 2009",1423114108,9781423114109,Mo Willems,,,https://m.media-amazon.com/images/I/51fBP47YdCL._US218_.jpg,,
9781423114116,Elephant & Piggie,Pigs Make Me Sneeze!-An Elephant and Piggie Book,4.9,"1,781",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,AD40L,64 pages,English,6.75 x 0.39 x 9.31 inches,Hyperion Books for Children,"October 6, 2009",1423114116,9781423114116,Mo Willems,,,https://m.media-amazon.com/images/I/51mC8elXnyL._US218_.jpg,,
9781423119906,Elephant & Piggie,I Am Going!-An Elephant and Piggie Book,4.9,628,Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,160L,64 pages,English,6.78 x 0.4 x 9.28 inches,Hyperion Books for Children,"January 26, 2010",1423119908,9781423119906,Mo Willems,,,https://m.media-amazon.com/images/I/41E4KGvbGdL._US218_.jpg,,
9781423119913,Elephant & Piggie,Can I Play Too?-An Elephant and Piggie Book,4.9,"2,393",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,180L,64 pages,English,6.8 x 0.4 x 9.33 inches,Hyperion Books for Children,"June 8, 2010",9781423119913,9781423119913,Mo Willems,,,https://m.media-amazon.com/images/I/41D3UwxHpyL._US218_.jpg,,
9781423133087,Elephant & Piggie,We Are in a Book!-An Elephant and Piggie Book,4.9,"3,581",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,200L,64 pages,English,6.81 x 0.38 x 9.3 inches,Hyperion Books for Children,"September 14, 2010",1423133080,9781423133087,Mo Willems,,,https://m.media-amazon.com/images/I/3176elr9b6L._US218_.jpg,https://m.media-amazon.com/images/I/51NLqeHgn8L._US218_.jpg,https://m.media-amazon.com/images/I/31e2ozjLM7L._US218_.jpg
9781423133094,Elephant & Piggie,I Broke My Trunk!-An Elephant and Piggie Book,4.9,"1,800",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,Not known,64 pages,English,6.78 x 0.39 x 9.34 inches,Hyperion Books for Children,"February 8, 2011",1423133099,9781423133094,Mo Willems,,,https://m.media-amazon.com/images/I/41Vn+zJ+03L._US218_.jpg,,
9781423143420,Elephant & Piggie,Happy Pig Day!-An Elephant and Piggie Book,4.9,"1,161",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,170L,64 pages,English,6.8 x 0.41 x 9.31 inches,Hyperion Books for Children,"October 4, 2011",1423143426,9781423143420,Mo Willems,,,https://m.media-amazon.com/images/I/51Mt5Sz-muL._US218_.jpg,,
9781423143437,Elephant & Piggie,Should I Share My Ice Cream?-An Elephant and Piggie Book,4.9,"3,459",Hardcover,"2 - 6 years, from customers",Preschool - Kindergarten,260L,64 pages,English,6.73 x 0.47 x 9.3 inches,Hyperion Books for Children,"June 14, 2011",1423143434,9781423143437,Mo Willems,,,https://m.media-amazon.com/images/I/41YV63RNtTL._US218_.jpg,,
9781423154044,Elephant & Piggie,Listen to My Trumpet!-An Elephant and Piggie Book,4.9,769,Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,280L,64 pages,English,6.82 x 0.45 x 9.28 inches,Hyperion Books for Children,"February 7, 2012",1423154045,9781423154044,Mo Willems,,,https://m.media-amazon.com/images/I/41pJym5xufL._US218_.jpg,,
9781423164821,Elephant & Piggie,Let's Go for a Drive!-An Elephant and Piggie Book,4.9,"4,515",Hardcover,"3 - 6 years, from customers",Preschool - Kindergarten,310L,64 pages,English,6.82 x 0.42 x 9.33 inches,Hyperion Books for Children,"October 2, 2012",1423164822,9781423164821,Mo Willems,,,https://m.media-amazon.com/images/I/515pQRFltqL._US218_.jpg,,
9781423174912,Elephant & Piggie,A Big Guy Took My Ball!-An Elephant and Piggie Book,4.9,"1,218",Hardcover,"3 - 6 years, from customers",1 - 3,AD270L,64 pages,English,6.77 x 0.51 x 9.28 inches,Hyperion Books for Children,"May 21, 2013",1423174917,9781423174912,Mo Willems,,,https://m.media-amazon.com/images/I/41dQx+3dbfL._US218_.jpg,https://m.media-amazon.com/images/I/51nqkKWcMgL._US218_.jpg,https://m.media-amazon.com/images/I/318jQEniT4L._US218_.jpg
9781423183051,Elephant & Piggie,I'm a Frog!-An Elephant and Piggie Book,4.9,"1,084",Hardcover,"3 - 6 years, from customers",1 - 3,180L,64 pages,English,6.75 x 0.41 x 9.29 inches,Hyperion Books for Children,"October 15, 2013",1423183053,9781423183051,Mo Willems,,,https://m.media-amazon.com/images/I/41PPl5hU43L._US218_.jpg,https://m.media-amazon.com/images/I/31rCvYUbfbL._US218_.jpg,Not known._US218_.jpg
9780241446959,Emily Winfield Martin,Wonderful Things You Will Be,4.9,"27,926",Hardcover,"Baby - 3 years, from customers",Not known,Not known,Not known,English,10.24 x 9.84 x 0.15 inches,Puffin,Not known,241446953,978-0241446959,,,,https://m.media-amazon.com/images/I/41DBVjRgz2L._US218_.jpg,https://m.media-amazon.com/images/I/31pSdb7cReL._US218_.jpg,https://m.media-amazon.com/images/I/41itgNdMnfL._US218_.jpg
9780385376709,Emily Winfield Martin,Day Dreamers: A Journey of Imagination,4.8,956,Hardcover,"Baby - 3 years, from customers",Preschool - 2,AD600L,32 pages,English,10 x 0.34 x 10.31 inches,Random House Books for Young Readers,"August 26, 2014",385376707,978-0385376709,Emily Winfield Martin,,,https://m.media-amazon.com/images/I/51UU0th77SL._US218_.jpg,,
9780449810804,Emily Winfield Martin,Dream Animals: A Bedtime Journey,4.8,"1,566",Hardcover,"1 - 3 years, from customers",Not known,AD790L,32 pages,English,9.94 x 0.39 x 10.25 inches,Random House Books for Young Readers,"October 22, 2013",449810801,978-0449810804,Emily Winfield Martin,,,https://m.media-amazon.com/images/I/51gDMcs5q1L._US218_.jpg,https://m.media-amazon.com/images/I/31zWwJ96sCL._US218_.jpg,
9780062335524,Endling,Endling #1: The Last,4.7,"1,465",Hardcover,"9 - 12 years, from customers",3 - 7,690L,400 pages,English,5.5 x 1.25 x 8.25 inches,HarperCollins,"May 1, 2018",62335529,9780062335524,Katherine Applegate,,,https://m.media-amazon.com/images/I/51SDkE1G5rL._US218_.jpg,https://m.media-amazon.com/images/I/41Po-N7v4dS._US218_.jpg,https://m.media-amazon.com/images/I/41CmbOIC94S._US218_.jpg
9780062335562,Endling,Endling #2: The First,4.8,"1,235",Hardcover,"9 - 12 years, from customers",3 - 7,720L,400 pages,English,5.5 x 1.25 x 8.25 inches,HarperCollins,"May 7, 2019",62335561,9780062335562,Katherine Applegate,Max Kostenko,,https://m.media-amazon.com/images/I/4111FslCmIL._US218_.jpg,,
9780062335593,Endling,Endling #3: The Only,4.8,715,Hardcover,8 - 12 years,3 - 7,Not known,304 pages,English,5.5 x 1.01 x 8.25 inches,HarperCollins,"March 2, 2021",62335596,9780062335593,Katherine Applegate,,,https://m.media-amazon.com/images/I/419rRZdlZ9L._US218_.jpg,,
9780061964282,Eric Carle,10 Little Rubber Ducks Board Book: An Easter And Springtime Book For Kids (World of Eric Carle,4.7,"1,449",Board book,"1 - 3 years, from customers",Preschool - Kindergarten,Not known,34 pages,English,4.9 x 0.6 x 6.9 inches,HarperFestival,"January 26, 2010",006196428X,978-0061964282,Eric Carle ,,,https://m.media-amazon.com/images/I/511XpjJni2S._US218_.jpg,https://m.media-amazon.com/images/I/51gloT2BjqS._US218_.jpg,https://m.media-amazon.com/images/I/41NLaGE8X+S._US218_.jpg
9780141357430,Eric Carle,"The Very Lonely Firefly [Board book] [Oct 22, 2014] Eric Carle",4.8,"1,746",Board book,"1 - 3 years, from customers",Not known,Not known,Not known,English,5 x 0.91 x 7.09 inches,PUFFIN BOOKS,"January 1, 2001",9780141357430,978-0141357430,ERIC CARLE,,,https://m.media-amazon.com/images/I/41E0+I4DIJL._US218_.jpg,https://m.media-amazon.com/images/I/4149TBBOVvL._US218_.jpg,https://m.media-amazon.com/images/I/41IPfVUk1kL._US218_.jpg
9780141374352,Eric Carle,Where The Very Hungry Caterpillar,4.8,"1,709",Board book,"2 - 5 years, from customers",Not known,Not known,Not known,English,8.58 x 0.51 x 8.54 inches,Penguin Random House UK,Not known,9780141374352,978-0141374352,,,,https://m.media-amazon.com/images/I/51z7U7ip43S._US218_.jpg,https://m.media-amazon.com/images/I/51zvFXCQiNS._US218_.jpg,
9780141383507,Eric Carle,"Bad-Tempered Ladybird, The",4.7,756,Board book,Not known,Not known,Not known,32 pages,English,6.93 x 0.98 x 7.01 inches,PENGUIN,"December 5, 2015",014138350X,978-0141383507,Carle Eric,,,https://m.media-amazon.com/images/I/51NRr4p+gCL._US218_.jpg,https://m.media-amazon.com/images/I/51FUBdxClwL._US218_.jpg,
9780241135907,Eric Carle,The Very Busy Spider,4.8,"6,063",Board book,"1 - 4 years, from customers",Not known,Not known,22 pages,English,7.17 x 5.12 x 0.07 inches,Gardners Books,"September 1, 1996",9780241135907,978-0241135907,Eric Carle,,,https://m.media-amazon.com/images/I/51pdhtiEUtS._US218_.jpg,https://m.media-amazon.com/images/I/51v8XKAXMsS._US218_.jpg,https://m.media-amazon.com/images/I/31Xatq+aV4S._US218_.jpg
9780241959565,Eric Carle,The Very Hungry Caterpillar: Touch and Feel Playbook /anglais,4.6,"2,130",Board book,Not known,Not known,Not known,Not known,English,9.69 x 9.57 x 0.05 inches,PENGUIN UK,"February 19, 2013",9780241959565,978-0241959565,CARLE ERIC,,,https://m.media-amazon.com/images/I/512tQaRZzQL._US218_.jpg,https://m.media-amazon.com/images/I/51GLipOknCL._US218_.jpg,https://m.media-amazon.com/images/I/412oefdB+wL._US218_.jpg
9780399173141,Eric Carle,Dream Snow,4.7,"1,691",Board book,"2 - 4 years, from customers",Not known,AD510L,22 pages,English,7.06 x 0.75 x 7 inches,World of Eric Carle,"October 13, 2015",399173145,978-0399173141,Eric Carle ,,,https://m.media-amazon.com/images/I/61h2CnRYVvL._US218_.jpg,,
9780399226847,Eric Carle,The Very Quiet Cricket Board Book,4.6,"2,150",Board book,"1 - 4 years, from customers",Not known,AD490L,24 pages,English,7.06 x 0.92 x 5 inches,World of Eric Carle,"May 19, 1997",399226842,978-0399226847,Eric Carle,,,https://m.media-amazon.com/images/I/51IpbUJamEL._US218_.jpg,https://m.media-amazon.com/images/I/41tCDkPpUQL._US218_.jpg,https://m.media-amazon.com/images/I/31iB5vG2X-L._US218_.jpg
9780399230134,Eric Carle,"1, 2, 3 to the Zoo: A Counting Book",4.7,965,Board book,"1 - 4 years, from customers",Not known,NP,20 pages,English,7.13 x 0.46 x 5.13 inches,World of Eric Carle,"July 16, 1996",399230130,978-0399230134,Eric Carle,,,https://m.media-amazon.com/images/I/51eDMPEcXoL._US218_.jpg,https://m.media-amazon.com/images/I/4193Gg0TsKL._US218_.jpg,https://m.media-amazon.com/images/I/41e4yXfHSML._US218_.jpg
9780399231919,Eric Carle,Little Cloud board book,4.8,798,Board book,"1 - 4 years, from customers",Not known,470L,32 pages,English,5.06 x 0.74 x 7.06 inches,World of Eric Carle,"May 4, 1998",399231919,978-0399231919,Eric Carle,,,https://m.media-amazon.com/images/I/51RdpWOIw0L._US218_.jpg,https://m.media-amazon.com/images/I/31e9I6CXihL._US218_.jpg,
9780399236051,Eric Carle,Today Is Monday board book,4.7,982,Board book,"2 - 5 years, from customers",Not known,NP,24 pages,English,5 x 0.53 x 7 inches,World of Eric Carle,"April 23, 2001",399236058,978-0399236051,Eric Carle ,,,https://m.media-amazon.com/images/I/51qT7OlAMPL._US218_.jpg,,
9780399254901,Eric Carle,Mister Seahorse: board book (World of Eric Carle,4.8,"1,879",Board book,"2 - 4 years, from customers",Not known,AD470L,64 pages,English,5 x 0.83 x 7 inches,World of Eric Carle,"March 3, 2011",399254900,978-0399254901,Eric Carle ,,,https://m.media-amazon.com/images/I/51scCaLS3pL._US218_.jpg,,
9780399539992,Eric Carle,The Very Hungry Caterpillar's ABC (The World of Eric Carle,4.8,"1,719",Board book,"1 - 3 years, from customers",Not known,NP,30 pages,English,6.96 x 0.74 x 7 inches,World of Eric Carle,"May 10, 2016",399539999,978-0399539992,Eric Carle,,,https://m.media-amazon.com/images/I/51lsugWtCvL._US218_.jpg,,
9780593384749,Eric Carle,The Very Hungry Caterpillar's First Summer (The World of Eric Carle,4.9,"58,955",Board book,"1 - 3 years, from customers",Not known,Not known,16 pages,English,6.19 x 0.56 x 8.25 inches,World of Eric Carle,"May 3, 2022",593384741,978-0593384749,Eric Carle ,,,https://m.media-amazon.com/images/I/41k8bIGRaIL._US218_.jpg,https://m.media-amazon.com/images/I/51FG4ldc99L._US218_.jpg,https://m.media-amazon.com/images/I/51olriQpjPL._US218_.jpg
9780689803789,Eric Carle,Have You Seen My Cat? (The World of Eric Carle,4.6,883,Board book,"1 - 4 years, from customers",Preschool - 2,BR0L,26 pages,English,10.5 x 0.6 x 7.88 inches,Little Simon,"April 1, 1996",689803788,978-0689803789,Eric Carle ,,,https://m.media-amazon.com/images/I/51k5BbdFiML._US218_.jpg,https://m.media-amazon.com/images/I/516vuuqVpFL._US218_.jpg,
9780689829598,Eric Carle,"Papa, Please Get the Moon for Me (The World of Eric Carle",4.6,"2,313",Board book,"2 - 3 years, from customers",Preschool - 3,AD450L,32 pages,English,5 x 1.2 x 7 inches,Little Simon,"October 1, 1999",689829590,978-0689829598,Eric Carle ,,,https://m.media-amazon.com/images/I/51vS8H41WeL._US218_.jpg,https://m.media-amazon.com/images/I/51oVp50ZzNL._US218_.jpg,https://m.media-amazon.com/images/I/51SsGK7v+oL._US218_.jpg
9780689871498,Eric Carle,The Tiny Seed (The World of Eric Carle,4.7,"2,698",Board book,"2 - 6 years, from customers",Preschool - Kindergarten,Not known,34 pages,English,5 x 0.9 x 7 inches,Little Simon,"February 1, 2005",068987149X,978-0689871498,Eric Carle ,,,https://m.media-amazon.com/images/I/510f6BJ-3eL._US218_.jpg,https://m.media-amazon.com/images/I/41FtOfydHCL._US218_.jpg,https://m.media-amazon.com/images/I/417HYeObbvL._US218_.jpg
9780694007097,Eric Carle,Do You Want to Be My Friend? Board Book,4.5,"1,049",Board book,"1 - 5 years, from customers",Not known,NP340L,15 pages,English,6.9 x 0.5 x 4.9 inches,HarperFestival,"September 1, 1995",694007099,978-0694007097,Eric Carle ,,,https://m.media-amazon.com/images/I/51E7W9ZDrVL._US218_.jpg,https://m.media-amazon.com/images/I/41wZgWwynOL._US218_.jpg,https://m.media-amazon.com/images/I/41QX5J5M9VL._US218_.jpg
9780694011476,Eric Carle,The Mixed-Up Chameleon Board Book,4.8,"2,368",Board book,"2 - 4 years, from customers",Not known,AD450L,32 pages,English,5 x 0.75 x 7.25 inches,HarperFestival,"February 5, 1998",694011479,978-0694011476,Eric Carle ,,,https://m.media-amazon.com/images/I/51qQ5rAyQQL._US218_.jpg,https://m.media-amazon.com/images/I/31oYnq-fS4L._US218_.jpg,
9780694013012,Eric Carle,From Head to Toe Board Book,4.8,"6,292",Board book,"1 - 3 years, from customers",Not known,Not known,28 pages,English,4.75 x 0.5 x 7 inches,HarperFestival,"March 27, 1999",694013013,978-0694013012,Eric Carle ,,,https://m.media-amazon.com/images/I/51atxloT9XL._US218_.jpg,https://m.media-amazon.com/images/I/51EQNun-SEL._US218_.jpg,https://m.media-amazon.com/images/I/41BU6u2ugvL._US218_.jpg
9780694013203,Eric Carle,The Grouchy Ladybug,4.8,"3,992",Board book,"2 - 4 years, from customers",Not known,560L,44 pages,English,7 x 0.88 x 7 inches,HarperFestival,"September 8, 1999",069401320X,978-0694013203,Eric Carle ,,,https://m.media-amazon.com/images/I/519Fd6M363L._US218_.jpg,https://m.media-amazon.com/images/I/3167r8Sqe-L._US218_.jpg,
9781250152329,Eric Carle,"Brown Bear, Brown Bear, What Do You See? / Oso pardo, oso pardo, ¿qué ves ahí? (Bilingual board book - English / Spanish",4.9,"1,362",Board book,"Baby - 3 years, from customers",Preschool - Kindergarten,AD200L,28 pages,English,5 x 0.55 x 7 inches,Henry Holt and Co. (BYR,"May 2, 2017",1250152321,978-1250152329,"Bill Martin Jr.,",Eric Carle,,https://m.media-amazon.com/images/I/51IHqr4Zg5L._US218_.jpg,https://m.media-amazon.com/images/I/31UKTFU0VML._US218_.jpg,
9781534474932,Eric Carle,You're My Little Baby: A Touch-and-Feel Book (The World of Eric Carle,4.9,"1,614",Board book,"Baby - 1 year, from customers",Preschool and up,Not known,14 pages,English,7 x 0.6 x 7 inches,Little Simon,"August 25, 2020",1534474935,978-1534474932,Eric Carle ,,,https://m.media-amazon.com/images/I/51seUWiqt3L._US218_.jpg,https://m.media-amazon.com/images/I/41NHWP35OHL._US218_.jpg,https://m.media-amazon.com/images/I/41aroZHm6aL._US218_.jpg
9781955151306,Everyone Feels,Everyone Feels Angry Sometimes - An Anger Management Book for Kids that Teaches Essential Steps to Manage Anger & Frustration - A Psychologist Recommended Book for Children Ages 3-10,4.6,"1,955",Paperback,"4 - 7 years, from customers",Not known,Not known,56 pages,English,8 x 0.13 x 8 inches,Not known,"July 1, 2021",195515130X,978-1955151306,"Dr. Daniela Owen,",Gülce Baycik,,https://m.media-amazon.com/images/I/51ELvUY4fzS._US218_.jpg,https://m.media-amazon.com/images/I/51bi-x7baAL._US218_.jpg,https://m.media-amazon.com/images/I/51Hu2upODpL._US218_.jpg
9781955151320,Everyone Feels,Everyone Feels Anxious Sometimes - A Kid’s Guide to Overcoming Anxiety and Finding Inner Peace and Confidence - Anxiety Book for Children Ages 3-10 to Help Alleviate Worry,4.7,948,Paperback,"3 - 9 years, from customers",Not known,Not known,52 pages,English,8 x 0.13 x 8 inches,Not known,"July 1, 2021",1955151326,978-1955151320,"Dr. Daniela Owen,",Gülce Baycik,,https://m.media-amazon.com/images/I/51Ce+vbyMTS._US218_.jpg,https://m.media-amazon.com/images/I/51B19rOMWOL._US218_.jpg,https://m.media-amazon.com/images/I/51zp4ANiKqL._US218_.jpg
9781955151344,Everyone Feels,"Everyone Feels Sad Sometimes - Emotions Book for Kids Ages 3-10 Struggling With Sadness, Hopelessness, & Self-Confidence - Practical Tools to Help Children Manage Sadness and Unlock Happiness",4.7,740,Paperback,"3 - 9 years, from customers",Not known,Not known,56 pages,English,8 x 0.13 x 8 inches,Not known,"July 1, 2021",1955151342,978-1955151344,"Dr. Daniela Owen,",Gülce Baycik,,https://m.media-amazon.com/images/I/51ySmRX0xmS._US218_.jpg,https://m.media-amazon.com/images/I/512dBHplykL._US218_.jpg,https://m.media-amazon.com/images/I/41GfMFf-sRL._US218_.jpg
9781416947202,Fablehaven,Fablehaven,4.7,"3,810",Paperback,9 - 13 years,3 - 8,700L,384 pages,English,5.13 x 1 x 7.63 inches,Not known,"April 24, 2007",1416947205,9781416947202,Brandon Mull,,,https://m.media-amazon.com/images/I/515fQFxGOeL._US218_.jpg,,
9781416957706,Fablehaven,"Rise of the Evening Star (Fablehaven, Book 2)",4.8,"2,250",Paperback,8 - 13 years,3 - 8,730L,480 pages,English,5.13 x 1 x 7.63 inches,Not known,"April 22, 2008",545153891,9781416957706,Brandon Mull,Brandon Dorman,,https://m.media-amazon.com/images/I/51luULIf+PL._US218_.jpg,https://m.media-amazon.com/images/I/51f7aO1a+rL._US218_.jpg,https://m.media-amazon.com/images/I/41axexjCVfL._US218_.jpg
9781416986034,Fablehaven,Grip of the Shadow Plague (3) (Fablehaven),4.8,"2,070",Paperback,9 - 13 years,3 - 8,790L,512 pages,English,5.13 x 1.2 x 7.63 inches,Aladdin,"March 24, 2009",1416986030,9781416986034,Brandon Mull,Brandon Dorman,,https://m.media-amazon.com/images/I/513c5U5lbPL._US218_.jpg,,
9781416990284,Fablehaven,"Secrets of the Dragon Sanctuary (4) (Fablehaven), Packaging May Vary",4.8,"2,178",Paperback,9 - 13 years,3 - 8,720L,560 pages,English,5.13 x 1.4 x 7.63 inches,Aladdin,"February 23, 2010",1416990283,9781416990284,Brandon Mull,Brandon Dorman,,https://m.media-amazon.com/images/I/51jy21b+jlL._US218_.jpg,,
9781416990291,Fablehaven,Keys to the Demon Prison (5) (Fablehaven),4.8,"2,112",Paperback,9 - 13 years,3 - 8,730L,640 pages,English,5.13 x 1.6 x 7.63 inches,Aladdin,"February 22, 2011",1416990291,9781416990291,Brandon Mull,Brandon Dorman,,https://m.media-amazon.com/images/I/51DvzfNFhHL._US218_.jpg,,
9780340040010,Famous Five,Five Go Off in a Caravan (Famous Five) (Knight Books),4.6,"1,050",Paperback,Not known,Not known,Not known,Not known,English,Not known,Hodder & Stoughton General Division,"January 1, 1978",340040017,9780340040010,"Eileen Alice Blyton, Enid; Soper",,,https://m.media-amazon.com/images/I/51ZJytXuLSL._US218_.jpg,,
9780340681060,Famous Five,Five on a Treasure Island (Famous Five),4.6,"3,696",Paperback,8 - 12 years,Not known,Not known,192 pages,English,5.43 x 0.55 x 7.8 inches,Hodder Children's Books,"March 1, 1997",340681063,9780340681060,Enid Blyton,,,https://m.media-amazon.com/images/I/61zKQAZb0VL._US218_.jpg,,
9780340681077,Famous Five,Five Go Adventuring Again (Famous Five Centenary Editions),4.6,"1,678",Paperback,Not known,Not known,670L,192 pages,English,5.12 x 0.47 x 7.76 inches,Hodder Children's Books,"March 1, 1997",340681071,9780340681077,Enid Blyton,,,https://m.media-amazon.com/images/I/61lGjpNCgnL._US218_.jpg,https://m.media-amazon.com/images/I/51e+jMTNO9L._US218_.jpg,https://m.media-amazon.com/images/I/51NavQ+FIwL._US218_.jpg
9780340894668,Famous Five,"Famous Five: 13: Five Go To Mystery Moor (EPZ) [Paperback] [Jan 01, 2007] Enid Blyton",4.6,642,Paperback,Not known,Not known,Not known,Not known,English,7.99 x 10 x 1.85 inches,HODDER & STOUGHTON,"February 1, 2011",9780340894668,9780340894668,Enid Blyton,,,https://m.media-amazon.com/images/I/51apQa+3VPL._US218_.jpg,,
9780754060413,Famous Five,Five Go to Billycock Hill,4.6,810,Paperback,Not known,4 - 6,Not known,Not known,English,5.5 x 0.65 x 8.75 inches,Galaxy,Not known,754060411,9780754060413,Enid Blyton,,,https://m.media-amazon.com/images/I/51SgKixpQFL._US218_.jpg,,
9781444927597,Famous Five,Famous Five Bk 17 Five Get Into A Fix,4.6,788,Paperback,Not known,Not known,Not known,Not known,English,6.22 x 0.75 x 8.07 inches,Hachette Kids Hodder Children,Not known,1444927590,9781444927597,,,,https://m.media-amazon.com/images/I/51XkQaaMfPL._US218_.jpg,,
9781444927603,Famous Five,Famous Five Bk 18 Five On Finniston Farm,4.7,785,Paperback,Not known,Not known,Not known,Not known,English,5.08 x 0.59 x 7.8 inches,Hachette Kids Hodder Children,Not known,1444927604,9781444927603,,,,https://m.media-amazon.com/images/I/51W7OJoZRCL._US218_.jpg,,
9781444927610,Famous Five,Famous Five Bk 19 Five Go To Demons Rock,4.6,749,Paperback,Not known,Not known,Not known,Not known,English,5.08 x 0.43 x 7.76 inches,Hachette Kids Hodder Children,Not known,1444927612,9781444927610,,,,https://m.media-amazon.com/images/I/51cVlhSoKML._US218_.jpg,,
9781444927627,Famous Five,Famous Five: Five Have A Mystery To Solve: Book 20,4.6,745,Paperback,Not known,Not known,Not known,Not known,English,5.04 x 0.63 x 7.72 inches,Hachette Kids Hodder Children,Not known,1444927620,9781444927627,,,,https://m.media-amazon.com/images/I/51ZgvgCwiWL._US218_.jpg,,
9781444935028,Famous Five,Famous Five Bk 12 Five Go Down To Sea,4.7,584,Paperback,Not known,Not known,Not known,Not known,English,5.87 x 0.79 x 7.83 inches,Hodder Children's Books,Not known,144493502X,9781444935028,,,,https://m.media-amazon.com/images/I/51JTLu+DEwL._US218_.jpg,,
9781444935042,Famous Five,Famous Five Bk 3 Five Run Away Together,4.5,"1,787",Paperback,Not known,Not known,Not known,Not known,English,7.76 x 0.67 x 5.16 inches,Knight,"January 1, 1980",1444935046,9781444935042,enid blyton,,,https://m.media-amazon.com/images/I/511PdM7l09L._US218_.jpg,,
9781444935059,Famous Five,Famous Five Bk 4 Five Go Smugglers Top,4.6,567,Paperback,Not known,Not known,Not known,Not known,English,7.8 x 0.63 x 5.08 inches,Hachette Kids Hodder Children,"January 1, 1862",1444935054,9781444935059,,,,https://m.media-amazon.com/images/I/51f+iewcZtS._US218_.jpg,,
9781444935073,Famous Five,Famous Five: Five On Kirrin Island Again: Book 6,4.5,995,Paperback,Not known,Not known,Not known,Not known,English,8.11 x 0.71 x 6.3 inches,Brockhampton Press,"January 1, 1969",1444935070,9781444935073,Blyton. Enid,,,https://m.media-amazon.com/images/I/51pg1weoerL._US218_.jpg,,
9781444935080,Famous Five,Famous Five Bk 7 Five Go Off To Camp,4.5,885,Paperback,Not known,Not known,Not known,Not known,English,5.04 x 0.79 x 7.8 inches,Hachette Kids Hodder Children,Not known,1444935089,9781444935080,,,,https://m.media-amazon.com/images/I/51f3GvuoEUL._US218_.jpg,,
9781444935097,Famous Five,Famous Five Bk 8 Five Get Into Trouble,4.7,561,Paperback,Not known,Not known,Not known,Not known,English,5.08 x 0.63 x 7.8 inches,Hachette Kids Hodder Children,"January 1, 1971",1444935097,9781444935097,,,,https://m.media-amazon.com/images/I/51Ph9MfEr5L._US218_.jpg,,
9781444935103,Famous Five,Famous Five Bk 9 Five Fall Into Adventur,4.6,724,Paperback,Not known,Not known,Not known,Not known,English,5.31 x 0.71 x 7.8 inches,Knight,"January 1, 1900",1444935100,9781444935103,Illustrated By Betty Maxey Enid Blyton,,,https://m.media-amazon.com/images/I/51E7FRFzOzL._US218_.jpg,,
