ISBN13,Image,Name,Rating,Reviews,Format,Series,Language,Price,Description
9781409536963,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409536963.jpg,Railway Children,4.01,"(56,301 ratings by Goodreads)",Paperback,14386,English,₹699.31,"An evocative picture book based on the classic E. Nesbitt tale. When their father is wrongly accused of spying, Bobbie, Peter and Phylis move out of London and experience new exciting adventures in the countryside. But will their father ever return? Warmly illustrated in vivid watercolours. Available as ebook with narration (on tablets that support audio). show more"
9781447202646,Not available,Not known,Not known,Not Known,Not available,,,,
9780744598612,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7445/9780744598612.jpg,It's Quacking Time!,3.54,(131 ratings by Goodreads),Paperback,-1,Not Known,"₹1,073.35","Delightful ducklings, excitable eggs and a celebration of new life - just in time for Easter! When Mummy Duck lays an egg, everyone quacks with excitement. But Duckling has never seen an egg before. Could there really be a baby duck inside? And could it be that he started that way too? As the days pass, Duckling learns a lot about eggs and birth - and just what all the quacking's about! show more"
9781407115566,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407115566.jpg,Zog,4.3,"(3,510 ratings by Goodreads)",Hardback,-1,English,"₹1,560.71","The magical and exciting picture book from the number one bestselling author and illustrator of The Gruffalo, Zog and Stick Man. 'Madam Dragon ran a school, many moons ago. She taught young dragons all the things that dragons need to know. Zog, the biggest dragon, was the keenest one by far. He tried his hardest every day to win a golden star.' Zog is the keenest dragon in school. He's also the most accident-prone, flying into trees and even setting his own wing on fire. Luckily, a mysterious little girl always comes by and patches up his bumps and bruises. But will she be able to help him with his toughest test: capturing a princess? Hardcover format comes with a protective dust jacket to make this a special gift for a lifetime A magical picture book about dragons, knights and princesses from the UK's number one picture book author and illustrator Perfect read-aloud rhyming text and stunning pictures on every page with lots of details to spot The perfect story for children starting school with bravery, kindness, friendship and perseverance at the heart Zog has been adapted into a popular animated film starring voices from Sir Lenny Henry (Narrator), Hugh Skinner (Zog), Tracy Ullman (Madame Dragon) and Kit Harrington (Sir Gadabout). Superworm is on BBC One at Christmas with voice artists including Oscar-winner Olivia Colman (narrator), Matt Smith (Superworm) and Rob Brydon (Crow) New for September 2022 - look out for The Baddies, the wickedly funny new picture book by Julia Donaldson and Axel Scheffler. Winner of the Galaxy National Book Award 2010 show more"
9781407124377,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407124377.jpg,The Highway Rat,4.07,"(2,410 ratings by Goodreads)",Hardback,-1,English,"₹1,560.71","The rollicking adventurous picture book from the number one bestselling author and illustrator of The Gruffalo, Stick Man and Zog. 'Give me your buns and your biscuits! Give me your chocolate eclairs! For I am the Rat of the highway, and the Rat Thief never shares!' Life is not safe for the other animals, as the villainous Highway Rat gallops along the highway, stealing their food. Clover from a rabbit; nuts from a squirrel - he even steals his own horse's hay. Will he finally meet his comeuppance, in the form of a cunning duck? Hardcover format comes with a protective dust jacket to make this a special gift for a lifetime A fabulous, rollicking rhyme, in the style of the famous Alfred Noyes poem, 'The Highwayman', from the UK's number one picture book author and illustrator Perfect read-aloud rhyming text and stunning pictures on every page with lots of details to spot Adventure, friendship and learning to be kind are at the heart of this story The Highway Rat has been adapted into a popular animated film starring voices from David Tennant (Highway Rat), Nina Sosanya (Duck), Rob Brydon (Horse), Tom Hollander (Squirrel) and Frances de la Tour (Rabbit) Superworm is on BBC One at Christmas with voice artists including Oscar-winner Olivia Colman (narrator), Matt Smith (Superworm) and Rob Brydon (Crow) New for September 2022 - look out for The Baddies, the wickedly funny new picture book by Julia Donaldson and Axel Scheffler. 'A classic picture book ... great to read aloud' BBC Radio 4 show more"
9780745945040,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7459/9780745945040.jpg,Looking High and Low for One Lost Sheep,4,(3 ratings by Goodreads),Paperback,447813,English,"₹3,821.70","Through this retelling of Jesus' parable, children will be able to grasp God's love for them. When a sheep wanders away from the flock and hides, the shepherd searches high and low for him. When the shepherd finds his lost sheep he calls for a celebration. show more"
9780241255162,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2412/9780241255162.jpg,The Rabbit Who Wants to Fall Asleep : A New Way of Getting Children to Sleep,3.45,"(2,080 ratings by Goodreads)",Paperback,-1,English,₹726.05,"The groundbreaking No. 1 bestseller is sure to turn nightly bedtime battles into a loving and special end-of-day ritual. This child-tested, parent-approved story uses an innovative technique that brings a calm end to any child's day. Do you struggle with getting your child to fall asleep? Join parents all over the world who have embraced The Rabbit Who Wants to Fall Asleep as their new nightly routine. When Roger can't fall asleep, Mummy Rabbit takes him to see Uncle Yawn, who knows just what to do. Children will join Roger on his journey and be lulled to sleep alongside their new friend. Carl-Johan Forssen Ehrlin's simple story uses a unique and distinct language pattern that will help your child relax and fall asleep-at bedtime or naptime. Reclaim bedtime today! Praise for The Rabbit Who Wants to Fall Asleep: ""Tired parents of planet earth - this is what you've been waiting for... If you don't already have a copy, you need to order one quick sharp"" - Metro ""The most peaceful bedtime we have had in months"" - Daily Mail show more"
9780007878277,Not available,Not known,Not known,Not Known,Not available,,,,
9781910851203,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9108/9781910851203.jpg,The Rise and Fall of Claude the Magnificent,4,(13 ratings by Goodreads),Paperback,-1,English,"₹1,821.79","Claude was a country cat, but unlike his brothers and sisters, who were fierce hunters and fearless acrobats - Claude was an artiste! He dreams of being famous, but will his ego get the better of him? A lavish tale about chasing your dreams, from rags to riches - and back again! show more"
9780007119714,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007119714.jpg,Albert Le Blanc,4.18,(142 ratings by Goodreads),Paperback,-1,English,₹992.89,"An uplifting story about a bear without a smile from the bestselling creator of Percy the Park Keeper. When Albert le Blanc arrives in Mr Jolly's toy shop, the other toys think he's the saddest-looking bear they have ever seen. They decide to put on a show to cheer him up. Albert tries to tell them he's not sad, he just looks sad, but they are all too busy making preparations... As a finale, Sally the hippo puts on a lipstick and performs ballet, but she falls on top of Albert and leaves a huge lipstick grin on his face. Everyone laughs...especially Albert! show more"
9780007236336,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0072/9780007236336.jpg,Paddington : The Original Story of the Bear from Darkest Peru,4.23,"(2,884 ratings by Goodreads)",Paperback,-1,English,₹935.87,"For six decades, stories of Paddington Bear have delighted children all over the world. Paddington is now a major movie star! For younger readers, here is the classic story of the bear from Darkest Peru who stowed away on a ship headed for England. He arrived at Paddington Station with nothing but a suitcase, a half-empty jar of marmalade and a label that read, 'Please look after this bear. Thank you.' show more"
9780141501765,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1415/9780141501765.jpg,The Enormous Crocodile (Colour Edition),3.78,"(20,011 ratings by Goodreads)",Paperback,-1,English,₹593.28,"Roald Dahl's classic and hilarious picture book, The Enormous Crocodile. The Enormous Crocodile is a horrid greedy grumptious brute who loves to guzzle up little boys and girls. But the other animals have had enough of his cunning tricks, so they scheme to get the better of this foul fiend, once and for all! 'A true genius . . . Roald Dahl is my hero' - David Walliams Phizz-whizzing new branding for the world's No.1 storyteller, Roald Dahl! Exciting, bold and instantly recognisable with Quentin Blake's inimitable artwork. Roald Dahl, the best-loved of children's writers, was born in Wales of Norwegian parents. His books continue to be bestsellers after his death in 1990, and total sales are now over 100 million worldwide! Quentin Blake is one of the best-known and best-loved children's illustrators. It's impossible now to think of Roald Dahl's writings without imagining Quentin Blake's illustrations. Look out for the whole collection of wondercrump Roald Dahl books! The Enormous Crocodile; Fantastic Mr Fox; The Giraffe and the Pelly and Me; The Magic finger; The Twits; The BFP; Boy: Tales of Childhood; Charlie and the Chocolate Factory; Charlie and the Great Glass Elevator; The Complete Adventures of Charlie and Mr Willy Wonka; Danny the Champion of the World; George's Marvellous Medicine; Going Solo; James and the Giant Peach; Matilda; The Witches; Dirty Beasts; The Minpins; Revolting Rhymes For Teens: The Great Automatic Grammatizator and Other Stories; Rhyme Stew; Skin and Other Stories; The Vicar of Nibbleswicke; The Wonderful Story of Henry Sugar and Six More show more"
9780723269830,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723269830.jpg,The Tale of a Naughty Little Rabbit,4.36,(45 ratings by Goodreads),Paperback,-1,Not Known,₹832.62,Not available
9781407109275,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407109275.jpg,Tabby McTat,4.11,"(2,079 ratings by Goodreads)",Paperback,1234707,English,US$7.12,"Tabby McTat is purr-fectly happy, singing along all day with Fred the busker. But when Fred gives chase to a thief, the two are separated. Will they ever find each other again? A heart-warming story of friendship, loyalty - and kittens! 'Our five\-year-old gave it the thumbs up, and that's about the best endorsement you can get.' News of the World show more"
9780333710937,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3337/9780333710937.jpg,The Gruffalo,4.43,"(39,135 ratings by Goodreads)",Paperback,653514,English,₹652.68,"""A mouse took a stroll through the deep dark wood. A fox saw the mouse and the mouse looked good."" Walk further into the deep dark wood, and discover what happens when the quick-thinking mouse comes face to face with an owl, a snake and a hungry gruffalo ... show more"
9780330532495,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3305/9780330532495.jpg,A SQUASH AND A SQUEEZE,4.19,"(4,584 ratings by Goodreads)",,-1,Not Known,₹795.94,Not available
9780007347056,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0073/9780007347056.jpg,Mog's Christmas,4.22,(732 ratings by Goodreads),Paperback,233,English,₹767.11,"Share in fifty years of a really remarkable cat... The classic Christmas picture book story of Mog, everyone's favourite family cat! This funny and warm-hearted escapade has a stunning foiled cover for extra Christmas sparkle. From the creator of The Tiger Who Came to Tea and Mog the Forgetful Cat comes a delightful Christmas adventure about a really remarkable cat! It's Christmas, and Mog's house is full of strange noises and peculiar smells. Everyone is busy hanging holly and blowing up balloons, and where is that tree going...? But it's always a Merry Christmas in the end when you're with Mog and her family. Mog the Forgetful Cat was first published fifty years ago, and Mog has been delighting children all over the world with her escapades ever since. This sparkling edition of her Christmas adventure is the perfect gift for boys, girls and families everywhere! 'Since her debut in 1970, Mog has become... a national hero.' Junior Magazine 'A firm favourite on children's bookshelves' The Telegraph 'Mog is a star, she really is. I can't recommend her highly enough. Someone should give that cat a medal, or an egg for breakfast.' The Bookbag show more"
9780007171286,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007171286.jpg,Mog and the V.E.T.,4.18,(216 ratings by Goodreads),Paperback,232,English,₹800.72,"Share in fifty years of a really remarkable cat... Mog is everyone's favourite family cat! Join her in this warm-hearted and funny escapade about Mog's sore paw, and her trip to the V. E. T.... Celebrate the fiftieth anniversary of Mog the Forgetful Cat with special anniversary editions of her much-loved adventures. From the creator of The Tiger Who Came to Tea and Mog the Forgetful Cat comes a delightful family adventure about a really remarkable cat! Mog is chasing a butterfly one day, when something happens to her paw... Ouch! ""She'll have to go to the vee ee tee,"" says Mrs Thomas. But before they can make her better, Mog causes a great ruckus at the vet's surgery... Mog the Forgetful Cat was first published fifty years ago, and Mog has been delighting children all over the world with her adventures ever since. These books are the perfect gifts for boys, girls and families everywhere! show more"
9780007586776,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007586776.jpg,The Crocodile Under the Bed,3.75,(145 ratings by Goodreads),Paperback,-1,English,₹841.22,"A magical new classic in the making from the creator of the beloved favourite, The Tiger Who Came to Tea. Once there was a little boy called Matty, and he was very sad... From the creator of the iconic picture books The Tiger Who Came to Tea and Mog the Forgetful Cat, comes a brand new story about joy, parties... and crocodiles! Matty is sick, and very sad because he's too sick to go to the Queen's birthday party! But when he gets an unexpected visitor, it seems that Matty might not miss out after all... show more"
9781405034692,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4050/9781405034692.jpg,Charlie Cook's Favourite Book,4.11,"(2,825 ratings by Goodreads)",Hardback,-1,English,"₹1,511.68","Celebrate the joy of books with the entertaining Charlie Cook's Favourite Book, from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. Charlie Cook is reading a book about a pirate captain, who is reading a book about Goldilocks, who is reading about a knight, who is reading about a frog . . . From kings and queens to aliens and ghosts, there's something for everyone in Charlie's amazing book of adventure! show more"
9781447202745,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447202745.jpg,BIG BEAR LITTLE BROTHER PB SPL,3.93,(94 ratings by Goodreads),,-1,Not Known,₹767.31,Not available
9781444902631,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444902631.jpg,Wanted: The Perfect Pet,4.25,(431 ratings by Goodreads),Paperback,-1,English,"₹1,170.14","Not everyone has to go to the pet shop to find their perfect pet... Once upon a time, there lived a boy called Henry. What Henry wanted more than anything in the whole wide world. . . MORE than chips. . . MORE than a cowboy costume. . . MORE than an all-expenses-paid trip to the moon. . . was a DOG. A lovable tale of adventure and friendship. . . and the lengths some will go to find it. A great book to springboard early childhood lessons and imaginative play on pets. show more"
