ISBN13,Image,Name,Rating,Reviews,Format,Series,Language,Price,Description
9781408331705,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4083/9781408331705.jpg,Love You Hoo,4.15,(89 ratings by Goodreads),Paperback,-1,English,₹841.20,"Cuddle up together with this joyful celebration of love from Rachel Bright. Author of the award-winning Lion Inside series. Cuddle up now, little one, let's snuggle wing-to-wing. Are you feeling safe and warm? Ok then, let's begin... Join Little Owl and Big Owl as they cuddle up at bedtime. Thinking of the special times they've had together and all the exciting adventures the future holds. This gentle rhyming picture book is just right for sharing with your little one. On Valentine's Day, or at any time of the year. Rachel Bright is the author of the Lion Inside series, with over one million copies sold in more than 30 languages. show more"
9781789056549,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7890/9781789056549.jpg,Monkey Mischief,Not known,Not known,Paperback,-1,Not Known,₹584.44,"Marvin Monkey thinks he is the best trickster in the whole jungle, but then Maddie Monkey comes along. Before long, the two monkeys are causing chaos in the jungle with all their tricks! Can the other animals catch them out with a trick all of their own? show more"
9781406376111,Not available,Not known,Not known,Not Known,Not available,,,,
9781787008571,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7870/9781787008571.jpg,"See You Later, Alligator",Not known,Not known,Paperback,422657,English,₹855.03,"When a friendly tortoise decides to set off on an adventure, he must first say goodbye to all his friends. Will he ever actually leave the zoo? See you Later, Alligator is a humorous picture storybook from Imagine That Publishing - perfect for children aged 3+. Product Information: ISBN: 9781787008571 Author: Sally Hopgood Publisher: Imagine That Format: Paperback Dimensions: 25.5 x 25.5cm show more"
9781442406629,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4424/9781442406629.jpg,Olivia Claus,3.6,(129 ratings by Goodreads),Hardback,90141,English,"₹1,276.25","It was the night before Christmas, and Olivia discovers that her favorite stuffed monkey, Mathilda, is missing. Not only is Mathilda missing, but other favorites keep disappearing around the house too. In the true spirit of Christmas, Olivia figures out how to not only give but to give back what has been missing. show more"
9780744589122,Not available,Not known,Not known,Not Known,Not available,,,,
9781783931620,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7839/9781783931620.jpg,The Polar Bear Who Saved Christmas,4.1,(125 ratings by Goodreads),Paperback,654892,English,"₹1,381.60",Not available
9780330513845,Not available,Not known,Not known,Not Known,Not available,,,,
9781788000864,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7880/9781788000864.jpg,Pip and Posy: The Christmas Tree,3.93,(149 ratings by Goodreads),Hardback,123208,English,"₹1,350.46","The much-acclaimed toddler book series from The Gruffalo illustrator, Axel Scheffler. Simple but engaging stories which reflect the ups - and downs - of toddler life. Major new animation series launching on Milkshake in 2021 Pip and Posy are best friends - they love to play, and make things, and have fun. But just occasionally they get cross or sad, and sometimes things go wrong that are beyond their control. And that's when kindness and understanding - and a cuddle - make everything better. In The Christmas Tree, Pip and Posy are busy decorating the tree with candy sticks, and biscuits, and a beautiful sugar star. But the strange thing is that, every time Posy goes out of the room, when she returns, there's one less decoration on the tree. Eventually, there are NO decorations left AT ALL . . . oh, dear! All young readers will enjoy the moment when Posy finds Pip lying on the sofa, feeling sick, but will they guess how she decides to tackle Pip? A charming and funny story about the problems caused by telling fibs, with gentle lessons about being kind and tooth-brushing! There are loads of titles to collect . . . The Super Scooter, The Big Balloon, The Bedtime Frog - and many more! show more"
9781840113723,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8401/9781840113723.jpg,Warren and the Sandcastle,Not known,Not known,Hardback,-1,Not Known,₹680.89,Not available
9780230015838,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2300/9780230015838.jpg,Monkey and Me,3.95,"(2,885 ratings by Goodreads)",Paperback,-1,English,₹785.02,"Monkey and Me by Emily Gravett, twice winner of the Kate Greenaway Medal, is a beautifully illustrated story full of animal fun! A mischievous little girl and her toy monkey swing irresistibly through the pages of this playful book. Young children will love guessing what animal they are pretending to be, before shouting out the answers as the pages are turned to reveal the real creatures. Soon everyone will be waddling like a penguin, jumping like a kangaroo and waving their arm like an elephant's trunk! show more"
9781849563048,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8495/9781849563048.jpg,Milly the Meerkat,3.07,(27 ratings by Goodreads),Paperback,422657,English,"₹1,424.93",Not available
9781509827466,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509827466.jpg,Snowball,4.05,(73 ratings by Goodreads),Paperback,-1,English,₹826.09,"Created by award-winning, bestselling duo Sue Hendra and Paul Linnet, Snowball is a brilliantly funny picture book, with wonderfully comical images illustrating the hilarious rhyming story - perfect for Christmas! A lonely young snowball, stuck at the top of a mountain, decides to visit the local town for a bit of fun - but on his way he trips, falls, and starts to roll . . . and when a snowball rolls through snow, we all know what happens! This snowball picks up not only snow, but a myriad of other odd things on his way down - a sheep, a line of washing, a bicycling bear, ending up in the Zoo. show more"
9781406357707,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406357707.jpg,Puffin Peter,3.86,(484 ratings by Goodreads),Paperback,-1,Not Known,"₹1,027.84",Not available
9781783938094,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7839/9781783938094.jpg,What's a Christmas?,4.25,(4 ratings by Goodreads),Paperback,654892,English,"₹2,244.18",Not available
9780744575521,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7445/9780744575521.jpg,Bringing Down The Moon,4.09,(313 ratings by Goodreads),Hardback,-1,Not Known,₹809.99,"""Hot-diggerty! Whatever's that?"" exclaims Mole as he burrows out of the ground one night and catches sight of the moon. He thinks it's the most beautiful thing he's ever seen and he wants it, so he sets about trying to pull it down - to no avail. When all of his efforts prove to be in vain, he suddenly notices the moon's in a puddle at his feet and reaches to pick it up...and breaks it. Poor Mole's inconsolable, until he is shown that the moon is not broken at all, but just as beautiful as ever, hanging in the sky like a bright silver coin. And it's not as near as it looks! show more"
9780007837823,Not available,Not known,Not known,Not Known,Not available,,,,
9781784937065,Not available,Not known,Not known,Not Known,Not available,,,,
9781910851012,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9108/9781910851012.jpg,The Hackney Martian,3.78,(23 ratings by Goodreads),Paperback,-1,English,₹953.02,Not available
9780007155156,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007155156.jpg,After the Storm,4.28,(150 ratings by Goodreads),Paperback,853995,English,"₹1,042.07","Celebrate thirty years of Percy the Park Keeper and his animal friends with this funny story in the classic series from award-winning author and illustrator Nick Butterworth! A storm is raging outside and Percy the park keeper is having a sleepless night. When he gets up the following morning, Percy finds that the old oak tree has been blown down. It is a disaster for his animal friends who live there, but Percy is soon devising a plan to help his little friends find new homes. Includes a fabulous, surprise fold-out poster! More than 9 million Percy the Park Keeper books sold, worldwide! show more"
9780141382098,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141382098.jpg,Harry and the Dinosaurs Have a Happy Birthday,3.85,(40 ratings by Goodreads),Hardback,-1,Not Known,₹824.59,"Harry and his dinosaurs love birthday parties, so Harry's disappointed when big sister, Sam, says she's going to one - alone. Not only is it Mr. Oakley's birthday, but Harry finds out that it's the dinosaurs one hundred millionth birthday too! Harry decides to throw a surprise birthday party and soon even Sam helps to make the party treats. Mum invites Mr. Oakley over and he is very surprised when he arrives; in fact, everyone agrees that it's the best birthday party ever! show more"
9780007120178,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0071/9780007120178.jpg,The Whisperer,3.78,(73 ratings by Goodreads),Hardback,-1,English,₹680.89,"A feline 'West Side Story' from the creator of Albert le Blanc, Q Pootle 5 and the best-selling Percy the Park Keeper series Two gangs of cats live in a scrap yard on the edge of the city. When they're not eating or sleeping, they're fighting, and that's just how The Whisperer likes it. He's a rat, and if he can keep the cats going after each other, they'll leave him and his kind alone. But just maybe, things in the scrap yard are about to change for the better. Or as The Whisperer sees it...for the worse... show more"
9781407166902,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407166902.jpg,Superhero Hotel,3.83,(18 ratings by Goodreads),Paperback,-1,English,₹955.25,"Welcome to the Superhero Hotel - a top secret hotel where superheroes come to relax after a hard day saving the world. The trouble is superheroes don't like having nothing to do. They soon get bored and decide to help out around the hotel. But their efforts backfire terribly, creating chaos and putting the hotel in danger. The superheroes must work together to save the hotel before it's too late! the perfect picture book for any little superhero in your life. bold and bright illustrations show more"
9781841215839,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8412/9781841215839.jpg,"Clarice Bean, That's Me",3.89,"(1,008 ratings by Goodreads)",Paperback,89866,English,"₹1,195.03","Clarice Bean is a funky character with real girl power. All she wants is a bit of peace and quiet, away from her family whom many of us will recognise only too well. Winner of the Smarties Bronze Award, Norfolk Children's Book Award and Highly Commended for the Kate Greenaway Medal. show more"
9780007494002,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0074/9780007494002.jpg,The First Hippo on the Moon,3.7,(458 ratings by Goodreads),Hardback,-1,English,₹990.07,"From Number One bestselling picture book duo, David Walliams and Tony Ross, comes this explosively funny space adventure for children of 3 and up. Two big hippos. One ENORMOUS dream. Who can make it to the moon first? 3 . . . 2 . . . 1 . . . BLAST OFF! Introducing a wonderfully charming and funny new picture book from two superstars! show more"
9780230703810,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2307/9780230703810.jpg,"Puff, the Magic Dragon",4.22,"(4,878 ratings by Goodreads)",Paperback,-1,English,₹548.67,"Welcome to Honalee, an enchanted land of imagination and love. In this special place, you can share in the adventures of Jackie Paper and his childhood friend, Puff, the magic dragon. The timeless Peter, Paul and Mary song is now an unforgettable children's book. Become lost in the dreamy illustrations that capture the magic of Honalee and its extraordinary inhabitants, then enjoy two vibrant new interpretations of the song plus two other tracks (Froggie Went A-Courtin' and The Blue Tail Fly) on an exclusive free CD. show more"
9780340877890,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3408/9780340877890.jpg,Hubert Horatio Bartle Bobton-Trent,4.07,(263 ratings by Goodreads),Paperback,-1,English,₹779.17,"Another fantastic, witty and incredibly original story from award-winning Lauren Child. Hubert Horatio or H for short is a genius at almost absolutely everything. His parents on the other hand aren't too good with money...and fritter away the family fortune. It's up to Hubert and his friend, Stanton Harcourt to sort out the mess. show more"
9781840118605,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8401/9781840118605.jpg,Leon and the Place Between,4.22,(289 ratings by Goodreads),Paperback,-1,English,₹928.74,"Wanting to prove to his brothers and sister that magic really exists, Leon volunteers to be in Abdul Kazam's magic show and gets transported to a mysterious world. Filled with rabbits, doves, playing cards and magician's assistants - among other things - if a magician can make it disappear, it will end up in the Place Between! When Leon returns, not only do his brothers and sister believe, but we do too. With diecut holes into and out of the Place Between, the reader takes a journey right through the pages of the book, into the mysterious world of Grahame Baker-Smith's breath-taking illustrations. show more"
9780857631671,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8576/9780857631671.jpg,Dinosaur Rescue!,3.37,(257 ratings by Goodreads),Paperback,575209,English,₹870.33,"More dinosaur-and-vehicle fun from bestselling Penny Dale - over 1 million Dinosaur books sold! When a crew of builder dinosaurs break down on a level crossing, they know the only thing they can do to save themselves is to call Dinosaur Rescue! In no time at all, help is on its way, but will the Dinosaur Rescue team get there in time to stop the train? The perfect picture book for young dinosaur and vehicle fans, with plenty of vehicle noises to join in with. Every Nosy Crow paperback picture book comes with a free 'Stories Aloud' audio recording - just scan the QR code and listen along! show more"
9781782951780,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7829/9781782951780.jpg,The Dinosaur that Pooped the Past!,4.13,(465 ratings by Goodreads),Paperback,636561,English,₹991.34,"Discover the pooptastic world of Dino and Danny, from bestselling authors Tom Fletcher and Dougie Poynter! When playtime on Gran's old swing sends Danny and Dinosaur accidentally looping back through time to the Jurassic age, there's no knowing what might happen. Especially when the swing breaks and there's the rumble of a volcano ready to erupt! Can Danny and Dinosaur make it back to the future with their new dino friends? A Jurassic classic from the bestselling creators of The Dinosaur that Pooped a Planet!, The Dinosaur That Pooped Christmas! and The Dinosaur that Pooped a Princess! show more"
9780141501321,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1415/9780141501321.jpg,Captain Flinn and the Pirate Dinosaurs - Smugglers Bay!,4.04,(47 ratings by Goodreads),Paperback,243861,English,₹953.64,"Giles Andreae and Russell Ayto's super-fun Captain Flinn and the Pirate Dinosaurs: Smugglers Bay! Captain Flinn is Puffin's favourite pirate. He has swashbuckled his way through THREE pirate dinosaur adventures and lived to tell the tale. But now he faces his toughest challenge yet. Captain T Rex and his pirate crew are smuggling sausages out of a secret cove and their favourites are CHILDREN CHIPOLATAS - gulp! Watch out Captain Flinn! But this time, the Captain T Rex has bitten off more than he can chew and wily Captain Flinn and his friends soon teach him a lesson he won't forget. Giles Andreae is an award-winning children's author and has written both fiction titles and best-selling picture books. His picture book, The Lion Who Wanted to Dance, won The Federation of Children's Book Award in the best picture book category in 1998. However, he is probably most famous as the creator of the phenomenally successful Purple Ronnie, Britain's favourite stickman. Giles lives in Notting Hill with his wife and three young children. Russell has illustrated books by prolific children's authors such as Ian Whybrow and Cressida Cowell. The Witch's Children was shortlisted for the Greenaway last year and this year The Witch's Children and the Queen is on the Smarties shortlist. Russell lives in Penzance, Cornwall. Don't miss the other Captain Flinn picture books - they're all rip-roaring fun! Captain Flinn and the Pirate Dinosaurs; Captain Flinn and the Pirate Dinosaurs: Missing Treasure!; Captain Flinn and the Pirate Dinosaurs: Smugglers Bay!; Captain Flinn and the Pirate Dinosaurs: The Magic Cutlass And Giles Andreae's brilliant book with illustrator Korky Paul: Sir Scallywag and the Golden Underpants show more"
9780723296287,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7232/9780723296287.jpg,All Hands on Deck!: A Ladybird Skullabones Island picture book,4.67,(3 ratings by Goodreads),Paperback,587062,English,"₹2,036.56","But Captain, it's too cold outside! We'll freeze in all this snow! A pirate likes the weather warm. We're staying down below! Shiver me timbers! Captain Cutlass's crew don't want to come out because they say it's too cold! How can he persuade them to come out and have some freezing fun? And what skulduggery awaits them on the horizon? With delightful rhyming text, humorous illustrations and things to spot and count, All Hands on Deck! will warm up your little pirates and have them joining in with the winter pirate fun! Other titles in the Skullabones Island series from Ladybird Books: Yo-ho-ho (A Ladybird noisy book), A Week of Pirate Tales, All Aboard the Pirate Ship (A Ladybird Lift-the-Flap book), Pirate Playtime (A Ladybird sticker activity book), Pirate Time (A Ladybird clock book), How to be a Skullabones Pirate (A Ladybird sticker activity book), Five Minutes to Bed Pirate Post and Teatime for Pirates show more"
9780955581106,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9555/9780955581106.jpg,Icky Doo Dah,4.33,(9 ratings by Goodreads),Paperback,-1,English,"₹1,075.93",Not available
9780340779163,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3407/9780340779163.jpg,Beware of the Storybook Wolves,4.01,(664 ratings by Goodreads),Paperback,-1,English,"₹1,166.40",This is a wickedly funny book from one of the most exciting new talents around. Herb has to think fast to outwit two very unsavoury wolves that escape from his bedtime story to gobble him up. He enlists the help of the Fairy Godmother with disastrous but hilarious results! show more
9781405091008,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4050/9781405091008.jpg,The Santa Trap,3.91,(444 ratings by Goodreads),Hardback,-1,English,"₹1,924.28","Bradley Bartelby is bad, VERY bad. He's greedy and naughty and selfish and spoilt - and Santa Claus knows it. But when beastly Bradley empties his Christmas stocking to find nothing but a pair of socks, he does quite the baddest thing he has EVER tried to do. He builds a trap - a SANTA TRAP! With guillotines, dynamite and a tiger or two, Santa doesn't stand a chance. Or does he? show more"
9781849937801,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8499/9781849937801.jpg,A Halloween Scare at My House,Not known,Not known,Hardback,-1,English,₹813.14,Not available
9781789055153,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7890/9781789055153.jpg,Disney Princess The Little Mermaid,Not known,Not known,Hardback,-1,Little Readers,₹680.89,Journey to the depths of the ocean as Ariel fights to be with the one she loves in this classic story of The Little Mermaid show more
9781474806381,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4748/9781474806381.jpg,Finding Nemo,4,(2 ratings by Goodreads),Hardback,-1,Not Known,₹767.31,"This exclusive series of Disney movie storybooks offers a wonderful opportunity to create a special collection to treasure for years to come. When his son, Nemo, is captured by a diver in the Great Barrier Reef, Marlin stops at nothing to rescue him. Together with his new friend Dory, they set off on a dangerous journey. Will they find Nemo? show more"
9780717284832,Not available,Not known,Not known,Not Known,Not available,,,,
9781784403065,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7844/9781784403065.jpg,The Penguins of Madagascar,2,(1 rating by Goodreads),Hardback,-1,English,₹520.02,"Children will love to read along with their favourite characters from The Penguins of Madagascar in this fantastic accompaniment to the exciting, new film, the perfect gift for Penguins fans show more"
9781445464800,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4454/9781445464800.jpg,Disney Tangled Magical Story with Amazing Moving Picture Cover,3.96,(23 ratings by Goodreads),Hardback,-1,English,"₹1,504.66",Not available
9781472331496,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4723/9781472331496.jpg,Disney Sofia the First Magical Story,3.5,(6 ratings by Goodreads),Hardback,-1,Not Known,"₹1,435.29",Not available
9781474832885,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4748/9781474832885.jpg,Disney Pixar Finding Nemo The Original Magical Story,Not known,Not known,Hardback,-1,Not Known,₹680.89,Not available
9781781866382,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781866382.jpg,Disney Toy Story Magical Story : The story of the film.,5,(2 ratings by Goodreads),Hardback,-1,English,₹623.38,Not available
9781405462945,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4054/9781405462945.jpg,"Disney Magical Story : ""Lion King""",4.67,(3 ratings by Goodreads),Hardback,427914,English,"₹3,524.69",Not available
9781405470872,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4054/9781405470872.jpg,"Disney Magical Story : ""Peter Pan""",Not known,Not known,Hardback,427914,English,₹382.02,Not available
9781445487762,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4454/9781445487762.jpg,Tangled Ever After : The Magical Story,Not known,Not known,Hardback,-1,Not Known,"₹2,249.90",Not available
9781474827850,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4748/9781474827850.jpg,Disney Zootropolis Magical Story,4.33,(9 ratings by Goodreads),Hardback,-1,English,"₹6,235.85","Go on an adventure with Judy Hopps and Nick Wilde in this magical story! Illustrated with beautiful Disney artwork and featuring a holographic moving image on the cover, this storybook is a perfect gift for every Zootropolis fan! show more"
9781785710223,Not available,Not known,Not known,Not Known,Not available,,,,
9781472327499,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4723/9781472327499.jpg,Disney Frozen Magical Story,4.26,(35 ratings by Goodreads),Hardback,-1,English,"₹1,034.30",Not available
9781407163413,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407163413.jpg,LEGO DC Superheroes: Space Justice!,3.95,(65 ratings by Goodreads),Hardback,-1,English,"₹4,559.19","This hilarious and action-packed first reader is perfect for LEGO DC Super Heroes fans who are learning to read! When super-villains from outer space threaten to steal the world's toys, it is up to DC Comics' greatest super heroes to save the day! But can Wonder Woman, Supergirl, and Batgirl defeat the evil aliens without a good plan? Or, will they be defeated before naptime? An all-new adventure starring the biggest LEGO DC superheroes and villains Full-colour glossy reader format easy to read text show more"
9781407162614,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407162614.jpg,Return of the Djinn,4.48,(67 ratings by Goodreads),Hardback,608783,English,"₹1,164.37","Be careful what you wish for... It's a peaceful time on Ninjago Island. The ninja have defeated the Preeminent and destroyed the Cursed Realm. Now Cole, Jay, Kai, Zane, Lloyd, and Nya are famous throughout the land, and they're enjoying a little time off. Enter Nadakhan the djinn, a famous pirate and genie. He's back in Ninjago, and he's got big plans for the Destiny's Bounty, his old ship - and for the ninja. Can they stop him before he tears their group apart for good? A thrilling reader from the world of LEGO (R) Ninjago (TM) Action-packed mission with colour pictures and easy text Longer words and sentences to stretch young readers Ideal for boosting confidence and building vocabulary show more"
9781409343981,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409343981.jpg,Angry Birds Star Wars Reader Darth Swindle's Secret,2.81,(43 ratings by Goodreads),Hardback,1121356,English,"₹1,427.50",Angry Birds meets Star Wars in this all-new Reader from DK Angry Birds (TM) Star Wars (TM) Darth Swindle's Secret is a brand new book introducing readers to the world of Angry Birds and Star Wars. This DK Reader will be enjoyed by young learners and fans of the game with its light-hearted and fun storyline. Wicked Darth Swindle has many secrets! Learn all about this sly swine and his pesky pals. Level 1 Readers are great for children who are beginning to learn to read with limited vocabulary and lots of word repetition to engage young fans and build their literary skills. DK Readers are a multi-level reading programme guaranteed to capture a child's interest while developing reading skills and general knowledge - compatible with the framework for teaching literacy. show more
9781910114513,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9101/9781910114513.jpg,Minions: Dracula's Last Birthday,5,(2 ratings by Goodreads),Hardback,-1,English,₹591.52,Not available
9781445483566,Not available,Not known,Not known,Not Known,Not available,,,,
9781407561387,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4075/9781407561387.jpg,Disney Toy Story Book and CD,4.28,"(2,253 ratings by Goodreads)",Mixed media product,-1,English,₹584.44,Not available
9780007318018,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0073/9780007318018.jpg,Noddy and the Farmyard Muddle,3.86,(7 ratings by Goodreads),Hardback,-1,Not Known,₹680.89,"Exciting news for Noddy and Enid Blyton fans, the first Noddy Classic book in 46 years has arrived! Noddy's back and those naughty goblins are up to their old tricks again. In this exciting new adventure they sneak onto the farm and cause mayhem! They turn the cows blue, make the pigs woolly, free the animals and drive the tractor into the pond. But thank goodness for Noddy as he comes to the rescue, rounding up the animals and making sure that the goblins right their wrongs. The story also includes a hilarious train journey with animals spilling out of the carriages on their way back to the farm! This delightful picture book is beautifully written by the late Enid Blyton's granddaughter, Sophie Smallwood, and coincides with Noddy's 60th anniversary. The new book, will be the first new Noddy classic title to appear since 1963. Beautiful illustrations throughout the book are by Robert Tyndall, who has drawn the much-loved characters since 1953. The book is a beautiful gift edition in hardback with foiled dust jacket. Noddy fans young and old will love this great new adventure show more"
9781472391025,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4723/9781472391025.jpg,Disney Pixar Inside Out,3.88,(24 ratings by Goodreads),Hardback,-1,English,"₹1,630.91","This luxury 72-page storybook has a padded cover and features the story of the brand-new Disney/Pixar film, Inside Out. Relive the adventure with beautifully illustrated pages and text that is perfect for early readers or reading aloud at bedtime. show more"
9781781865798,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781865798.jpg,Disney Monsters University Classic Storybook,3.57,(7 ratings by Goodreads),Hardback,-1,English,₹634.16,Not available
9781474868518,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4748/9781474868518.jpg,Disney Princess Beauty and the Beast,4,(1 rating by Goodreads),Hardback,784,English,₹680.89,Not available
9781407589152,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4075/9781407589152.jpg,Disney - The Jungle Book,Not known,Not known,Hardback,-1,Not Known,"₹1,431.06",Not available
9781445409955,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4454/9781445409955.jpg,Disney Classics - Winnie the Pooh the Movie,4.5,(4 ratings by Goodreads),Hardback,-1,English,₹717.79,"Winnie the Pooh and his friends in Hundred-Acre Wood are embarking on a brand new adventure. Can they save Christopher Robin from the mysterious Backson monster, and will they find Eeyore's tail along the way? The brand new Disney movie is out April 2011 and in this classic storybook you can re-live all the adventure from the hit film. Remember what a wonderful place the Hundred-Acre Wood is to visit and read aloud to bring the story to life. A beautiful, large classic storybook with traditional and colourful WTP artwork on the cover. The book is padded and perfect for reading aloud to or along with a child. Our original use of traditional artwork will stand out from other books on the shelf. show more"
9781474812399,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4748/9781474812399.jpg,Disney Frozen Olaf's Amazing Adventures,4,(9 ratings by Goodreads),Hardback,-1,English,"₹1,658.57","Revisit your favourite Frozen characters in this beautiful 72-page padded storybook. There are three fun stories inside. Join Olaf on his perfect summer's day, read about how he helps Anna and Elsa plan a Winter's End Festival, and help the friends babysit the troll tots! Olaf fans will love the beautiful illustrations and magical tales. show more"
9781445481555,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4454/9781445481555.jpg,Disney Princess - Beauty and the Beast,4.25,(4 ratings by Goodreads),Hardback,-1,Not Known,₹584.44,Not available
9781407583884,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4075/9781407583884.jpg,Disney Classics: Toy Story 3,4.67,(3 ratings by Goodreads),Hardback,-1,English,₹680.89,Not available
9781445422480,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4454/9781445422480.jpg,Disney Tangled,5,(1 rating by Goodreads),Hardback,-1,Not Known,₹584.44,Not available
9781472349446,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4723/9781472349446.jpg,Disney Pixar The Good Dinosaur,4.5,(4 ratings by Goodreads),Hardback,-1,English,₹570.39,"Arlo the little dinosaur is afraid of everything. When he gets lost in the wilderness, he must learn to face his fears in order to find his way home. Will an unlikely friendship with a little human boy be the help that Arlo needs? show more"
9781405347426,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4053/9781405347426.jpg,Cars The Essential Guide,3.75,(24 ratings by Goodreads),Hardback,-1,English,"₹1,060.70","Get in gear with the new edition of this must-have guide to Disney/Pixar's Cars If your child loves Lightning McQueen and Cars, they'll love this high-octane look at the movie kids are still talking about. Let them check out the bodywork on all the cars from Lightning McQueen and Chick Hicks to Mack and the Hotrods. A fantastic fold-out poster of the Dinoco 400 racetrack will show them everything they need to know about the race which starts it all. Packed with fantastic movie stills, CGI photography and special cross-section illustrations, it's a once in a life-time full-throttle adventure no Cars-lover should miss. show more"
9780001982611,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0019/9780001982611.jpg,Noddy Christmas Storybook,3.8,(5 ratings by Goodreads),Hardback,-1,Not Known,US$7.16,"A bumper collection of tales featuring Noddy and friends from original stories written by Enid Blyton and newly illustrated for this edition. Keep an eye out for the goblins and their naughty tricks and find out how clever Noddy can be. Discover the surprise in Noddy's party cracker and celebrate with Toy Town when Father Christmas comes to visit! There are ten exuberant stories in this special gift book, perfect for story telling at bedtime, both at Christmas and the whole year round. show more"
