ISBN13,Role,Name
9781853261602,Author,Carlo Collodi
9781421532479,Author,Yuki Midorikawa
9781849161299,Author,Lili St. Crow
9780545586177,Author,Suzanne Collins
9780062463272,Author,Ashlee Vance
9781842556085,Author,Caroline Lawrence
9781842556085,IllustratorDesigned by,Andrew Davidson
9780746080801,Author,Angela Wilkes
9780746080801,Illustrator,Peter Dennis
9781569318072,Author,Akira Toriyama
9780241182727,Author,Carol Vorderman
9781442488977,Author,Franklin W. Dixon
9781569319376,Author,Akira Toriyama
9781905460403,Author,Morris & Goscinny
9780545670319,Author,Suzanne Collins
9780440947974,Author,Harry Mazer
9780757307270,Author,Jack Canfield
9780757307270,IllustratorAuthor,Kent Healy
9781421520711,Author,Akira Toriyama
9781423121404,Author,Rachel Hawkins
9781842168783,Author,Virginia Evans
9780758272829,Author,Brigid Kemmerer
9780435155186,Author,Ruth Merttens
9780500650806,Author,Susie Hodge
9780062003942,Author,L. J. Smith
9781770070295,Author,Tippi Degre
9781107659353,Author,Mary Jones
9781107659353,IllustratorAuthor,Diane Fellowes-Freeman
9781107659353,IllustratorAuthor,David Sang
9781402219085,Author,Marita Conlon-Mckenna
9781408236864,Author,John O'Connor
9781408236864,IllustratorAuthor,Stuart Eames
9781600107511,Author,Simon Furman
9781600107511,IllustratorAuthor,Stuart Moore
9781600107511,Illustrator,Nick Roche
9781600107511,Illustrator,Rob Ruffolo
9781600107511,Illustrator,E. J. Su
9781250059314,Author,Stephanie Perkins
9781250059314,IllustratorContributions by,Holly Black
9781250059314,IllustratorContributions by,Ally Carter
9781250059314,IllustratorContributions by,Mathew De La Pena
9781250059314,IllustratorContributions by,Gayle Forman
9781250059314,IllustratorContributions by,Jenny Han
9781250059314,IllustratorContributions by,Kelly Link
9781250059314,IllustratorContributions by,Myra McEntire
9781250059314,IllustratorContributions by,Rainbow Rowell
9781250059314,IllustratorContributions by,Laini Taylor
9780746096475,Author,Rosie Dickins
9780746096475,Illustrator,Mauro Evangelista
9781408504680,Author,S Honnor
9781408504680,IllustratorAuthor,H Mascie-Taylor
9781408504680,IllustratorAuthor,Michael Spencer
9780316385046,Author,Satoshi Wagahara
9780335246168,Author,Ilona Boniwell
9780335246168,IllustratorAuthor,Lucy Ryan
9780099401643,Author,Rosemary Sutcliff
9781447959618,Author,Mark Levesley
9781447959618,IllustratorAuthor,Susan Kearsey
9781447959618,IllustratorAuthor,P Johnson
9781447959618,IllustratorAuthor,Iain Brand
9780552553520,Author,Jacqueline Wilson
9780552553520,Illustrator,Nick Sharratt
9781408313145,Author,Adam Blade
9780142425992,Author,Ally Condie
9780062320896,Author,Mindy Mcginnis
9781416571735,Author,Jennifer Echols
9781584690856,Author,Jennifer Morgan
9781584690856,IllustratorAuthor,Dana Lynne Andersen
9781581342734,Author,Max Lucado
9781581342734,Illustrator,Mitchell Heinze
9781581342734,IllustratorEdited by,Karen Hill
9780142421710,Author,Ally Condie
9780552551649,Author,Malorie Blackman
9781409557302,Illustrated by,Jim Field
9781473614291,Author,Jodi Picoult
9781473614291,IllustratorAuthor,Samantha van Leer
9780330519731,Author,Frances Hardinge
9781906622282,Author,Stephen Pearce
9781741757927,Author,Anna Fienberg
9781741757927,IllustratorAuthor,Barbara Fienberg
9781741757927,IllustratorAuthor,Kim Gamble
9781452145426,Author,Kate Messner
9781452145426,Illustrator,Christopher Silas Neal
9781250100207,Author,Roshani Chokshi
9781864368048,Author,Colin Thiele
9781408313121,Author,Adam Blade
9780552554411,Author,Jacqueline Wilson
9780552554411,Illustrator,Nick Sharratt
9780451220899,Author,Rachel Caine
9781409564522,Author,Phillip Clarke
9781409564522,Illustrator,Various
9780786838196,Author,E LOCKHART
9781907410673,Author,James Phelan
9781419702006,Author,Margi Preus
9781416906483,Author,Matthew Reilly
9781408278437,Author,Ruth Merttens
9781471839306,Author,Michael Lynch
9781849180917,Author,Morris & Goscinny
9781402745829,Abridged by,Chris Sasaki
9781402745829,IllustratorAuthor,H. G. Wells
9781402745829,IllustratorAfterword by,Arthur Pober
9781402745829,Illustrator,Troy Howell
9780008141646,Author,Collins Dictionaries
9781447256649,Author,Amanda Hocking
9781250044310,Author,Anna Banks
9780394824574,Author,Judy Donnelly
9780746031421,Author,Sue Meredith
9781904642725,Author,Mark Bergin
9780312360269,Author,P. C. Cast
9780312360269,IllustratorAuthor,Kristin Cast
9781402712364,Abridged by,Deanna McFadden
9781402712364,IllustratorAuthor,Louisa May Alcott
9781402712364,IllustratorAfterword by,Arthur Pober
9781402712364,Illustrator,Lucy Corvino
9781402766442,Abridged by,Kathleen Olmstead
9781402766442,IllustratorAuthor,Herman Melville
9781402766442,IllustratorAfterword by,Arthur Pober
9781402766442,Illustrator,Eric Freeberg
9780751551297,Author,Val McDermid
9781601258878,Author,Jason Bulmahn
9781426320989,Author,Donna Jo Napoli
9781426320989,IllustratorAuthor,NATIONAL GEOGRAPHIC KIDS
9780062217080,Author,Amy Tintera
9781423101475,Author,Rick Riordan
9781905654659,Author,Stephenie Meyer
9780007260348,Author,Darren Shan
9780440418320,Author,Philip Pullman
9781405280921,Author,Jenny Nimmo
9780758272812,Author,Brigid Kemmerer
9781849181259,Author,Jean Van Hamme
9781408305058,Author,Andrew Matthews
9781408305058,Illustrator,Tony Ross
9780007358427,Author,Candace Bushnell
9781409563969,Author,Alex Frith
9781409563969,Illustrator,Lee Cosgrove
9780375871979,Author,Juliet Marillier
9781409507970,Author,Rob Lloyd Jones
9781409507970,Illustrator,Carlo Stanga
9781905460496,Author,Morris & Goscinny
9781475102710,Author,Ymkje Wideman-Van Der Laan
9781475102710,Illustrator,Rob Feldman
9780141368917,Author,Joan Lingard
9780746075104,Author,Rachel Firth
9780746075104,Illustrator,Stephen Parkhouse
9781408278239,Author,Ruth Merttens
9780062014542,Author,Lauren Oliver
9781442485259,Author,Abbi Glines
9781408278420,Author,Ruth Merttens
9781933390574,Author,Shannon Gilligan
9781933390574,Illustrator,Keith Newton
9780349001715,Author,C. J. Daugherty
9780192792952,Author,Joss Stirling
9781848420496,Author,Chris Johnston
9780141330136,Abridged by,Linda Jennings
9780141330136,IllustratorAuthor,Charles Dickens
9780141330136,IllustratorIntroduction by,Roddy Doyle
9780307245304,Author,Rick Riordan
9780307245304,IllustratorRead by,Jesse Bernstein
9780800788223,Author,Rob Elliott
9780141368924,Author,Joan Lingard
9781419704215,Author,Jonathan Auxier
9781841213422,Author,Andrew Matthews
9781841213422,Illustrator,Tony Ross
9780525423652,Author,Ally Condie
9780192736826,Author,Annemarie Young
9780192736826,IllustratorAuthor,Roderick Hunt
9780192736826,Illustrator,Alex Brychta
9780192740205,Author,David Clemson
9780192740205,IllustratorAuthor,Bond 11+
9780192742353,Author,Michellejoy Hughes
9780192742353,IllustratorAuthor,Bond 11+
9780007315963,Author,Darren Shan
9783791343235,Author,Angela Wenzel
9781905460922,Author,Morris & Goscinny
9781407114514,Author,Kjartan Poskitt
9781407114514,Illustrator,Philip Reeve
9784805312445,Author,Joel Stern
9781569319291,Author,Akira Toriyama
9780689713910,Author,Armstrong Sperry
9780061479939,Author,Meg Cabot
9780061974571,Author,Pittacus Lore
9780752866086,Author,Rene Goscinny
9780752866086,Illustrator,Albert Uderzo
9781568824307,Author,Sandy Petersen
9781568824307,IllustratorAuthor,Mike Mason
9781568824307,IllustratorAuthor,Paul Fricker
9781568824307,IllustratorAuthor,Lynn Willis
9781907410833,Author,Sara Shepard
9780307976550,Author,Frank Berrios
9780307976550,Illustrator,Andrea Cagol
9780307976550,Illustrator,Francesco Legramandi
9780061969577,Author,Pittacus Lore
9780399171895,Author,Marie Lu
9781408329184,Author,Rosie Banks
9780198373971,Author,Ruth Miskin
9780198373971,Illustrator,Tim Archbold
9780545459365,Author,Lauren Tarshis
9781107662278,Author,Mike Gould
9781107662278,IllustratorAuthor,Marilyn Rankin
9781408859001,Author,Neil Gaiman
9781582461595,Author,Trudy Ludwig
9781582461595,Illustrator,Abigail Marble
9780007175116,Author,Garth Nix
9781849181914,Author,Yves Sente
9780500952030,Author,ShaoLan
9781849182416,Author,Bob De Groot
9780192740076,Author,Sarah Lindsay
9780192740076,IllustratorAuthor,J M BOND
9780192740076,IllustratorAuthor,Bond 11+
9781481432078,Author,Lisa Maxwell
9780316294874,Author,Isuna Hasekura
9780316294874,Illustratorartist,Keito Koume
9781472919588,Author,Luke Sellers
9781408105306,Author,Jonathan Rutland
9781408105306,IllustratorPrepared for publication by,Collins Music
9781877673702,Author,Dawn DiPrince
9781877673702,IllustratorAuthor,Cheryl Miller Thurston
9781905460632,Author,Jean van Hamme
9780141300498,Author,Phillip Gwynne
9781407128955,Author,Scholastic
9781433804502,Author,Michael A. Tompkins
9781433804502,IllustratorAuthor,Katherine A. Martinez
9781433804502,Illustrator,Michael Sloan
9781426307928,Author,Amy Shields
9780316296366,Author,Reki Kawahara
9780198480662,Author,Roderick Hunt
9780198480662,Illustrator,Alex Brychta
9780752866222,Author,Rene Goscinny
9780752866222,Illustrator,Albert Uderzo
9781444714487,Author,John Grisham
9781499104981,Author,Colleen Houck
9781107622852,Author,Mary Jones
9781107622852,IllustratorAuthor,Diane Fellowes-Freeman
9781107622852,IllustratorAuthor,David Sang
9780552566018,Author,Rachel Hartman
9780141368955,Author,Nigel Hinton
9781840112504,Author,J.M Barrie
9781840112504,Illustrator,Robert Ingpen
9781553379546,Author,Rochelle Strauss
9781553379546,Illustrator,Rosemary Woods
9781906427146,Author,Trenton Lee Stewart
9781612680552,Author,Robert T. Kiyosaki
9780857631091,Author,Paula Harrison
9780857631091,Illustrator,Sharon Tancredi
9781782943082,Author,CGP Books
9781907410284,Author,Andrea Cremer
9781292131924,Author,Nigel Saunders
9780076044832,Author,McGraw Hill
9780547258553,Author,Susan Beth Pfeffer
9781877467806,Author,Rose Lagercrantz
9781877467806,IllustratorAuthor,Eva Eriksson
9780198300250,Author,Roderick Hunt
9780198300250,Illustrator,Alex Brychta
9780198300250,Illustrator,Nick Schon
9781849180375,Author,Edgar P. Jacobs
9780141368627,Author,Scott O'Dell
9780061450556,Author,Kelley Armstrong
9780349001708,Author,C. J. Daugherty
9780552568050,Author,Jonathan Stroud
9781602209589,Author,Sanmu Tang
9781602209589,IllustratorTranslated by,Wu Ying
9780735812277,Author,Ted Rand
9781407157443,Author,R.L. Stine
9781935654773,Author,Osamu Tezuka
9781847628909,Author,CGP Books
9781401236809,Author,Michael Green
9781401236809,IllustratorAuthor,Mike Johnson
9781401236809,Illustrator,Mahmud Asrar
9780448095103,Author,Carolyn Keene
9781409564041,Author,Minna Lacey
9781409564041,Illustrator,Peter Allen
9780141359984,Author,Rick Riordan
9781444923841,Author,Julie Plec
9780435124090,Author,Margaret Atwood
9780768240153,Compiled by,Singapore Asian Publishers
9780768240153,IllustratorCompiled by,Carson Dellosa Education
9781849416399,Author,Joseph Delaney
9781557988027,Author,Jennifer Wilgocki
9781557988027,IllustratorAuthor,Marcia Wright
9781557988027,Illustrator,Alissa Imre Geis
9781597074261,Author,Peyo
9780198300281,Author,Roderick Hunt
9780198300281,IllustratorAuthor,Paul Shipton
9780198300281,Illustrator,Alex Brychta
9780192745576,Author,Astrid Lindgren
9781596439481,Author,Patricia MacLachlan
9781596439481,Illustrator,Hadley Hooper
9780857631411,Author,Paula Harrison
9780857631411,Illustrator,Sharon Tancredi
9781848771895,Author,Christiane Dorion
9781848771895,Illustrator,Beverley Young
9780768240054,Compiled by,Singapore Asian Publishers
9780768240054,IllustratorCompiled by,Carson Dellosa Education
9781572246119,Author,Lisa M. Schab
9781442429994,Author,Moira Young
9780008179977,Author,Katharine McGee
9781408515150,Author,H Mascie-Taylor
9781408515150,IllustratorAuthor,Michael Spencer
9781408515150,IllustratorAuthor,S Honnor
9781597073585,Author,Peyo
9781597073585,IllustratorAuthor,Yvan Delporte
9780198308737,Author,RoseMarie Gallagher
9780198308737,IllustratorAuthor,Paul Ingram
9780061998669,Author,Alex Flinn
9781423186922,Author,Jonathan Stroud
9781416971771,Author,Scott Westerfeld
9781849182911,Author,Patrick Nordmann
9780553536539,Author,Sophie Kinsella
9781782945567,Author,CGP Books
9781447260882,Author,Josephine Angelini
9780007315932,Author,Darren Shan
9781608196418,Author,Joshua Glenn
9781608196418,IllustratorAuthor,Elizabeth Foy Larsen
9781608196418,IllustratorIntroduction by,Mark Frauenfelder
9781608196418,Illustrator,Tony Leone
9781608196418,Illustrator,Mister Reusch
9781608196418,Illustrator,Heather Kasunick
9780141312514,Author,Robert Cormier
9780394815008,Author,Norton Juster
9780394815008,Illustrator,Jules Feiffer
9780965242240,Author,Sam Burchers
9780679890706,Author,Mary Pope Osborne
9780679890706,Illustrator,Sal Murdocca
9781741149715,Author,Anna Fienberg
9781741149715,IllustratorAuthor,Barbara Fienberg
9781741149715,IllustratorAuthor,Kim Gamble
9781841352367,Author,Charles Kingsley
9781841352367,Illustrator,Anne Grahame Johnstone
9788175962484,Author,Cambridge International Examinations
9781426311970,Author,National Geographic Kids
9781402271250,Author,Jessica Shirvington
9780140312584,Author,Kate Seredy
9781782943686,Author,CGP Books
9781524714918,Author,John Sazaklis
9781524714918,Illustrator,Alan Batson
9781921064579,Author,Kate McCaffrey
9780521626897,Author,William Shakespeare
9780521626897,IllustratorAuthor,Rex Gibson
9781407100647,Illustrated by,Harris Sofokleous
9781433808906,Author,Mary Lamia
9781409586579,Author,Various
9780142501849,Author,Eva Ibbotson
9780142501849,Illustrator,Kevin Hawkes
9780375865640,Author,A.S. King
9780746077153,Author,Mairi Mackinnon
9780746077153,Illustrator,Daniel Howarth
9781442426658,Author,Becca Fitzpatrick
9781842555729,Author,Caroline Lawrence
9781842555729,IllustratorDesigned by,Andrew Davidson
9781905460830,Author,Morris & Goscinny
9781442485280,Author,Abbi Glines
9781442485280,Illustratorphotographer,Michael Frost
9780373210862,Author,Katie McGarry
9780330537896,Author,Gabrielle Zevin
9780746071496,Author,Catriona Clarke
9780746071496,Illustrator,Kuo Kang Chen
9783464207123,Author,Hermann Funk
9783464207123,IllustratorAuthor,Christina Kuhn
9783464207123,IllustratorAuthor,Silke Demme
9781784752392,Author,Kathy Reichs
9781569319192,Author,Akira Toriyama
9781596431454,Author,Paul Pope
9780679887386,Author,Deborah Hautzig
9784805312193,Author,Hiroko Yoda
9784805312193,IllustratorAuthor,Matt Alt
9784805312193,Illustrator,Tatsuya Morino
9781843625223,Author,Chris D'Lacey
9780307119414,Author,Mercer Mayer
9780789479556,Author,Linda Hayward
9781935429289,Author,Emily Rodda
9781935429289,Illustrator,Makoto Niwano
9781907410697,Author,James Phelan
9780198372639,Author,GILL MUNTON
9780198372639,IllustratorSeries edited by,Ruth Miskin
9780198372639,Illustrator,Tim Archbold
9780198374244,Series edited by,Ruth Miskin
9781569319857,Author,Akira Toriyama
9781407128887,Author,Scholastic
9781742376691,Author,Neil Grant
9780062117366,Author,Kasie West
9781782945574,Author,CGP Books
9781849416993,Author,Markus Zusak
9781408123942,Author,Roger Stevens
9780738718682,Author,Simone Elkeles
9781481449632,Author,Shaun David Hutchinson
9781408835197,Author,Cristin Terrill
9780140545012,Author,Pamela Allen
9781905460601,Author,Morris & Goscinny
9781421573830,Author,Tite Kubo
9781416913184,Author,Lauren Barnholdt
9780571303472,Author,Lucy M. Boston
9781626250802,Author,Professor Dzung X Vo
9780198480501,Author,Roderick Hunt
9780198480501,Illustrator,Alex Brychta
9781584690115,Author,Jeannine Atkins
9781584690115,Illustrator,Paula Conner
9781576581452,Author,Janet Benge
9781576581452,IllustratorAuthor,Geoff Benge
9781442413610,Author,Robert Muchamore
9780736480956,Author,Melissa Lagonegro
9780736480956,Illustrator,RH Disney
9780702249761,Author,Claire Zorn
9781405801744,Author,William Shakespeare
9780888999597,Author,Deborah Ellis
9781471400360,Author,Dawn O'Porter
9781842556054,Author,Caroline Lawrence
9781842556054,IllustratorDesigned by,Andrew Davidson
9780440228004,Author,Christopher Paul Curtis
9781481435345,Author,Judy Blume
9780198372752,Author,Gill Munton
9780198372752,IllustratorSeries edited by,Ruth Miskin
9780198372752,Illustrator,Tim Archbold
9780746078716,Author,Angela Wilkes
9780746078716,Illustrator,Stephen Cartwright
9781421538877,Author,Yuki Midorikawa
9781481488006,Author,Michael Ian Black
9781481488006,Illustrator,Marc Rosenthal
9781582463247,Author,Joy N. Hulme
9781582463247,Illustrator,Carol Schwartz
9780763676186,Author,Patrick Ness
9781406358971,Author,Alison Goodman
9781405275521,Author,John Masefield
9781405275521,Illustrator,Quentin Blake
9781408336137,Author,Rosie Banks
9780435121655,Author,George Orwell
9780198483519,Author,Roderick Hunt
9780198483519,Illustrator,Alex Brychta
9780763648015,Author,Christian Dorion
9780763648015,Illustrator,Beverley Young
9781483813202,Compiled by,Thinking Kids
9781409582625,Author,Felicity Brooks
9781409582625,IllustratorAuthor,Hannah Wood
9781409582625,Illustrator,Nikki Dyson
9781409566373,Author,Kate Davies
9781409566373,Illustrator,Adam Larkum
9781408836903,Author,Gemma Malley
9781607067535,Author,Jonathan Hickman
9781607067535,Illustratorartist,Nick Pitarra
9780061963865,Author,L. j. Smith
9781597072212,Author,Geronimo Stilton
9780062280794,Author,Danielle Paige
9781407136479,Author,Jennifer A. Nielsen
9780545650922,Author,Liza Charlesworth
9780141302003,Author,Robert Cormier
9780307976567,Author,Billy Wrecks
9780307976567,Illustrator,Michael Borkowski
9780307976567,Illustrator,Michael Atiyeh
9780752866321,Author,Rene Goscinny
9780752866321,Illustrator,Albert Uderzo
9780152047320,Author,Mary Norton
9780547548104,Author,Chris Van Allsburg
9781408314067,Author,Adam Blade
9781843108955,Author,Nick Dubin
9781843108955,IllustratorForeword by,Dr Valerie Gaus
9781849055758,Author,Davida Hartman
9781849055758,Illustrator,Margaret Anne Suggs
9780192739810,Author,L.M. Montgomery
9780192739810,IllustratorAuthor,Lewis Carroll
9780192739810,IllustratorAuthor,Frances Hodgson Burnett
9780192739810,IllustratorAuthor,Anna Sewell
9780142409411,Author,Frank Beddor
9780752866437,Author,Rene Goscinny
9780752866437,Illustrator,Albert Uderzo
9781400310487,Author,Max Lucado
9780451224637,Author,Rachel Caine
9780061969553,Author,Pittacus Lore
9780062026569,Author,Rae Carson
9781843626367,Author,Daisy Meadows
9781843626367,Illustrator,Georgie Ripper
9781597072083,Author,Papercutz
9780307975881,Author,Golden Books
9780307975881,Illustrator,Eren Unten
9781943147045,Author,Asia Citro
9781483813196,Compiled by,Thinking Kids
9780446562430,Author,James Patterson
9780446562430,IllustratorAuthor,Gabrielle Charbonnet
9781408320723,Author,Kendare Blake
9780553375930,Author,Ann Brashares
9781906622275,Author,Stephen Pearce
9780062199751,Author,Sara Shepard
9781442413603,Author,Robert Muchamore
9781848772403,Author,Jonny Duddle
9780486277783,Author,Hayward;Steadman Cirker
9780769638171,Author,Candice Ransom
9780769638171,IllustratorAuthor,Tammie Lyon
9780755335091,Author,James Patterson
9781421533131,Author,Tite Kubo
9781407156552,Author,Toby Reynolds
9780857631169,Author,Paula Harrison
9780857631169,Illustrator,Sharon Tancredi
9781478149415,Author,Kimberly Kluger-bell
9781591471554,Author,Kathleen G. Nadeau
9781591471554,IllustratorAuthor,Ellen B. Dixon
9781591471554,Illustrator,Charles Beyl
9781442413177,Author,Christopher Pike
9780142401729,Author,Sarah Dessen
9780375871986,Author,Juliet Marillier
9781849180948,Author,Yves Sente
9781933390963,Author,R Montgomery
9781849182089,Author,Morris
9781435141919,Author,Henry A. Sherman
9781435141919,IllustratorAuthor,Charles Foster Kent
9780545757140,Author,Tedd Arnold
9780552564021,Author,John Stephens
9780552573368,Author,Terry Pratchett
9780736434683,Author,Annie North Bedford
9780736434683,Illustrator,Al White
9780545658508,Author,Lauren Tarshis
9781250049889,Author,Amanda Hocking
9780007465231,Author,Dan Wells
9780689715716,Author,Eric P. Kelly
9781407104195,Author,Terry Deary
9781407104195,Illustrator,Martin Brown
9781423106296,Author,Disney Books
9781423106296,IllustratorAuthor,Serena Valentino
9781423106296,Illustrator,Disney Storybook Art Team
9781905460557,Author,Morris & Goscinny
9781782945581,Author,CGP Books
9780545425124,Author,Scholastic
9781595147677,Author,Jessica Khoury
9781421549231,Author,Yuki Midorikawa
9780198372875,Author,GILL MUNTON
9780198372875,IllustratorSeries edited by,Ruth Miskin
9780198372875,Illustrator,Tim Archbold
9781259644252,Author,Colleen Graves
9781259644252,IllustratorAuthor,Aaron Graves
9780525421030,Author,Gayle Forman
9780552552233,Author,Andy McNab
9780552552233,IllustratorAuthor,Robert Rigby
9780953981236,Author,David J. Sharp
9780142416662,Author,Julia Hoban
9780060757359,Author,Paul Zindel
9780099543787,Author,James Patterson
9781862091955,Author,Fiona Pritchard
9781862091955,IllustratorAuthor,Lyn Wendon
9781862091955,IllustratorPerformed by,Dean Fowler
9781862091955,IllustratorProducer,Kevin Pritchard
9781862091955,IllustratorDesigned by,Verity Townend
9781843626336,Author,Daisy Meadows
9781843626336,Illustrator,Georgie Ripper
9781408336106,Author,Rosie Banks
9781408334379,Author,Ally Carter
9781442430549,Author,Joyce
9781937077631,Author,Dave Ramsey
9781937077631,IllustratorAuthor,Rachel Cruze
9788427202122,Author,Suzanne Collins
9780500420126,Author,ShaoLan
9781783700226,Author,Joelle Charbonneau
9781107695771,Author,Marian Cox
9781595145857,Author,Morgan Rhodes
9780553494822,Author,Rosemary Sutcliff
9780192740212,Author,Alison Primrose
9780192740212,IllustratorAuthor,Bond 11+
9780736429740,Author,Klay Hall
9780736429740,Illustrator,Jason Hand
9780789473639,Author,Linda Hayward
9780752844299,Author,Kevin Crossley-Holland
9780192729996,Author,Jacqueline Wilson
9780192729996,Illustrator,Nick Sharratt
9781743366837,Author,Barry Jonsberg
9781910655030,Author,Lucy Strange
9781849181303,Author,Jean Van Hamme
9780312360306,Author,P. C. Cast
9780312360306,IllustratorAuthor,Kristin Cast
9781607064268,Author,John Layman
9781607064268,Illustratorartist,Rob Guillory
9780062003959,Author,L. J. Smith
9781408800263,Author,Celia Rees
9781906622343,Author,Stephen Pearce
9781842555446,Author,Caroline Lawrence
9781842555446,IllustratorDesigned by,Andrew Davidson
9781569319383,Author,Akira Toriyama
9780192735706,Author,James Riordan
9781444914573,Author,Robert Muchamore
9781421532745,Author,Yuki Midorikawa
9781107464377,Author,Peter Stimpson
9781107464377,IllustratorAuthor,Alex Smith
9780007175031,Author,Garth Nix
9780552562898,Author,Terry Pratchett
9780552562898,Illustrator,Paul Kidby
9780582075177,Author,Wilfred Best
9780061767623,Author,Lauren Conrad
9781474921015,Author,Minna Lacey
9781474921015,Illustrator,Fabiano Fiorin
9781406307269,Author,Timothee de Fombelle
9781406307269,IllustratorTranslated by,Sarah Ardizzone
9781406307269,Illustrator,Francois Place
9780192732590,Author,Oxford University Press
9781407140704,Author,Lesley Fletcher
9781421514994,Author,Hayao Miyazaki
9780385375672,Author,S. E. Hinton
9781908435750,Author,Lucy Christopher
9781442403017,Author,V. C. Andrews
9781407107110,Author,Kjartan Poskitt
9784805313633,Author,Andrew Dewar
9784805313633,Illustrator,Kostya Vints
9781408304365,Author,Adam Blade
9780307930675,Author,Christopher Paolini
9781484711392,Author,Disney Books
9781484711392,Illustrator,Disney Storybook Art Team
9781484711392,Illustrator,No New Art Needed
9780198480495,Author,Roderick Hunt
9780198480495,Illustrator,Alex Brychta
9780747595687,Author,Neil Gaiman
9781250004673,Author,Madeleine L'Engle
9781782943952,Author,Richard Parsons
9781782943952,IllustratorEdited by,CGP Books
9781849182645,Author,Yves Sente
9780746077139,Author,Mary Sebag-Montefiore
9780746077139,Illustrator,Alan Marks
9781409508113,Author,Conrad Mason
9781471116889,Author,Jenny Han
9781471116889,IllustratorAuthor,Siobhan Vivian
9781250050816,Author,Kerstin Gier
9780330519526,Author,Meg Cabot
9780140360462,Author,Melina Marchetta
9781907410840,Author,Sara Shepard
9781421535470,Author,Hidenori Kusaka
9781421535470,Illustratorartist,Satoshi Yamamoto
9781408307359,Author,Adam Blade
9781936023349,Compiled by,Carson-Dellosa Publishing
9781442427662,Author,Tamora Pierce
9780399246333,Author,Anthony Horowitz
9780399246333,Illustrator,Kanako
9780399246333,Illustrator,Yuzuru
9780062223869,Author,Lauren Oliver
9781608829163,Author,Jason Robert Murphy
9781608829163,IllustratorAuthor,Mark C. Purcell
9781596436282,Author,Anne Mazer
9781596436282,IllustratorAuthor,Ellen Potter
9781596436282,Illustrator,Matt Phelan
9781844141715,Author,Sara Wernham
9781844141715,IllustratorAuthor,Sue Lloyd
9781844141715,IllustratorOther primary creator,Michael Janes
9781844141715,Illustrator,Lib Stephen
9781407147239,Author,Kjartan Poskitt
9781905460656,Author,Morris & Goscinny
9781844155392,Author,Adrian Carton de Wiart
9780385739450,Author,Ned Vizzini
9780141326696,Author,Emily Bronte
9780141326696,IllustratorIntroduction by,S.E. Hinton
9781782952404,Author,Steve Cole
9780439998192,Author,Dav Pilkey
9780007221462,Author,Garth Nix
9781406344462,Author,Patrick Ness
9780385742511,Author,Laura Hillenbrand
9781509809875,Author,Josephine Angelini
9781416984498,Author,Rick Yancey
9781906814014,Author,H. G. Wells
9781250050649,Author,Steve Sheinkin
9780746085387,Author,Fiona Watt
9780746085387,Illustrator,Kim Lane
9780316076906,Author,Mizuki Nomura
9780545663267,Author,"Collins, Suzanne"
9781905460977,Author,Edgar P. Jacobs
9781407147918,Author,Dav Pilkey
9781406352979,Author,Sam Stern
9781406352979,IllustratorAuthor,Susan Stern
9780802850119,Author,Catherine F. Vos
9781922147257,Author,A.J. Betts
9781859856376,Author,Nick Butterworth
9781859856376,Illustrator,Mick Inkpen
9780192746047,Author,Andrew Delahunty
9780192746047,Illustrator,Emma Chichester Clark
9780521685924,Author,Cambridge School Classics Project
9780753471944,Author,Simon Basher
9780753471944,IllustratorAuthor,Dan Green
9781423121381,Author,Cinda Williams Chima
9781407166339,Author,Terry Deary
9781407166339,Illustrator,Martin Brown
9781421573915,Author,Matsuri Hino
9781442413191,Author,Christopher Pike
9780152162689,Author,Henry Winterfeld
9780152162689,IllustratorTranslated by,Edith McCormick
9780152162689,Illustrator,Fritz Biermann
9781906814151,Author,Jules Verne
9781906814151,Illustrator,Norman Nodel
9780380698714,Author,Louis Sachar
9780380698714,Illustrator,Julie Brinckloe
9780062233363,Author,Sara Shepard
9780956175106,Author,Kate Gaynor
9780956175106,Illustrator,Eva Byrne
9781575423500,Author,Garth Sundem
9781862305670,Author,Mary Pope Osborne
9780743272773,Author,Donna Dale Carnegie
9780761143833,Author,Ken Blackburn
9780761143833,IllustratorAuthor,Jeff Lammers
9781597072762,Author,Geronimo Stilton
9780007333868,Author,Louise Fitzhugh
9780544824386,Author,David Macaulay
9780007267194,Author,Melissa Marr
9780752866161,Author,Rene Goscinny
9780752866161,Illustrator,Albert Uderzo
9780395321218,Author,David Macaulay
9780330519519,Author,Meg Cabot
9780553535396,Author,William Shakespeare
9780553535396,IllustratorAuthor,Brett Wright
9780778304463,Author,Julie Kagawa
9781598695922,Author,Sandra K Nissenberg
9781905460175,Author,Morris & Goscinny
9781870946544,Author,Sue Lloyd
9781870946544,IllustratorAuthor,Sara Wernham
9781870946544,Illustrator,Lib Stephen
9781877467622,Author,Blexbolex
9780007175093,Author,Garth Nix
9781401235598,Author,J. Michael Straczynski
9781401235598,Illustrator,Shane Davis
9781569319390,Author,Akira Toriyama
9781933339207,Author,Susan Wise Bauer
9781933339207,IllustratorAuthor,Elizabeth Rountree
9780192742766,Author,Philip Reeve
9780141350394,Author,Rick Riordan
9781592538867,Author,Lisa Congdon
9781933390031,Author,Choose Your Own Adventure
9781933390031,IllustratorAuthor,R. A. Montgomery
9781853261107,Author,Captain Frederick Marryat
9781416974475,Author,Mcmann
9780071421454,Author,Neraida Smith
9780807508558,Created by,Gertrude Chandler Warner
