ISBN13,Role,Name
9780448489162,Author,Ashley Evanson
9780448459035,Author,Ludwig Bemelmans
9780805092929,Author,Bill Martin
9780805092929,Illustrator,Eric Carle
9780761158608,Author,Amy Pixton
9780141359939,Author,Tove Jansson
9780143307044,Author,Rebecca Johnson
9780689858819,Author,Bill Martin
9780689858819,IllustratorAuthor,Michael R Sampson
9780689858819,Illustrator,Lois Ehlert
9780394848372,Author,Stan Berenstain
9780394848372,IllustratorAuthor,Jan Berenstain
9781479557943,Author,Michael Dahl
9781479557943,Illustrator,Oriol Vidal
9780062269638,Author,Jane O'Connor
9780062269638,Illustrator,Robin Glasser
9780744520712,Author,Kim Lewis
9780552575188,Author,Abie Longstaff
9780552575188,Illustrator,Lauren Beard
9781941082522,Author,Kumon
9781936140008,Dramatized by,Judy Collins
9781936140008,IllustratorLyrics by,E.Y. Harburg
9781936140008,Illustrator,Eric Puybaret
9780207174339,Author,Dick Roughsey
9780207174339,IllustratorAuthor,Percy Trezise
9781409582380,Author,Alice Primmer
9781409582380,Illustrator,Federica Iossa
9780007581603,Author,Jill Barklem
9780007581603,IllustratorRead by,John Moffatt
9780807588956,Author,Cornelia Spelman
9780062223463,Author,Mike Berenstain
9781471117329,Author,Simon Philip
9781471117329,Illustrator,Kate Hindley
9780394830148,Author,Stan Berenstain
9780394830148,IllustratorAuthor,Jan Berenstain
9780141978895,Author,Coralie Bickford-Smith
9780140566673,Author,Rosemary Wells
9780099493617,Author,Quentin Blake
9781409301912,Author,Ladybird
9781848957077,Author,Mara Alperin
9781848957077,Illustrator,Mark Chambers
9781908473103,Author,PatrickGeorge
9781908473103,Illustrator,Patrick George
9780007594139,Author,Rob Biddulph
9780007560882,Author,Jane O'Connor
9780007560882,Illustrator,Robin Preiss Glasser
9781442430426,Author,Joyce
9781416958420,Author,Jessica Burkhart
9780689863028,Author,Sandra Boynton
9781405362573,Author,DK
9780007395187,Author,Paul Gallico
9780517800744,Author,Lizzy Rockwell
9780761189176,Author,WORKMAN PUBLISHING
9780761189176,IllustratorAuthor,MS Megan Butler
9780761189176,IllustratorAuthor,Claire Piddock
9780761189176,IllustratorGuest editor,Mindy Yip
9780761189176,Illustrator,Edison Yan
9780761189176,Illustrator,Rachel Dukes
9780007140060,Author,Erin Hunter
9780064467308,Author,Stuart J. Murphy
9780064467308,Illustrator,Scott Nash
9781452108353,Author,Taro Gomi
9780723247807,Author,Beatrix Potter
9780747581345,Author,Debi Gliori
9781445142487,Author,Sue Graves
9781445142487,Illustrator,Trevor Dunton
9780887434952,Author,School Zone
9780192738165,Author,Steve Antony
9781338058048,Author,Scholastic
9781338058048,Illustrator,Eone
9780746089125,Author,Emily Bone
9780746089125,Illustrator,Sam Meredith
9780060287610,Author,Jamie Lee Curtis
9780060287610,Illustrator,Laura Cornell
9780375867163,Author,Tish Rabe
9780375867163,Illustrator,Christopher Moroney
9781760340384,Author,Lonely Planet Kids
9781760340384,IllustratorAuthor,Jen Feroze
9781760340384,Illustrator,Pippa Curnick
9780763652319,Author,Kate DiCamillo
9780763652319,Illustrator,Chris Van Dusen
9781847384294,Author,Bob Dylan
9781847384294,Illustrator,Paul Rogers
9780723247838,Author,Beatrix Potter
9780723247913,Author,Beatrix Potter
9781509836239,Author,Emily Gravett
9780152060916,Author,Ellen Stoll Walsh
9780316200639,Author,Peter Brown
9780375800665,Author,Dick King-Smith
9780375800665,Illustrator,Melissa Manwill Kashiwagi
9780399232015,Author,Eric Carle
9781407139746,Author,Roddy Doyle
9780441000319,Author,Brian Jacques
9780230753181,Author,Julia Donaldson
9780230753181,Illustrator,Axel Scheffler
9781935800187,Author,Kumon
9781416995142,Author,Alison Inches
9781416995142,Illustrator,Viviana Garofoli
9780099464914,Author,Shirley Hughes
9781447277262,Illustrated by,Neiko Ng
9780694011483,Author,Eric Carle
9780723295709,Author,Mark Sperring
9780723295709,Illustrator,Sebastien Braun
9780062367136,Author,Erin Hunter
9781442445741,Author,Eric Carle
9781405364041,Author,DK
9780571308132,Author,T. S. Eliot
9780571308132,Illustrator,Arthur Robins
9780312504281,Author,Roger Priddy
9781843652700,Author,Werner Holzwarth
9781406347913,Author,Anthony Browne
9780425288191,Author,Steve Breen
9781596436077,Author,Lane Smith
9780061123252,Author,Antoinette Portis
9780091893828,Author,Paul Gallico
9780091893828,Illustrator,Angela Barrett
9780316284080,Author,John C. Maxwell
9780316284080,IllustratorAuthor,Steve Bjorkman
9781408327623,Author,Holly Webb
9780061992254,Author,Katherine Applegate
9780746066645,Author,Anne Civardi
9780746066645,Illustrator,Stephen Cartwright
9780439691475,Author,Geronimo Stilton
9780689870286,Author,Sandra Boynton
9781843651987,Author,Rosie Wellesley
9780316084451,Author,Todd Parr
9780679873181,Author,Leo Lionni
9781770854055,Author,Alona Frankel
9780789317537,Author,Miroslav Sasek
9781925106206,Author,Davina Bell
9781925106206,Illustrator,Allison Colpoys
9781554537297,Author,Paulette Bourgeois
9781554537297,Illustrator,Brenda Clark
9781442419520,Author,Jessica Burkhart
9781554534609,Author,Melanie Watt
9780486281049,Author,Cathy Beylon
9780517885444,Author,Faith Ringgold
9780552572729,Author,Abie Longstaff
9780552572729,IllustratorAuthor,Lauren Beard
9781847154408,Author,Holly Webb
9781847154408,Illustrator,Sophy Williams
9781405278751,Author,Adam Hargreaves
9781405278751,IllustratorAuthor,Roger Hargreaves
9780763653255,Author,Phyllis Root
9780763653255,Illustrator,David M. Walker
9781848772847,Author,Emma Dodd
9781409599050,Author,Abigail Wheatley
9781409599050,Illustrator,Stefano Tognetti
9780571323302,Author,Swapna Haddow
9780571323302,Illustrator,Sheena Dempsey
9780590417013,Author,Cynthia Rylant
9780859538879,Illustrated by,Annie Kubler
9780399551352,Author,Random House
9780310746935,Author,The Beginner's Bible
9780310746935,Illustrator,Kelly Pulley
9781597113151,Author,Joel Meyerowitz
9781405271943,Author,Jill Tomlinson
9781405271943,Illustrator,Paul Howard
9780679875970,Author,Dr. Seuss
9781484725863,Illustrated by,Disney Storybook Art Team
9780761317128,Author,Trudy Harris
9780761317128,Illustrator,Anne Canevari Green
9780395272695,Author,Bill Peet
9780618737406,Author,Salley Mavor
9780553522273,Author,Various
9780394800523,Author,Stan Berenstain
9780394800523,IllustratorAuthor,Jan Berenstain
9780394868776,Author,Harriet Ziefert
9780394868776,Illustrator,Norman Gorbaty
9780545172950,Author,Samantha Berger
9780545172950,Illustrator,Amy Cartwright
9780310747512,Author,Kelly Pulley
9781894786331,Author,Chieri Uegaki
9781894786331,Illustrator,Qin Leng
9780099495369,Author,Nicholas Allan
9780099495369,IllustratorEdited by,Sue Buswell
9781634500463,Author,Mark Cheverton
9781423151289,Author,Mo Willems
9781405924313,Author,Hey Duggee
9780486491264,Author,Marty Noble
9780811839143,Author,Anne Gutman
9780811839143,IllustratorAuthor,Georg Hallensleben
9780060539511,Author,Mercer Mayer
9780307930040,Author,Chelsea Eberly
9780307930040,Illustrator,Random House
9780141357430,Author,Eric Carle
9781554534623,Author,Melanie Watt
9780723299905,Author,Peppa Pig
9781416940937,Author,David A Carter
9781408340240,Author,Lindsay Mattick
9781408340240,Illustrator,Sophie Blackall
9780007197149,Author,Emma Chichester Clark
9780140569353,Author,Kaye Umansky
9780140569353,Illustrator,Nick Sharratt
9780141500515,Author,Ian Whybrow
9780141500515,Illustrator,Adrian Reynolds
9781405336765,Author,DK
9780545615211,Author,Norman Bridwell
9780062075512,Author,Jan Berenstain
9780062075512,IllustratorAuthor,Mike Berenstain
9781783700516,Author,Jonny Duddle
9780241007907,Author,DK
9780241007907,IllustratorForeword by,Anthony Daniels
9781447273950,Author,Emily Gravett
9780763640316,Author,Geoff Waring
9780001837393,Author,Jill Barklem
9781783702121,Author,Emma Dodd
9781447231288,Author,Rod Campbell
9781849392518,Author,Ruth Brown
9781741758900,Author,Jan Ormerod
9781741758900,IllustratorAuthor,Boori Monty Pryor
9781406312461,Author,Polly Dunbar
9780375805622,Author,Jon Stone
9780375805622,Illustrator,Michael Smollin
9781423638759,Author,Jennifer Adams
9780571284498,Author,Jennifer Gray
9780571284498,Illustrator,Mark Ecob
9780723270669,Illustrated by,Ailie Busby
9780843100556,Author,Roger Price
9780843100556,IllustratorAuthor,Leonard Stern
9780802853646,Author,Michelle Markel
9780802853646,Illustrator,Amanda Hall
9780670015795,Author,Divya Srinivasan
9781849410915,Author,Mairi Hedderwick
9780061430947,Author,Sharon Creech
9780312558062,Author,Leslea Newman
9780545007221,Author,Tedd Arnold
9780545903578,Author,Scholastic
9780545903578,Illustrator,Eone
9780395292051,Author,Bill Peet
9780807588383,Author,Robert Wells
9780545008808,Author,Dav Pilkey
9781405235112,Author,Adam Hargreaves
9781906818050,Author,Benji Bennett
9781906818050,Illustrator,Roxanne Burchartz
9781409587514,Author,Jessica Greenwell
9781409587514,Illustrator,Stefano Tognetti
9780857635990,Author,Pamela Butchart
9780857635990,Illustrator,Gemma Correll
9780718197360,Author,Giles Andreae
9780060854874,Author,Else Holmelund Minarik
9780545030380,Author,Jill Ackerman
9780545030380,Illustrator,Michelle Berg
9780545498616,Author,Scholastic
9780671878931,Author,Bill Martin
9780671878931,IllustratorAuthor,John Archambault
9780679804192,Author,Stan Berenstain
9780679804192,IllustratorAuthor,Jan Berenstain
9781927262719,Author,Bixley Donovan
9780060573911,Author,Jan Berenstain
9780060573911,IllustratorAuthor,Mike Berenstain
9780723298458,Author,Sarah Gomes Harris
9781406365559,Author,Leslea Newman
9781406365559,Illustrator,Laura Cornell
9780394830131,Author,Stan Berenstain
9780394830131,IllustratorAuthor,Jan Berenstain
9780618755035,Author,Olivier Dunrea
9780312518912,Author,Roger Priddy
9780449810668,Author,Constance Allen
9780449810668,Illustrator,Maggie Swanson
9780486481661,Author,Chuck Whelon
9780152058913,Author,Mem Fox
9780152058913,Illustrator,Leslie Staub
9780007165858,Author,Mandy Stanley
9781408345597,Author,Margaret Mayo
9781408345597,Illustrator,Alex Ayliffe
9781404875364,Author,",Michael Dahl"
9780316070416,Author,Todd Parr
9780552559102,Author,Anthony Browne
9780062198716,Author,James Dean
9781409304241,Author,Jean Adamson
9781409304241,Illustrator,Belinda Worsley
9781442419506,Author,Jessica Burkhart
9781741753868,Author,Sally Rippin
9781416925187,Author,Martin Waddell
9781416925187,Illustrator,Jason Cockcroft
9780486426181,Author,Marty Noble
9780763647902,Author,April Pulley Sayre
9780763647902,IllustratorAuthor,Jeff Sayre
9780763647902,Illustrator,Randy Cecil
9780451532374,Author,Dolly Parton
9780451532374,Illustrator,Brooke Boynton Hughes
9780394800400,Author,Dr. Seuss
9780385374965,Author,Random House
9780385374965,Illustrator,MJ Illustrations
9781840596304,Author,Milet Publishing
9781419715143,Author,Janik Coat
9780756602338,Author,DK
9781406313314,Author,Nick Butterworth
9781785830211,Author,Avril McDonald
9781785830211,Illustrator,Tatiana Minina
9780860374633,Author,Fatima D'Oyen
9780860374633,Illustrator,Azhari Zulkifli
9780545695169,Author,Brandon Mull
9780007368709,Author,Michael Bond
9780007368709,Illustrator,R. W. Alley
9783473328871,Author,Frauke Nahrgang
9783473328871,Illustrator,Susanne Szesny
9781338042801,Author,Rebecca Elliott
9781408331682,Author,Rachel Bright
9781596437319,Author,Julie Fogliano
9780863151538,Author,Astrid Lindgren
9780863151538,Illustrator,Harald Wiberg
9780307930897,Author,Hanoch Piven
9780805003116,Author,G. McDermot
9780142401958,Author,Celeste Mannis
9780142401958,Illustrator,Susan Kathleen Hartung
9780732286620,Author,Bruce Whatley
9780732286620,IllustratorAuthor,Jackie French
9780763640309,Author,Geoff Waring
9781442422612,Author,Byron Glaser
9781442422612,IllustratorAuthor,Sandra Higashi
9781409304616,Author,Peppa Pig
9781848776678,Author,Helen Ward
9781848776678,Illustrator,Wayne Anderson
9780552575195,Author,Abie Longstaff
9780552575195,IllustratorDesigned by,Lauren Beard
9780007546367,Author,Richard Scarry
9780500650813,Illustrated by,Harriet Russell
9781781716533,Author,Stella Maidment
9781781716533,Illustrator,Joelle Dreidemy
9781433539312,Author,Max Lucado
9781433539312,Illustrator,T. Lively Fluharty
9781598697841,Author,Brette Sember
9781933241449,Author,Kumon
9780723266976,Illustrated by,Cicely Mary Barker
9780747564867,Author,Natalie Russell
9781844287888,Author,Helen Oxenbury
9781452102245,Author,Cedella Marley
9781452102245,Illustrator,Vanessa Newton
9780007284825,Author,Bonnie Worth
9780007284825,Illustrator,Aristides Ruiz
9780394868813,Author,Stan Berenstain
9780394868813,IllustratorAuthor,Jan Berenstain
9780399172755,Author,Drew Daywalt
9780399172755,Illustrator,Oliver Jeffers
9781408836590,Author,Kes Gray
9781408836590,Illustrator,Garry Parsons
9781596433977,Author,Laura Vaccaro Seeger
9780061555275,Author,Erin Hunter
9780064450959,Author,Arthur Dorros
9780679860402,Author,Leo Lionni
9781406362114,Author,Martin Handford
9781406340242,Author,Polly Dunbar
9780099432920,Author,Maurice Sendak
9780142404034,Author,Schachner Judy
9781847154477,Author,Holly Webb
9781847154477,Illustrator,Sophy Williams
9781782950813,Author,James Bowen
9781782950813,Illustrator,Gerald Kelley
9781849410861,Author,Mairi Hedderwick
9781409510277,Author,Fiona Watt
9781409510277,Illustrator,Paul Nicholls
9781785830181,Author,Avril McDonald
9781785830181,Illustrator,Tatiana Minina
9781408828014,Author,Neil Gaiman
9781408828014,Illustrator,Adam Rex
9780062382610,Author,Erin Hunter
9780062382610,Illustrator,Owen Richardson
9780062382610,Illustrator,Allen Douglas
9780805069013,Author,Bill Martin
9780805069013,IllustratorTranslated by,Teresa Mlawer
9780805069013,Illustrator,Eric Carle
9783836950824,Author,Rotraut Susanne Berner
9781447280842,Author,Julia Donaldson
9781447280842,Illustrator,Nick Sharratt
9780723292180,Illustrated by,Ailie Busby
9780723297826,Author,Peppa Pig
9781780552026,Author,Emily Twomey
9780099434085,Author,John Burningham
9780375868672,Author,Geoffrey Hayes
9781846430787,Illustrated by,Estelle Corke
9781905236985,Author,Stella Blackstone
9781905236985,Illustrator,Debbie Harter
9780723247852,Author,Beatrix Potter
9781471161179,Author,New York City Ballet
9781471161179,Illustrator,Valeria Docampo
9781444919622,Author,Alex T. Smith
9780380709175,Author,Beverly Cleary
9780380709175,Illustrator,Jacqueline Rogers
9780399167911,Author,Oliver Jeffers
9780007514779,Author,Ted Dewan
9781474921633,Author,Fiona Watt
9781474921633,Illustrator,Rachel Wells
9780803735293,Author,Kevin Sherry
9781408808351,Author,Elisabeth Beresford
9781408808351,Illustrator,Nick Price
9780385392709,Author,Richard Scarry
9781404867895,Author,",Michael Dahl"
9780060871338,Author,Erin Hunter
9780375826313,Author,Mercer Mayer
9780375826313,IllustratorAuthor,Gina Mayer
9781847152244,Author,Holly Webb
9781847152244,Illustrator,Sophy Williams
9780857632883,Author,Steven Lenton
9780143502883,Author,Dawn McMillan
9780517566459,Author,Raffi
9780517566459,Illustrator,Nadine Bernard Westcott
9781405283182,Author,Egmont Publishing UK
9781847801241,Author,James Vance Marshall
9781847801241,Illustrator,Francis Firebrace
9781441311580,Author,Rebecca Dudley
9780747595410,Author,Debi Gliori
9781848956834,Author,Mara Alperin
9781848956834,Illustrator,Kate Daubney
9780399161032,Author,Oliver Jeffers
9780140567854,Author,Nick Sharratt
9780140567854,IllustratorAuthor,Sue Heap
9780486465364,Author,Darcy May
9780547576817,Author,Adam Rubin
9780547576817,Illustrator,Daniel Salmieri
9781407139821,Author,Jerry Palotta
9781407139821,Illustrator,Howard McWilliam
9780192739209,Author,Gill Lewis
9781471123344,Author,Dick Bruna
9780241206003,Author,DK
9780756611446,Author,DK
9780763645120,Author,Geoff Waring
9780007560912,Author,Jane O'Connor
9780007560912,Illustrator,Robin Preiss Glasser
9780735842625,Author,Torben Kuhlmann
9781409334651,Author,DK
9780980812923,Author,Garry Duncan
9780980812923,IllustratorAuthor,Elizabeth Frankel
9780843176711,Author,Roger Hargreaves
9781409599203,Author,Emily Bone
9781409599203,Illustrator,Peter Allen
9780448489131,Author,Ashley Evanson
9780545493284,Author,Tedd Arnold
9780062410054,Author,Erin Hunter
9780062410054,Illustrator,Wayne McLoughlin
9780062410054,Illustrator,Allen Douglas
9781338029994,Author,Scholastic
9780241237403,Author,Ladybird
9781785984280,Author,Rosie Greening
9781785984280,Illustrator,Stuart Lynch
9780486437453,Author,Thornton W Burgess
9781452131689,Author,Davide Cali
9781452131689,Illustrator,Benjamin Chaud
9780750293846,Author,David J. Smith
9780763668952,Author,Jenny Broom
9780763668952,Illustrator,Lotta Nieminen
9780670878550,Author,Simms Taback
9781442481770,Author,Lita Judge
9780008172701,Author,David Walliams
9780008172701,Illustrator,Tony Ross
9781481411028,Author,Judy Blume
9781481411028,Illustrator,Debbie Ridpath Ohi
9781101936801,Author,Mary Tillworth
9781101936801,Illustrator,Kevin Kobasic
9780340988954,Author,Inga Moore
9780394800288,Author,Stan Berenstain
9780316390606,Author,Liz Climo
9780307982001,Author,Rev. W. Awdry
9780307982001,Illustrator,Richard Courtney
9780007528080,Author,Judith Kerr
9780694014569,Author,Eric Carle
9780152055028,Author,Eleanor Frances Lattimore
9781589253872,Author,Giles Andreae
9781589253872,Illustrator,David Wojtowycz
9781849025713,Author,Dorothy Wall
9781741750843,Author,Roland Harvey
9780140500776,Author,Raymond Briggs
9780395349243,Author,Bill Peet
9780395919118,Author,Margret Rey
9780395919118,Illustrator,H. A. Rey
9781406361018,Author,Sean Taylor
9781406361018,Illustrator,Jean Jullien
9780545349222,Author,Tui T Sutherland
9781408331897,Author,James Mayhew
9780545842228,Author,Amelia Cobb
9781479521579,Author,",Julie Gassman"
9780552567770,Author,Abie Longstaff
9780552567770,Illustrator,Lauren Beard
9780761119760,Author,Sandra Boynton
9781405235075,Author,Roger Hargreaves
9781407166315,Author,Helen Stephens
9781742756318,Author,Stephen Dando-Collins
9781406340068,Author,Petr Horacek
9781474917230,Author,Lucy Bowman
9781474917230,Illustrator,Jo Moore
9781862098619,Author,Lisa Holt
9781862098619,IllustratorAuthor,Lyn Wendon
9780152050252,Author,Keith Baker
9780062381972,Author,"Franklyn M Dorros, Arthur Branley"
9781509836598,Author,Emily Gravett
9780761169345,Author,WORKMAN PUBLISHING
9780733331251,Author,Tim Miller
9780733331251,IllustratorAuthor,Matt Stanton
9781409557319,Author,Fiona Watt
9781409557319,IllustratorAuthor,Lucy Bowman
9781409557319,Illustrator,Stella Baggott
9781409557319,Illustrator,Steven Wood
9781409557319,Illustrator,Vici Leyhane
9780099475767,Author,Mini Grey
9780140501780,Author,Marie Hall Ets
9781589474215,Author,School Zone
9780618152414,Author,Rhonda Gowler Greene
9780618152414,Illustrator,James Kaczman
9781404867888,Author,Michael Dahl
9781404867888,Illustrator,Oriol Vidal
9780141500607,Author,Ed Vere
9780761187264,Author,Kate Merritt
9780761187264,IllustratorFrom an idea by,Amy Pixton
9780723267201,Author,Beatrix Potter
9781405341226,Author,Dk
9780307960375,Author,Margaret Wise Brown
9780307960375,IllustratorAuthor,Edith Thatcher Hurd
9780307960375,Illustrator,Tibor Gergely
9780375868122,Author,Rev. W. Awdry
9780375868122,Illustrator,Richard Courtney
9781782950202,Author,Willard Price
9781416971450,Author,Karen Katz
9781840595376,Author,Milet Publishing
9780723247906,Author,Beatrix Potter
9781409303350,Author,Jean Adamson
9781409303350,Illustrator,Belinda Worsley
9780763689544,Author,Leila Rudge
9780545291514,Author,"K,A Applegate"
9781846867934,Author,Brenda Williams
9781846867934,Illustrator,Benjamin Lacombe
9780552565196,Author,Anthony Browne
9781405279512,Author,Roger Hargreaves
9781442419469,Author,Jessica Burkhart
9781406327830,Author,Lucy Cousins
9780060266837,Author,Laura Joffe Numeroff
9780060266837,IllustratorAuthor,Felicia Bond
9780152045739,Author,Hildegarde H Swift
9780152045739,Illustrator,Lynd Ward
9781416950493,Author,Karma Wilson
9781416950493,Illustrator,Jane Chapman
9781599905167,Author,Jessica Day George
9781408808382,Author,Elisabeth Beresford
9781408808382,Illustrator,Nick Price
9780689710834,Author,Helme Heine
9780590225175,Illustrated by,Blanche Fisher Wright
9780545787833,Author,Rebecca Elliott
9781408857007,Author,Yasmeen Ismail
9781419709371,Author,Stephen Krensky
9781419709371,Illustrator,Sara Gillingham
9780141500591,Author,Ed Vere
9780618007011,Author,David Wiesner
9780486494500,Author,Patricia J. Wynne
9781770854048,Author,Alona Frankel
9781608870394,Author,. Warner Bros. Consumer Products Inc.
9780756688714,Author,Dk
9780064402453,Author,Jane Leslie Conly
9780064402453,Illustrator,Leonard Lubin
9780141318851,Author,Andrew Cope
9780307930125,Author,Esther Wilkin
9780307930125,Illustrator,Eloise Wilkin
9780375832413,Author,Sally Lucas
9780375832413,Illustrator,Margeaux Lucas
9781848775053,Author,Helen Ward
9781471120978,Author,Sue Hendra
9781471120978,IllustratorAuthor,Paul Linnet
9780670013951,Author,Anna Dewdney
9780062367082,Author,Erin Hunter
9780152062521,Author,Bruce Coville
9780152062521,Illustrator,Gary A Lippincott
9780142406335,Author,Betty G. Birney
9780060001292,Author,Stuart J. Murphy
9780060001292,Illustrator,Renee Andriani
9780064430203,Author,Charlotte Zolotow
9781481435758,Author,Eric Carle
9780811860635,Author,Jennifer Berne
9780811860635,IllustratorAuthor,Eric Puybaret
9780007198566,Author,Dr. Seuss
9781780677712,Author,Marion Deuchars
9780061660160,Author,Neil Gaiman
9780439399319,Author,Scholastic Inc
9781852697075,Author,Michael Rosen
9781852697075,Illustrator,Helen Oxenbury
9781859854518,Author,Jesslyn Deboer
9781859854518,Illustrator,Nancy Munger
9781416958178,Author,Karen Katz
9780152054359,Author,Audrey Wood
9780152054359,IllustratorAuthor,Don Wood
9780099439424,Author,Colin Thompson
9780439717007,Author,Ann M Martin
9780007425198,Author,Emma Chichester Clark
9780723297253,Author,Vera Southgate
9780307980588,Author,Sarah Albee
9780307980588,Illustrator,Joe Ewers
9780007119714,Author,Nick Butterworth
9780789310613,Author,Munro Leaf
9780192743312,Author,Anne Booth
9780192743312,Illustrator,Sophy Williams
9781554537051,Author,Melanie Watt
9781409582793,Author,Kirsteen Robson
9781409582793,Illustrator,Dania Florino
9780679830009,Author,Stan Berenstain
9780679830009,IllustratorContributions by,Jan Berenstain
9780688140267,Author,Robert Kraus
9780688140267,Illustrator,Jose Aruego
9780688140267,Illustrator,Ariane Dewey
9780486469874,Author,Jan Sovak
9780618152384,Author,Selby Beeler
9780618152384,Illustrator,G Brian Karas
9780374350482,Author,Tove Jansson
9780544444775,Author,John Schindel
9780544444775,IllustratorAuthor,Molly Woodward
9781423119838,Author,Rosemary Wells
9780152065454,Author,Jeanette Winter
9780590462938,Author,Jean Marzollo
9780590462938,Illustrator,Walter Wick
9781906250812,Author,Emma Garcia
9781416907893,Author,Margery Cuyler
9781416907893,Illustrator,Arthur Howard
9780984272365,Author,Matthew Frederick
9780399243875,Author,Eric Carle
9780062090126,Author,Rob Scotton
9781760290016,Author,Alison Lester
9781848776494,Author,Emma Dodd
9780486428406,Author,Thornton W. Burgess
9780811850995,Author,Vincent van Gogh
9780811850995,IllustratorAuthor,William Lach
9781409597834,Author,Felicity Brooks
9781409597834,Illustrator,Sophia Touliatou
9780062304346,Author,James Dean
9780399245091,Author,Eric Carle
9781452111759,Author,Nina Laden
9781550175844,Author,Adrian Raeside
9780062386373,Author,Erin Hunter
9780525428886,Author,Adam Rubin
9780525428886,Illustrator,Daniel Salmieri
9781938093685,artist,Julissa Mora
9780395205037,Author,Bernard Waber
9780374403829,Author,Marjorie Flack
9781933241104,Author,Kumon
9780152018849,Author,Eve Bunting
9780152018849,Illustrator,David Diaz
9781481420488,Adapted by,Maggie Testa
9781481420488,Illustrator,Jason Fruchter
9781904550341,Illustrated by,Debra Potter
9781578563234,Author,Lisa Tawn Bergren
9781578563234,Illustrator,Laura J Bryant
9781405050500,Author,Julia Donaldson
9781405050500,IllustratorRead by,Imelda Staunton
9781405050500,IllustratorRead by,Jim Carter
9781405050500,IllustratorRead by,Steven Pacey
9781405050500,Illustrator,Axel Scheffler
9780064442442,Author,Syd Hoff
9780060513139,Author,Eric Carle
9780340945209,Author,Mwenye Hadithi
9780340945209,Illustrator,Adrienne Kennaway
9780763643683,Author,Lucy Cousins
9781909763029,Illustrated by,Chez Picthall
9780486473048,Author,Tony J Tallarico
9780803728820,Author,Mercer Mayer
9780803728820,IllustratorAuthor,Marianna Mayer
9780689820366,Author,Patricia Polacco
9781580138437,Author,Brian Cleary
9781846868269,Author,Stella Blackstone
9781846868269,Illustrator,Debbie Harter
9780241199770,Author,Ben and Holly's Little Kingdom
9780763622626,Author,Michelle Knudsen
9780763622626,Illustrator,Kevin Hawkes
9780711221703,Author,Richard Platt
9780711221703,Illustrator,Rupert Van Wyk
9780062189127,Author,Victoria Kann
9781426324024,Author,NATIONAL GEOGRAPHIC KIDS
9780140503562,Author,Helen Nicoll
9780140503562,IllustratorAuthor,Jan Pienkowski
9780552548748,Author,Helen Cooper
9780698114357,Author,Cindy Ward
9780698114357,Illustrator,Tomie dePaola
9781409597414,Author,Abigail Wheatley
9781409597414,Illustrator,Sophie Crichton
9781848190917,Author,Michael Chissick
9781848190917,Illustrator,Sarah Peacock
9781452112879,Author,Herve Tullet
9780763643690,Author,Lucy Cousins
9781907604423,Author,Chez Picthall
9781904550594,Illustrated by,Elke Zinsmeister
9780486291505,Author,John Green
9781590170472,Author,Esther Averill
9781908473097,Author,PatrickGeorge
9781442436558,Author,Jessica Burkhart
9780064467216,Author,Stuart J. Murphy
9780064467216,Illustrator,Kevin O'Malley
9780544319608,Author,Karlin Gray
9780544319608,Illustrator,Christine Davenier
9781447210948,Author,Julia Donaldson
9781447210948,Illustrator,Nick Sharratt
9780060574154,Author,Jan Berenstain
9780060574154,IllustratorAuthor,Mike Berenstain
9780310712527,Author,Jan Berenstain
9780310712527,IllustratorAuthor,Mike Berenstain
9781597074483,Author,Geronimo Stilton
9781406340457,Author,Polly Dunbar
9781580894395,Author,The Global Fund for Children
9780763645137,Author,Geoff Waring
9781409538967,Author,Ben Denne
9781409538967,Illustrator,Andi Goode
9781416958413,Author,Jessica Burkhart
9780590042963,Author,Jean Marzollo
9780590042963,Illustrator,Walter Wick
9780857634542,Author,Camilla Reid
9780857634542,Illustrator,Axel Scheffler
9780803739390,Author,Deborah Underwood
9780803739390,Illustrator,Claudia Rueda
9780141318769,Author,Morris Gleitzman
9780375844805,Author,Naomi Kleinberg
9780375844805,Illustrator,Christopher Moroney
9781783443871,Author,Ame Dyckman
9781783443871,Illustrator,Zachariah Ohora
9780062367020,Author,Erin Hunter
9781406333862,Author,Mal Peet
9781406333862,IllustratorAuthor,Elspeth Graham
9781406333862,Illustrator,Juan Wijngaard
9781596432727,Author,Laura Vaccaro Seeger
9780744594874,Author,Jeannie Baker
9780060283285,Author,Laura J Numeroff
9780545291521,Author,"K,A Applegate"
9781935800637,Edited by,Kumon
9788493987749,Author,Anna Llenas
9780241261347,Author,Peppa Pig
9780241261347,IllustratorRead by,John Sparkes
9780545153522,Author,Jane Yolen
9780545153522,Illustrator,Mark Teague
9780671796136,Author,Inga Moore
9780140502602,Author,Helen Nicoll
9780140502602,IllustratorAuthor,Jan Pienkowski
9781405271950,Author,Jill Tomlinson
9781405271950,Illustrator,Paul Howard
9780679894261,Author,Stan Berenstain
9780679894261,IllustratorAuthor,Jan Berenstain
9780723259572,Author,Beatrix Potter
9780802723604,Author,Matthew Mcelligott
9780756655853,Author,Ruth Thomson
9780312561123,Author,Barbara O'Connor
9780694004911,Author,Charles Green Shaw
9780060094614,Author,Alyssa Satin Capucilli
9781771380010,Author,Paulette Bourgeois
9781771380010,Illustrator,Brenda Clark
9780545690829,Author,Inbali Iserles
9780062404411,Author,James Dean
9780062274489,Author,Christie Matheson
9780375858062,Author,Dennis R. Shealy
