id,guid,name,image,isbn,rating,review_count,book_format,language,price,description,stock_available,amazon_bestseller,bestseller_age1,bestseller_age2,bestseller_age3,bestseller_age4,bestseller_age5,bestseller_age6,most_borrowed,borrowed_age1,borrowed_age2,borrowed_age3,borrowed_age4,borrowed_age5,borrowed_age6,suggestion_age1,suggestion_age2,suggestion_age3,suggestion_age4,suggestion_age5,suggestion_age6,tag1,series_id,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,age_group_6
34,,"Captain Underpants and the Big, Bad Battle of Bionic Booger Boy Part 1 the Night of the Nasty Nostril Nuggets (Captain Underpants #6)",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4393/9780439376105.jpg,9780439376105,4.21,"16,334",Paperback,English,"₹ 1,434.13","Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man! George and Harold are up to their old tricks again, and when their latest prank makes a direct hit on school brainiac Melvin Sneedly, he decides to get even! But in the blink of an eye -- and the sneeze of a nose -- Melvin goes from snooty to snotty, and the Bionic Booger Boy is born! Can Captain Underpants clean up this catastrophe, or will the mucous monster make a mess of things?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Underpants,62104,0,0,0,1,1,1
35,,Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407133300.jpg,9781407133300,4.33,"6,190",Paperback,English,₹ 829.15,"CAPTAIN UNDERPANTS returns! In their ninth epic adventure, George and Harold encounter a familiar face - Professor Poopypants! He now goes by the name Tippy Tinkletrousers and is determined to seek revenge for all of the teasing his old name inspired. Armed with his laser-shooting Freezy-Beam 4000, Tippy Tinkletrousers is ready to zap anyone who stands in his way. Now it's up to George, Harold, and the amazing Captain Underpants to stop Tippy Tinkletrousers' reign of terror before it's too late! More titles available: THE ADVENTURES OF CAPTAIN UNDERPANTS (9780439014571), CAPTAIN UNDERPANTS AND THE ATTACK OF THE TALKING TOILETS (9780439995443), CAPTAIN UNDERPANTS AND THE INVASION OF THE INCREDIBLY NAUGHTY CAFETERIA LADIES FROM OUTER SPACE (9780439997102), CAPTAIN UNDERPANTS AND THE PERILOUS PLOT OF PROFESSOR POOPYPANTS (9780439998192).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Underpants,62104,0,0,0,1,1,1
36,,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407138312.jpg,9781407138312,4.36,"3,799",Paperback,English,₹ 752.92,"CAPTAIN UNDERPANTS returns for a twelfth adventure in this highly illustrated comic book style series! George and Harold, and their doubles, Yesterday George and Yesterday Harold, have a good thing going. Two of them go to school, while the other two hide in the tree house and play video games all day -- then they switch! But when their malicious gym teacher, Mr. Meaner, creates a method of mind-control that turns their fellow students into attentive, obedient, perfect children, the future of all humanity will be in George and Harold's hands!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Underpants,62104,0,0,0,1,1,1
37,,Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407138299.jpg,9781407138299,4.36,"4,062",Paperback,English,₹ 752.00,"CAPTAIN UNDERPANTS returns for an eleventh adventure in this highly illustrated comic book style series. Just when you thought it was safe to flush... When the Incredible Robo-Plunger defeated the evil Turbo Toilet 2000, George and Harold thought their toilet troubles were over. Unfortunately, their porcelain problems were only beginning... The Turbo Toilet 2000 is back! The carnivorous commode known for devouring everything in its path has built up a real appetite ... for REVENGE! Join Captain Underpants for another epic showdown of Wedgie Power vs. Potty Power.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
38,,Dog Man,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5455/9780545581608.jpg,9780545581608,4.14,"53,382",Hardback,English,"₹ 1,631.77","Howl with laughter with the FIRST book in the hilarious full-colour illustrated series, Dog Man, from the creator of Captain Underpants! George and Harold (the co-stars of the enormously popular Captain Underpants series) are in big trouble again! George and Harold have created a new breed of justice -- one that is part dog, part man, and ALL HERO! With the head of a dog and the body of a human, this heroic hound digs into deception, claws after crooks, rolls over robbers, and scampers after squirrels. Will he be able to resist the call of the wild to answer the call of duty? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of being true to one's self. Full colour pages throughout. OTHER BOOKS IN THE SERIES Dog Man: Unleashed (book 2) Dog Man: A Tale of Two Kitties (book 3) Dog Man and Cat Kid (book 4) Dog Man: Lord of the Fleas (book 5) Dog Man: Brawl of the Wild (book 6) Dog Man: For Whom the Ball Rolls (book 7) Dog Man: Fetch-22 (book 8)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
39,,Dog Man Unleashed,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6063/9780606397094.jpg,9780606397094,4.46,"13,477",Hardback,English,"₹ 1,683.92","Dog Man, the newest hero from the creator of Captain Underpants, is still learning a few tricks of the trade. Petey the cat is out of the bag, and his criminal curiosity is taking the city by storm. Something fishy is going on! Can Dog Man unleash justice on this ruffian in time to save the city, or will Petey get away with the purr-fect crime?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
40,,Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (Library Edition) : Volume 3,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3386/9781338611991.jpg,9781338611991,4.51,"11,718",Hardback,English,"₹ 2,769.28","A cute kitten disrupts Petey's plans in the third Dog Man book from worldwide bestselling author and artist Dav Pilkey. He was the best of dogs... He was the worst of dogs... It was the age of invention... It was the season of surprise... It was the eve of supa sadness... It was the dawn of hope... Dog Man hasn't always been a paws-itive addition to the police force. While he can muzzle miscreants, he tends to leave a slick of slobber in his wake! This time, Petey the Cat's dragged in a tiny bit of trouble -- a double in the form of a kitten clone. Dog Man will have to work twice as hard to bust these furballs and remain top dog! Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of being true to one's self.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
41,,Dog Man 4: Dog Man and Cat Kid,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407192123.jpg,9781407192123,4.53,"11,606",Paperback,English,"₹ 1,254.56","Howl with laughter with the FOURTH book in the hilarious full-colour, illustrated series, Dog Man, from the creator of Captain Underpants! Hot diggity dog! Dog Man is back -- and this time he's not alone. The heroic hound with a real nose for justice now has a furry feline sidekick, and together they have a mystery to sniff out! When a new kitty sitter arrives and a glamorous movie starlet goes missing, it's up to Dog Man and Cat Kid to save the day! Will these heroes stay hot on the trail, or will Petey, the World's Most Evil Cat, send them barking up the wrong tree? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy, kindness, persistence, and the importance of being true to one's self. Full colour pages throughout. OTHER BOOKS IN THE SERIES Dog Man (book 1) Dog Man: Unleashed (book 2) Dog Man: A Tale of Two Kitties (book 3) Dog Man: Lord of the Fleas (book 5) Dog Man: Brawl of the Wild (book 6) Dog Man: For Whom the Ball Rolls (book 7) Dog Man: Fetch-22 (book 8)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
42,,Dog Man 5: Lord of the Fleas,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5459/9780545935173.jpg,9780545935173,4.54,"10,565",Hardback,English,"₹ 2,178.37","Howl with laughter with the FIFTH book in the hilarious full-colour, illustrated series, Dog Man, from the creator of Captain Underpants! When a new bunch of baddies bust up the town, Dog Man is called into action -- and this time he isn't alone. With a cute kitten and a remarkable robot by his side, our heroes must save the day by joining forces with an unlikely ally: Petey, the World's Most Evil Cat. But can the villainous Petey avoid vengeance and venture into virtue? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy, kindness, persistence, and the importance of being true to one's self. Full colour pages throughout.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
43,,Dog Man. Brawl of the Wild #6,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3382/9781338236576.jpg,9781338236576,4.55,"9,822",Hardback,English,"₹ 2,032.96","Howl with laughter with the SIXTH book in the hilarious full-colour, illustrated series, Dog Man, from the creator of Captain Underpants! Is Dog Man bad to the bone? The heroic hound is sent to the pound for a crime he didn't commit! While his pals work to prove his innocence, Dog Man struggles to find his place among dogs and people. Being a part of both worlds, will he ever fully fit in with one? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy, kindness, persistence, and the importance of being true to one's self. Full colour pages throughout. OTHER BOOKS IN THE SERIES Dog Man (book 1) Dog Man: Unleashed (book 2) Dog Man: A Tale of Two Kitties (book 3) Dog Man and Cat Kid (book 4) Dog Man: Lord of the Fleas (book 5) Dog Man: For Whom the Ball Rolls (book 7) Dog Man: Fetch-22 (book 8)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
44,,Dog Man: For Whom the Ball Rolls: A Graphic Novel (Dog Man #7): From the Creator of Captain Underpants (Library Edition) : Volume 7,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3382/9781338290943.jpg,9781338290943,4.58,"7,537",Hardback,English,"₹ 2,647.23","Petey learns what it means to do good in the seventh Dog Man book from worldwide bestselling author and artist Dav Pilkey. The Supa Buddies have been working hard to help Dog Man overcome his bad habits. But when his obsessions turn to fears, Dog Man finds himself the target of an all-new supervillain! Meanwhile, Petey the Cat has been released from jail and starts a new life with Li'l Petey. But when Petey's own father arrives, Petey must face his past and fight for who he loves. Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of doing good.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
45,,Dog Man: Fetch-22,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338323214.jpg,9781338323214,4.58,"8,198",Hardback,English,"₹ 1,562.12","HALF A MILLION DOG MAN BOOKS SOLD IN THE UK! Petey the Cat is out of jail, and he has a brand-new lease on life. While Petey's reevaluated what matters most, Li'l Petey is struggling to find the good in the world. Can Petey and Dog Man stop fighting like cats and dogs long enough to put their paws together and work as a team? They need each other now more than ever -- Li'l Petey (and the world) is counting on them! Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy, kindness, persistence, and the importance of being true to one's self. Full colour pages throughout.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
46,,Dog Man 9: Grime and Punishment,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3385/9781338535624.jpg,9781338535624,4.57,"5,854",Hardback,English,"₹ 1,549.25","The ninth great Dog Man adventure from the worldwide bestselling author and artist Dav Pilkey. You'll howl with laughter! The Supa Buddies bamboozled the baddies, but all's not right in the world. Dog Man has a new problem to pound, and he's going to need his entire pack to help him. Will he go barking up the wrong tree? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy kindness persistence and the importance of doing good.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dog Man,643738,0,0,0,1,1,1
47,,Dog Man 10: Mothering Heights (the new blockbusting international bestseller),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3386/9781338680454.jpg,9781338680454,4.55,"3,527",Hardback,English,"₹ 1,472.11","Dog Man and Petey face their biggest challenges yet in the tenth Dog Man book from worldwide bestselling author and illustrator Dav Pilkey. Dog Man is down on his luck, Petey confronts his not so purr-fect past, and Grampa is up to no good. The world is spinning out of control as new villains spill into town. Everything seems dark and full of despair. But hope is not lost. Can the incredible power of love save the day? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including: empathy kindness persistence and the importance of doing good. Full colour pages throughout. Everyone Digs Dog Man! ""High-intensity, heartwarming, and, above all, hysterically funny."" - Kirkus Reviews, starred review ""Riotously funny and original."" - School Library Journal, starred review ""An utter, unfettered delight."" - Booklist, starred review ""Readers (of any age) will be giggling from start to finish."" - Publishers Weekly, starred review ""Action-oriented cartoons... Laffs aplenty."" - Kirkus Reviews, starred review",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Diary of a Wimpy Kid,14562,0,0,0,1,1,1
48,,Diary of a Wimpy Kid : Hard Luck,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141350677.jpg,9780141350677,4.29,"77,334",Hardback,English,₹ 574.10,"Greg Heffley's on a losing streak. His best friend, Rowley Jefferson, has ditched him, and finding new friends in middle school is proving to be a tough task. To change his fortunes, Greg decides to take a leap of faith and turn his decisions over to chance. Will a roll of the dice turn things around, or is Greg's life destined to be just another hard-luck story?",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Diary of a Wimpy Kid,14562,0,0,0,1,1,1
49,,Diary of a Wimpy Kid : The Third Wheel,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141344980.jpg,9780141344980,4.21,"86,516",Hardback,English,"₹ 1,246.14","Love is in the air... Share in the hilarious adventures of everyone's favourite wimpy kid, Greg Heffley, in the highly anticipated seventh book in the Diary of a Wimpy Kid series.",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Diary of a Wimpy Kid,14562,0,0,0,1,1,1
50,,Diary of a Wimpy Kid Cabin Fever,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141341880.jpg,9780141341880,4.24,"113,822",Hardback,English,"₹ 1,746.79",Greg Heffley is in big trouble. School property has been damaged and Greg is the prime suspect. A surprise blizzard hits and the Heffley family is trapped indoors. Greg knows that when the snow melts he's going to have to face the music but could any punishment be worse than being stuck inside with your family for the holidays?,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Diary of a Wimpy Kid,14562,0,0,0,1,1,1
51,,Diary of a Wimpy Kid: Double Down (Book 11),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141373027.jpg,9780141373027,4.27,"33,756",Hardback,English,"₹ 1,461.76","Book 11 in the phenomenally bestselling Diary of a Wimpy Kid series is out now! The pressure's really piling up on Greg Heffley. His mom thinks video games are turning his brain to mush, so she wants her son to put down the controller and explore his 'creative side'. As if that's not scary enough, Halloween's just around the corner and the frights are coming at Greg from every angle. When Greg discovers a bag of gummy worms, it sparks an idea. Can he get his mom off his back by making a movie . . . and will he become rich and famous in the process? Or will doubling down on this plan just double Greg's troubles? Get your hands on this special edition with exclusive character cards!",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Diary of a Wimpy Kid,14562,0,0,0,1,1,1
